From from From
: : :
livesey livesey livesey
@ @ @
solntze solntz solntze
. . .
wpd wpd wpd
. . .
sgi sgi sgi
. . .
com com com
( ( (
Jon jon Jon
Livesey livesey Livesey
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Jews jew Jews
can can can
' ' '
t t t
hide hide hide
from from from
keith keith keith
@ @ @
cco cco cco
. . .
Organization organ Organization
: : :
sgi sgi sgi
Lines line Lines
: : :
36 36 36
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
solntze solntz solntze
. . .
wpd wpd wpd
. . .
sgi sgi sgi
. . .
com com com
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
3 3 3
. . .
071823 071823 071823
. . .
13253 13253 13253
@ @ @
bmerh bmerh bmerh
85 85 85
. . .
bnr bnr bnr
. . .
ca ca ca
> > >
, , ,
dgraham dgraham dgraham
@ @ @
bmers bmer bmers
30 30 30
. . .
bnr bnr bnr
. . .
ca ca ca
( ( (
Douglas dougla Douglas
Graham graham Graham
) ) )
writes write write
: : :
| | |
> > >
In in In
article articl article
< < <
1 1 1
pj pj pj
2 2 2
b b b
6 6 6
$ $ $
aaa aaa aaa
@ @ @
fido fido fido
. . .
asd asd asd
. . .
sgi sgi sgi
. . .
com com com
> > >
livesey livesey livesey
@ @ @
solntze solntz solntze
. . .
wpd wpd wpd
. . .
sgi sgi sgi
. . .
com com com
( ( (
Jon jon Jon
Livesey livesey Livesey
) ) )
writes write write
: : :
| | |
> > >
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
3 3 3
. . .
033446 033446 033446
. . .
10669 10669 10669
@ @ @
bmerh bmerh bmerh
85 85 85
. . .
bnr bnr bnr
. . .
ca ca ca
> > >
, , ,
dgraham dgraham dgraham
@ @ @
bmers bmer bmers
30 30 30
. . .
bnr bnr bnr
. . .
ca ca ca
( ( (
Douglas dougla Douglas
Graham graham Graham
) ) )
writes write write
: : :
| | |
> > >
> > >
| | |
> > >
Er er Er
, , ,
Jon jon Jon
, , ,
what what what
Ken ken Ken
said said say
was was be
: : :
| | |
> > >
> > >
| | |
> > >
| | |
> > >
> > >
| | |
> > >
There there There
have have have
previously previous previously
been been be
people peopl people
like like like
you you you
in in in
your your your
country countri country
. . .
Unfortunately unfortun Unfortunately
, , ,
| | |
> > >
> > >
| | |
> > >
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
| | |
> > >
> > >
| | |
> > >
most most most
Jews jew Jews
did did do
not not not
survive surviv survive
. . .
| | |
> > >
> > >
| | |
> > >
| | |
> > >
> > >
| | |
> > >
That that That
sure sure sure
sounds sound sound
to to to
me me me
like like like
Ken ken Ken
is is be
accusing accus accuse
the the the
guy guy guy
of of of
being be be
a a a
Nazi nazi Nazi
. . .
| | |
> > >
> > >
[ [ [
my my my
previous previous previous
posting post posting
deleted delet delete
] ] ]
| | |
> > >
| | |
> > >
Yes yes Yes
, , ,
yes yes yes
. . .
This this This
is is be
a a a
perfectly perfect perfectly
fine fine fine
rant rant rant
, , ,
and and and
I i I
agree agre agree
with with with
it it it
completely complet completely
. . .
| | |
> > >
But but But
what what what
does doe do
it it it
have have have
to to to
do do do
with with with
anything anyth anything
? ? ?
The the The
issue issu issue
at at at
hand hand hand
here here here
| | |
> > >
is is be
whether whether whether
or or or
not not not
Ken ken Ken
accused accus accuse
the the the
fellow fellow fellow
from from from
Germany germani Germany
of of of
being be be
a a a
| | |
> > >
Nazi nazi Nazi
. . .
I i I
grant grant grant
that that that
he he he
did did do
not not not
explicity explic explicity
make make make
this this this
accusation accus accusation
, , ,
but but but
| | |
> > >
he he he
came came come
pretty pretti pretty
damn damn damn
close close close
. . .
He he He
is is be
certainly certain certainly
accusing accus accuse
the the the
guy guy guy
of of of
| | |
> > >
sympathizing sympath sympathize
with with with
those those those
who who who
would would would
like like like
to to to
exterminate extermin exterminate
the the the
Jews jew Jews
, , ,
and and and
| | |
> > >
that that that
' ' '
s s s
good good good
enough enough enough
for for for
me me me
. . .
The the The
poster poster poster
casually casual casually
trashed trash trash
two two two
thousand thousand thousand
years year year
of of of
Jewish jewish Jewish
history histori history
, , ,
and and and
Ken ken Ken
replied repli reply
that that that
there there there
had had have
previously previous previously
been been be
people peopl people
like like like
him him him
in in in
Germany germani Germany
. . .
That that That
' ' '
s s s
right right right
. . .
There there There
have have have
been been be
. . .
There there There
have have have
also also also
been been be
people peopl people
who who who
were were be
formally formal formally
Nazis nazi Nazis
. . .
But but But
the the the
Nazi nazi Nazi
party parti party
would would would
have have have
gone gone go
nowhere nowher nowhere
without without without
the the the
active activ active
and and and
tacit tacit tacit
support support support
of of of
the the the
ordinary ordinari ordinary
man man man
in in in
the the the
street street street
who who who
behaved behav behave
as as a
though though though
casual casual casual
anti anti anti
- - -
semitism semit semitism
was was be
perfectly perfect perfectly
acceptable accept acceptable
. . .
Now now Now
what what what
exactly exact exactly
don don don
' ' '
t t t
you you you
understand understand understand
about about about
what what what
I i I
wrote wrote write
, , ,
and and and
why whi why
don don don
' ' '
t t t
you you you
see see see
what what what
it it it
has has have
to to to
do do do
with with with
the the the
matter matter matter
at at at
hand hand hand
? ? ?
jon jon jon
. . .
