From from From
: : :
karner karner karner
@ @ @
austin austin austin
. . .
ibm ibm ibm
. . .
com com com
( ( (
F f F
. . .
Karner karner Karner
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Jews jew Jews
can can can
' ' '
t t t
hide hide hide
from from from
keith keith keith
@ @ @
cco cco cco
. . .
Originator origin Originator
: : :
frank frank frank
@ @ @
karner karner karner
. . .
austin austin austin
. . .
ibm ibm ibm
. . .
com com com
Organization organ Organization
: : :
IBM ibm IBM
Advanced advanc Advanced
Workstation workstat Workstation
Division divis Division
Lines line Lines
: : :
50 50 50
In in In
article articl article
< < <
1 1 1
pj pj pj
2 2 2
b b b
6 6 6
$ $ $
aaa aaa aaa
@ @ @
fido fido fido
. . .
asd asd asd
. . .
sgi sgi sgi
. . .
com com com
> > >
, , ,
livesey livesey livesey
@ @ @
solntze solntz solntze
. . .
wpd wpd wpd
. . .
sgi sgi sgi
. . .
com com com
( ( (
Jon jon Jon
Livesey livesey Livesey
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
3 3 3
. . .
033446 033446 033446
. . .
10669 10669 10669
@ @ @
bmerh bmerh bmerh
85 85 85
. . .
bnr bnr bnr
. . .
ca ca ca
> > >
, , ,
dgraham dgraham dgraham
@ @ @
bmers bmer bmers
30 30 30
. . .
bnr bnr bnr
. . .
ca ca ca
( ( (
Douglas dougla Douglas
Graham graham Graham
) ) )
writes write write
: : :
> > >
| | |
> > >
In in In
article articl article
< < <
1 1 1
pint pint pint
5 5 5
$ $ $
1 1 1
l l l
4 4 4
@ @ @
fido fido fido
. . .
asd asd asd
. . .
sgi sgi sgi
. . .
com com com
> > >
livesey livesey livesey
@ @ @
solntze solntz solntze
. . .
wpd wpd wpd
. . .
sgi sgi sgi
. . .
com com com
( ( (
Jon jon Jon
Livesey livesey Livesey
) ) )
writes write write
: : :
> > >
| | |
> > >
> > >
> > >
| | |
> > >
Deletions delet Deletions
. . .
. . .
. . .
> > >
| | |
> > >
Er er Er
, , ,
Jon jon Jon
, , ,
what what what
Ken ken Ken
said said say
was was be
: : :
> > >
| | |
> > >
> > >
| | |
> > >
There there There
have have have
previously previous previously
been been be
people peopl people
like like like
you you you
in in in
your your your
country countri country
. . .
Unfortunately unfortun Unfortunately
, , ,
> > >
| | |
> > >
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
> > >
| | |
> > >
most most most
Jews jew Jews
did did do
not not not
survive surviv survive
. . .
> > >
| | |
> > >
> > >
| | |
> > >
That that That
sure sure sure
sounds sound sound
to to to
me me me
like like like
Ken ken Ken
is is be
accusing accus accuse
the the the
guy guy guy
of of of
being be be
a a a
Nazi nazi Nazi
. . .
> > >
> > >
Hitler hitler Hitler
and and and
the the the
Nazis nazi Nazis
didn didn didn
' ' '
t t t
spring spring spring
fully fulli fully
formed form form
from from from
the the the
forehead forehead forehead
> > >
of of of
Athena athena Athena
. . .
They they They
didn didn didn
' ' '
t t t
invent invent invent
anti anti anti
- - -
semitism semit semitism
. . .
They they They
built built build
on on on
a a a
> > >
foundation foundat foundation
of of of
anti anti anti
- - -
semitism semit semitism
that that that
was was be
already alreadi already
present present present
in in in
Germany germani Germany
. . .
> > >
This this This
foundation foundat foundation
of of of
anti anti anti
- - -
semitism semit semitism
was was be
laid laid lay
down down down
, , ,
not not not
by by by
the the the
Nazis nazi Nazis
, , ,
> > >
but but but
by by by
the the the
people peopl people
I i I
listed list list
, , ,
and and and
also also also
by by by
hundreds hundr hundred
of of of
years year year
of of of
unthinking unthink unthinking
, , ,
> > >
knee knee knee
- - -
jerk jerk jerk
bigotry bigotri bigotry
, , ,
on on on
the the the
part part part
of of of
perfectly perfect perfectly
ordinary ordinari ordinary
people peopl people
, , ,
and and and
, , ,
of of of
> > >
course cours course
, , ,
their their their
pastors pastor pastor
and and and
priests priest priest
. . .
> > >
> > >
What what What
we we we
have have have
to to to
worry worri worry
about about about
today today today
is is be
not not not
whether whether whether
some some some
Hollywood hollywood Hollywood
> > >
Hitler hitler Hitler
in in in
a a a
black black black
uniform uniform uniform
is is be
going go go
to to to
come come come
striding stride stride
onto onto onto
the the the
German german German
> > >
stage stage stage
in in in
one one one
unprepared unprepar unprepared
step step step
, , ,
but but but
whether whether whether
those those those
same same same
bedrock bedrock bedrock
foundations foundat foundation
> > >
of of of
anti anti anti
- - -
semitism semit semitism
are are be
being be be
laid laid lay
down down down
, , ,
little littl little
by by by
little littl little
, , ,
in in in
Germany germani Germany
, , ,
> > >
as as a
we we we
speak speak speak
. . .
> > >
> > >
And and And
if if if
so so so
, , ,
they they they
will will will
be be be
laid laid lay
down down down
, , ,
not not not
by by by
Hitlers hitler Hitlers
and and and
Himmlers himmler Himmlers
, , ,
who who who
> > >
will will will
come come come
later later later
, , ,
but but but
by by by
" " "
people peopl people
like like like
" " "
the the the
poster poster poster
in in in
question question question
. . .
The the The
> > >
people peopl people
who who who
think think think
that that that
casual casual casual
anti anti anti
- - -
semitism semit semitism
is is be
acceptable accept acceptable
, , ,
or or or
even even even
fun fun fun
. . .
> > >
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
> > >
Deletions delet Deletions
. . .
. . .
. . .
> > >
I i I
did did do
. . .
Now now Now
may may may
I i I
suggest suggest suggest
, , ,
with with with
the the the
greatest greatest great
possible possibl possible
respect respect respect
, , ,
that that that
> > >
you you you
go go go
read read read
some some some
history histori history
? ? ?
> > >
> > >
jon jon jon
. . .
So so So
, , ,
you you you
consider consid consider
the the the
german german german
poster poster poster
' ' '
s s s
remark remark remark
