From from From
: : :
livesey livesey livesey
@ @ @
solntze solntz solntze
. . .
wpd wpd wpd
. . .
sgi sgi sgi
. . .
com com com
( ( (
Jon jon Jon
Livesey livesey Livesey
) ) )
Subject subject Subject
: : :
Re re Re
: : :
islamic islam islamic
genocide genocid genocide
Organization organ Organization
: : :
sgi sgi sgi
Lines line Lines
: : :
48 48 48
Distribution distribut Distribution
: : :
world world world
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
solntze solntz solntze
. . .
wpd wpd wpd
. . .
sgi sgi sgi
. . .
com com com
In in In
article articl article
< < <
1 1 1
qjipo qjipo qjipo
$ $ $
pen pen pen
@ @ @
horus horus horus
. . .
ap ap ap
. . .
mchp mchp mchp
. . .
sni sni sni
. . .
de de de
> > >
, , ,
frank frank frank
@ @ @
D d D
012 012 012
S s S
658 658 658
. . .
uucp uucp uucp
( ( (
Frank frank Frank
O o O
' ' '
Dwyer dwyer Dwyer
) ) )
writes write write
: : :
| | |
> > >
In in In
article articl article
< < <
1 1 1
qinmd qinmd qinmd
$ $ $
sp sp sp
@ @ @
fido fido fido
. . .
asd asd asd
. . .
sgi sgi sgi
. . .
com com com
> > >
livesey livesey livesey
@ @ @
solntze solntz solntze
. . .
wpd wpd wpd
. . .
sgi sgi sgi
. . .
com com com
( ( (
Jon jon Jon
Livesey livesey Livesey
) ) )
writes write write
: : :
| | |
> > >
# # #
| | |
> > >
| | |
> > >
# # #
| | |
> > >
At at At
any ani any
rate rate rate
, , ,
even even even
if if if
your your your
interpretation interpret interpretation
is is be
correct correct correct
this this this
does doe do
| | |
> > >
# # #
| | |
> > >
not not not
imply impli imply
that that that
the the the
killings kill killing
are are be
religously relig religously
motivated motiv motivate
, , ,
which which which
was was be
| | |
> > >
# # #
| | |
> > >
the the the
original origin original
poster poster poster
' ' '
s s s
seeming seem seem
claim claim claim
. . .
| | |
> > >
# # #
| | |
> > >
# # #
Tricky tricki Tricky
, , ,
tricky tricki tricky
. . .
I i I
' ' '
m m m
replying repli reply
to to to
your your your
blanket blanket blanket
claim claim claim
that that that
they they they
| | |
> > >
# # #
are are be
* * *
not not not
* * *
religiously religi religiously
motivated motiv motivate
. . .
| | |
> > >
| | |
> > >
They they They
aren aren aren
' ' '
t t t
. . .
Irish irish Irish
catholics cathol catholic
in in in
the the the
south south south
do do do
not not not
kill kill kill
Irish irish Irish
protestants protest protestant
| | |
> > >
in in in
the the the
south south south
, , ,
yet yet yet
have have have
precisely precis precisely
the the the
same same same
history histori history
behind behind behind
them them them
. . .
Those those Those
| | |
> > >
who who who
think think think
the the the
killings kill killing
are are be
religously relig religously
motivated motiv motivate
ignore ignor ignore
the the the
rather rather rather
| | |
> > >
obvious obvious obvious
matter matter matter
of of of
British british British
occupation occup occupation
, , ,
partition partit partition
and and and
misguided misguid misguide
patriotism patriot patriotism
| | |
> > >
on on on
both both both
sides side side
. . .
False fals False
dichotomy dichotomi dichotomy
. . .
You you You
claimed claim claim
the the the
killing kill killing
were were be
* * *
not not not
* * *
religiously religi religiously
motivated motiv motivate
, , ,
and and and
I i I
' ' '
m m m
saying say say
that that that
' ' '
s s s
wrong wrong wrong
. . .
I i I
' ' '
m m m
not not not
saying say say
that that that
each each each
and and and
every everi every
killing kill killing
is is be
religiously religi religiously
motivate motiv motivate
, , ,
as as a
I i I
spelled spell spell
out out out
in in in
detail detail detail
. . .
| | |
> > >
| | |
> > >
The the The
problems problem problem
fault fault fault
along along along
the the the
religious religi religious
divide divid divide
because becaus because
at at at
the the the
historical histor historical
| | |
> > >
roots root root
of of of
this this this
thing thing thing
we we we
have have have
a a a
catholic cathol catholic
country countri country
partitioned partit partition
and and and
populated popul populate
| | |
> > >
by by by
a a a
protestant protest protestant
one one one
. . .
The the The
grotesque grotesqu grotesque
killing kill killing
of of of
soldiers soldier soldier
and and and
| | |
> > >
civilians civilian civilian
is is be
supposedly suppos supposedly
motivated motiv motivate
by by by
patriotism patriot patriotism
, , ,
civil civil civil
rights right right
issues issu issue
, , ,
and and and
| | |
> > >
revenge reveng revenge
. . .
It it It
' ' '
s s s
only onli only
difficult difficult difficult
to to to
understand understand understand
insofaras insofara insofaras
insanity insan insanity
is is be
hard hard hard
| | |
> > >
to to to
understand understand understand
- - -
religion religion religion
need need need
not not not
be be be
invoked invok invoke
to to to
explain explain explain
it it it
. . .
Does doe Does
anyone anyon anyone
else els else
see see see
the the the
contradiction contradict contradiction
in in in
this this this
paragraph paragraph paragraph
? ? ?
| | |
> > >
# # #
But but But
to to to
claim claim claim
that that that
" " "
The the The
killings kill killing
in in in
N n N
. . .
I i I
are are be
not not not
religously relig religously
| | |
> > >
# # #
motivated motiv motivate
. . .
" " "
is is be
grotesque grotesqu grotesque
. . .
All all All
that that that
means mean mean
is is be
that that that
the the the
Church church Church
| | |
> > >
# # #
and and and
believers believ believer
are are be
doing do do
what what what
they they they
always alway always
do do do
with with with
history histori history
| | |
> > >
# # #
they they they
can can can
' ' '
t t t
face face face
: : :
they they they
rewrite rewrit rewrite
it it it
. . .
| | |
> > >
| | |
> > >
You you You
' ' '
re re re
attacking attack attack
a a a
different differ different
claim claim claim
. . .
My my My
claim claim claim
is is be
that that that
when when when
an an an
IRA ira IRA
| | |
> > >
terrorist terrorist terrorist
plants plant plant
a a a
bomb bomb bomb
in in in
Warrington warrington Warrington
s s s
/ / /
he he he
does doe do
not not not
have have have
as as a
a a a
motive motiv motive
| | |
> > >
the the the
greater greater great
glory glori glory
of of of
God god God
. . .
Sorry sorri Sorry
, , ,
Frank frank Frank
, , ,
but but but
what what what
I i I
put put put
in in in
quotes quot quote
is is be
your your your
own own own
words word word
from from from
your your your
posting post post
< < <
1 1 1
qi qi qi
83 83 83
b b b
$ $ $
ec ec ec
4 4 4
@ @ @
horus horus horus
. . .
ap ap ap
. . .
mchp mchp mchp
. . .
sni sni sni
. . .
de de de
> > >
. . .
Don don Don
' ' '
t t t
tell tell tell
us us u
now now now
that that that
it it it
' ' '
s s s
a a a
different differ different
claim claim claim
. . .
If if If
you you you
can can can
no no no
longer longer longer
stand stand stand
behind behind behind
your your your
original origin original
claim claim claim
, , ,
just just just
say say say
so so so
. . .
jon jon jon
. . .
