From from From
: : :
ger ger ger
@ @ @
cv cv cv
. . .
ruu ruu ruu
. . .
nl nl nl
( ( (
Ger ger Ger
Timmens timmen Timmens
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Postscript postscript Postscript
drawing draw draw
prog prog prog
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
triton triton triton
. . .
cv cv cv
. . .
ruu ruu ruu
. . .
nl nl nl
Organization organ Organization
: : :
University univers University
of of of
Utrecht utrecht Utrecht
, , ,
3 3 3
D d D
Computer comput Computer
Vision vision Vision
Research research Research
Group group Group
Lines line Lines
: : :
30 30 30
In in In
< < <
0010580 0010580 0010580
B b B
. . .
vma vma vma
7 7 7
o o o
9 9 9
@ @ @
diablo diablo diablo
. . .
UUCP uucp UUCP
> > >
diablo diablo diablo
. . .
UUCP uucp UUCP
! ! !
cboesel cboesel cboesel
( ( (
Charles charl Charles
Boesel boesel Boesel
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
19 19 19
. . .
171704 171704 171704
. . .
2147 2147 2147
@ @ @
Informatik informatik Informatik
. . .
TU tu TU
- - -
Muenchen muenchen Muenchen
. . .
DE de DE
> > >
( ( (
comp comp comp
. . .
graphics graphic graphic
. . .
gnuplot gnuplot gnuplot
, , ,
comp comp comp
. . .
graphics graphic graphic
) ) )
, , ,
rdd rdd rdd
@ @ @
uts ut ut
. . .
ipp ipp ipp
- - -
garching garch garching
. . .
mpg mpg mpg
. . .
de de de
( ( (
Reinhard reinhard Reinhard
Drube drube Drube
) ) )
writes write write
: : :
> > >
> > >
In in In
article articl article
< < <
C c C
5 5 5
ECnn ecnn ECnn
. . .
7 7 7
qo qo qo
@ @ @
mentor mentor mentor
. . .
cc cc cc
. . .
purdue purdu purdue
. . .
edu edu edu
> > >
, , ,
nish nish nish
@ @ @
cv cv cv
4 4 4
. . .
chem chem chem
. . .
purdue purdu purdue
. . .
edu edu edu
( ( (
Nishantha nishantha Nishantha
I i I
. . .
) ) )
writes write write
: : :
> > >
> > >
| | |
> > >
Could could Could
somebody somebodi somebody
let let let
me me me
know know know
of of of
a a a
drawing draw draw
utility util utility
that that that
can can can
be be be
> > >
> > >
| | |
> > >
used use use
to to to
manipulate manipul manipulate
postscript postscript postscript
files file file
. . .
I i I
am am be
specifically specif specifically
interested interest interested
in in in
> > >
> > >
| | |
> > >
drawing draw draw
lines line line
, , ,
boxes box box
and and and
the the the
sort sort sort
on on on
Postscript postscript Postscript
contour contour contour
plots plot plot
. . .
> > >
> > >
| | |
> > >
I i I
have have have
tried tri try
xfig xfig xfig
and and and
I i I
am am be
impressed impress impress
by by by
it it it
' ' '
s s s
features featur feature
. . .
However howev However
> > >
> > >
| | |
> > >
it it it
is is be
of of of
no no no
use use use
since sinc since
I i I
cannot cannot cannot
use use use
postscript postscript postscript
files file file
as as a
input input input
for for for
the the the
> > >
> > >
| | |
> > >
programme programm programme
. . .
Is is Is
there there there
a a a
utility util utility
that that that
converts convert convert
postscript postscript postscript
to to to
xfig xfig xfig
format format format
? ? ?
> > >
> > >
| | |
> > >
Any ani Any
help help help
would would would
be be be
greatly great greatly
appreciated appreci appreciate
. . .
> > >
> > >
| | |
> > >
Nishantha nishantha Nishantha
> > >
Have have Have
you you you
checked check check
out out out
Adobe adob Adobe
Illustrator illustr Illustrator
? ? ?
There there There
are are be
a a a
few few few
Unix unix Unix
versions version version
> > >
for for for
it it it
available avail available
, , ,
depending depend depend
on on on
your your your
platform platform platform
. . .
I i I
know know know
of of of
two two two
Unix unix Unix
versions version version
: : :
> > >
One one One
for for for
Mach mach Mach
( ( (
NeXT next NeXT
) ) )
and and and
for for for
Irix irix Irix
( ( (
SGI sgi SGI
) ) )
. . .
There there There
may may may
be be be
others other others
, , ,
such such such
> > >
as as a
for for for
Sun sun Sun
SparcStation sparcstat SparcStation
, , ,
but but but
I i I
don don don
' ' '
t t t
know know know
for for for
sure sure sure
. . .
You you You
can can can
include includ include
postscript postscript postscript
epsi epsi epsi
files file file
in in in
xfig xfig xfig
( ( (
encapsulated encapsul encapsulate
postscript postscript postscript
info info info
files file file
) ) )
. . .
You you You
can can can
' ' '
t t t
actually actual actually
edit edit edit
the the the
postscript postscript postscript
file file file
, , ,
but but but
you you you
' ' '
re re re
able abl able
to to to
draw draw draw
over over over
the the the
postscript postscript postscript
file file file
. . .
There there There
a a a
eps ep eps
to to to
epsi epsi epsi
converter convert converter
: : :
eps ep eps
2 2 2
epsi epsi epsi
( ( (
perl perl perl
program program program
) ) )
, , ,
Succes succ Succes
, , ,
- - -
- - -
Ger ger Ger
Timmens timmen Timmens
( ( (
ger ger ger
@ @ @
cv cv cv
. . .
ruu ruu ruu
. . .
nl nl nl
) ) )
3 3 3
DCV dcv DCV
Research research Research
Group group Group
, , ,
Utrecht utrecht Utrecht
, , ,
The the The
Netherlands netherland Netherlands
Tel tel Tel
. . .
: : :
+ + +
31 31 31
- - -
30 30 30
50 50 50
67 67 67
