From from From
: : :
sas sas sa
58295 58295 58295
@ @ @
uxa uxa uxa
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
( ( (
Lord lord Lord
Soth soth Soth
) ) )
Subject subject Subject
: : :
MPEG mpeg MPEG
for for for
MS ms MS
- - -
DOS dos DOS
Organization organ Organization
: : :
University univers University
of of of
Illinois illinoi Illinois
at at at
Urbana urbana Urbana
Lines line Lines
: : :
13 13 13
Does doe Does
anyone anyon anyone
know know know
where where where
I i I
can can can
FTP ftp FTP
MPEG mpeg MPEG
for for for
DOS dos DOS
from from from
? ? ?
Thanks thank Thanks
for for for
any ani any
help help help
in in in
advance advanc advance
. . .
Email email Email
is is be
preferred prefer prefer
but but but
posting post post
is is be
fine fine fine
. . .
Scott scott Scott
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
| | |
Lord lord Lord
Soth soth Soth
, , ,
Knight knight Knight
| | |
| | |
| | |
| | |
email email email
to to to
- - -
- - -
> > >
LordSoth lordsoth LordSoth
@ @ @
uiuc uiuc uiuc
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
of of of
the the the
Black black Black
Rose rose Rose
| | |
| | |
| | |
| | |
NeXT next NeXT
to to to
- - -
- - -
- - -
> > >
sas sas sas
58295 58295 58295
@ @ @
sumter sumter sumter
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
@ @ @
} } }
- - -
- - -
' ' '
- - -
, , ,
- - -
- - -
} } }
- - -
- - -
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
| | |
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
| | |
| | |
I i I
have have have
no no no
clue clue clue
what what what
I i I
want want want
to to to
say say say
in in in
here here here
so so so
I i I
won won win
' ' '
t t t
say say say
anything anyth anything
. . .
| | |
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
