From from From
: : :
ldo ldo ldo
@ @ @
waikato waikato waikato
. . .
ac ac ac
. . .
nz nz nz
( ( (
Lawrence lawrenc Lawrence
D d D
' ' '
Oliveiro oliveiro Oliveiro
, , ,
Waikato waikato Waikato
University univers University
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Rumours rumour Rumours
about about about
3 3 3
DO do DO
? ? ?
? ? ?
? ? ?
Organization organ Organization
: : :
University univers University
of of of
Waikato waikato Waikato
, , ,
Hamilton hamilton Hamilton
, , ,
New new New
Zealand zealand Zealand
Lines line Lines
: : :
52 52 52
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
16 16 16
. . .
212441 212441 212441
. . .
34125 34125 34125
@ @ @
rchland rchland rchland
. . .
ibm ibm ibm
. . .
com com com
> > >
, , ,
ricardo ricardo ricardo
@ @ @
rchland rchland rchland
. . .
vnet vnet vnet
. . .
ibm ibm ibm
. . .
com com com
( ( (
Ricardo ricardo Ricardo
Hernandez hernandez Hernandez
Muchado muchado Muchado
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
15 15 15
. . .
164940 164940 164940
. . .
11632 11632 11632
@ @ @
mercury mercuri mercury
. . .
unt unt unt
. . .
edu edu edu
> > >
, , ,
Sean sean Sean
McMains mcmain McMains
< < <
mcmains mcmain mcmains
@ @ @
unt unt unt
. . .
edu edu edu
> > >
writes write writes
: : :
> > >
> > >
| | |
> > >
> > >
| | |
> > >
Ricardo ricardo Ricardo
, , ,
the the the
animation anim animation
playback playback playback
to to to
which which which
Lawrence lawrenc Lawrence
was was be
referring refer refer
in in in
an an an
> > >
| | |
> > >
earlier earlier early
post post post
is is be
plain plain plain
old old old
Quicktime quicktim Quicktime
1 1 1
. . .
5 5 5
with with with
the the the
Compact compact Compact
Video video Video
codec codec codec
. . .
> > >
| | |
> > >
I i I
' ' '
ve ve ve
seen seen see
digitized digit digitize
video video video
( ( (
some some some
of of of
Apple appl Apple
' ' '
s s s
early earli early
commercials commerci commercial
, , ,
to to to
be be be
> > >
| | |
> > >
precise precis precise
) ) )
running run run
on on on
a a a
Centris centri Centris
650 650 650
at at at
about about about
30 30 30
fps fps fps
very veri very
nicely nice nicely
( ( (
16 16 16
- - -
bit bit bit
> > >
| | |
> > >
color color color
depth depth depth
) ) )
. . .
I i I
would would would
expect expect expect
that that that
using use use
the the the
same same same
algorithm algorithm algorithm
, , ,
a a a
RISC risc RISC
> > >
| | |
> > >
processor processor processor
should should should
be be be
able abl able
to to to
approach approach approach
full full full
- - -
screen screen screen
full full full
- - -
motion motion motion
animation anim animation
, , ,
> > >
| | |
> > >
though though though
as as a
you you you
' ' '
ve ve ve
implied impli imply
, , ,
the the the
processor processor processor
will will will
be be be
taxed tax tax
more more more
with with with
highly high highly
> > >
| | |
> > >
dynamic dynam dynamic
material materi material
. . .
> > >
> > >
> > >
Sean sean Sean
, , ,
I i I
don don don
' ' '
t t t
want want want
to to to
get get get
into into into
a a a
' ' '
mini mini mini
- - -
war war war
' ' '
by by by
what what what
I i I
am am be
going go go
to to to
say say say
, , ,
> > >
but but but
I i I
have have have
to to to
be be be
a a a
little littl little
bit bit bit
skeptic skeptic skeptic
about about about
the the the
performance perform performance
you you you
are are be
> > >
claiming claim claim
on on on
the the the
Centris centri Centris
, , ,
you you you
' ' '
ll ll ll
see see see
why whi why
( ( (
please pleas please
, , ,
no no no
- - -
flames flame flame
, , ,
I i I
reserve reserv reserve
> > >
those those those
for for for
c c c
. . .
s s s
. . .
m m m
. . .
a a a
: : :
- - -
) ) )
) ) )
> > >
> > >
I i I
was was be
in in in
Chicago chicago Chicago
in in in
the the the
last last last
consumer consum consumer
electronics electron electronics
show show show
, , ,
and and and
Apple appl Apple
had had have
a a a
> > >
booth booth booth
there there there
. . .
I i I
walked walk walk
by by by
, , ,
and and and
they they they
were were be
showing show show
real real real
- - -
time time time
video video video
capture captur capture
> > >
using use use
a a a
( ( (
Radious radious Radious
or or or
SuperMac supermac SuperMac
? ? ?
) ) )
card card card
to to to
digitize digit digitize
and and and
make make make
right right right
on on on
the the the
spot spot spot
> > >
quicktime quicktim quicktime
movies movi movie
. . .
I i I
think think think
the the the
quicktime quicktim quicktime
they they they
were were be
using use use
was was be
the the the
old old old
one one one
> > >
( ( (
1 1 1
. . .
5 5 5
) ) )
. . .
That that That
is is be
in in in
fact fact fact
the the the
current current current
version version version
( ( (
it it it
only onli only
came came come
out out out
in in in
December decemb December
) ) )
. . .
> > >
They they They
digitized digit digitize
a a a
guy guy guy
talking talk talk
there there there
in in in
160 160 160
x x x
2 2 2
xx xx xx
something someth something
. . .
It it It
played play play
back back back
quite quit quite
> > >
nicely nice nicely
and and and
in in in
real real real
time time time
. . .
The the The
guy guy guy
then then then
expanded expand expand
the the the
window window window
( ( (
resized resiz resize
) ) )
to to to
25 25 25
x x x
by by by
> > >
3 3 3
xx xx xx
( ( (
320 320 320
in in in
y y y
I i I
think think think
) ) )
and and and
the the the
frame frame frame
rate rate rate
decreased decreas decrease
enough enough enough
to to to
notice notic notice
that that that
it it it
> > >
wasn wasn wasn
' ' '
t t t
30 30 30
fps fps fps
( ( (
or or or
about about about
30 30 30
fps fps fps
) ) )
anymore anymor anymore
. . .
It it It
dropped drop drop
to to to
like like like
15 15 15
fps fps fps
. . .
Then then Then
he he he
> > >
increased increas increase
it it it
just just just
a a a
bit bit bit
more more more
, , ,
and and and
it it it
dropped drop drop
to to to
10 10 10
< < <
- - -
> > >
12 12 12
fps fps fps
. . .
> > >
> > >
Then then Then
I i I
asked ask ask
him him him
what what what
Mac mac Mac
he he he
was was be
using use use
. . .
. . .
. . .
He he He
was was be
using use use
a a a
Quadra quadra Quadra
( ( (
don don don
' ' '
t t t
know know know
> > >
what what what
model model model
, , ,
900 900 900
? ? ?
) ) )
to to to
do do do
it it it
, , ,
and and and
he he he
was was be
telling tell tell
the the the
guys guy guy
there there there
that that that
the the the
Quicktime quicktim Quicktime
> > >
could could could
play play play
back back back
at at at
the the the
same same same
speed speed speed
even even even
on on on
an an an
LCII lcii LCII
. . .
> > >
> > >
Well well Well
, , ,
I i I
spoiled spoil spoil
his his his
claim claim claim
so so so
to to to
say say say
, , ,
since sinc since
a a a
68040 68040 68040
Quadra quadra Quadra
Mac mac Mac
was was be
having have have
> > >
a a a
little littl little
bit bit bit
of of of
trouble troubl trouble
. . .
And and And
this this this
wasn wasn wasn
' ' '
t t t
even even even
from from from
the the the
hardisk hardisk hardisk
! ! !
This this This
was was be
> > >
from from from
memory memori memory
! ! !
My my My
test test test
movie movi movie
was was be
created creat create
at at at
320 320 320
* * *
240 240 240
resolution resolut resolution
, , ,
it it it
wasn wasn wasn
' ' '
t t t
being be be
scaled scale scale
up up up
. . .
Scaling scale Scaling
was was be
a a a
very veri very
CPU cpu CPU
- - -
