From from From
: : :
lipman lipman lipman
@ @ @
oasys oasi oasys
. . .
dt dt dt
. . .
navy navi navy
. . .
mil mil mil
( ( (
Robert robert Robert
Lipman lipman Lipman
) ) )
Subject subject Subject
: : :
CALL call CALL
FOR for FOR
PRESENTATIONS present PRESENTATIONS
: : :
Navy navi Navy
SciViz sciviz SciViz
/ / /
VR vr VR
Seminar seminar Seminar
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
oasys oasi oasys
. . .
32850 32850 32850
Expires expir Expires
: : :
30 30 30
Apr apr Apr
93 93 93
04 04 04
: : :
00 00 00
: : :
00 00 00
GMT gmt GMT
Reply repli Reply
- - -
To to To
: : :
lipman lipman lipman
@ @ @
oasys oasi oasys
. . .
dt dt dt
. . .
navy navi navy
. . .
mil mil mil
( ( (
Robert robert Robert
Lipman lipman Lipman
) ) )
Distribution distribut Distribution
: : :
usa usa usa
Organization organ Organization
: : :
Carderock carderock Carderock
Division divis Division
, , ,
NSWC nswc NSWC
, , ,
Bethesda bethesda Bethesda
, , ,
MD md MD
Lines line Lines
: : :
65 65 65
CALL call CALL
FOR for FOR
PRESENTATIONS present PRESENTATIONS
NAVY navi NAVY
SCIENTIFIC scientif SCIENTIFIC
VISUALIZATION visual VISUALIZATION
AND and AND
VIRTUAL virtual VIRTUAL
REALITY realiti REALITY
SEMINAR seminar SEMINAR
Tuesday tuesday Tuesday
, , ,
June june June
22 22 22
, , ,
1993 1993 1993
Carderock carderock Carderock
Division divis Division
, , ,
Naval naval Naval
Surface surfac Surface
Warfare warfar Warfare
Center center Center
( ( (
formerly former formerly
the the the
David david David
Taylor taylor Taylor
Research research Research
Center center Center
) ) )
Bethesda bethesda Bethesda
, , ,
Maryland maryland Maryland
SPONSOR sponsor SPONSOR
: : :
NESS ness NESS
( ( (
Navy navi Navy
Engineering engin Engineering
Software softwar Software
System system System
) ) )
is is be
sponsoring sponsor sponsor
a a a
one one one
- - -
day day day
Navy navi Navy
Scientific scientif Scientific
Visualization visual Visualization
and and and
Virtual virtual Virtual
Reality realiti Reality
Seminar seminar Seminar
. . .
The the The
purpose purpos purpose
of of of
the the the
seminar seminar seminar
is is be
to to to
present present present
and and and
exchange exchang exchange
information inform information
for for for
Navy navi Navy
- - -
related relat related
scientific scientif scientific
visualization visual visualization
and and and
virtual virtual virtual
reality realiti reality
programs program program
, , ,
research research research
, , ,
developments develop development
, , ,
and and and
applications applic application
. . .
PRESENTATIONS present PRESENTATIONS
: : :
Presentations present Presentations
are are be
solicited solicit solicit
on on on
all all all
aspects aspect aspect
of of of
Navy navi Navy
- - -
related relat related
scientific scientif scientific
visualization visual visualization
and and and
virtual virtual virtual
reality realiti reality
. . .
All all All
current current current
work work work
, , ,
works work work
- - -
in in in
- - -
progress progress progress
, , ,
and and and
proposed propos propose
work work work
by by by
Navy navi Navy
organizations organ organization
will will will
be be be
considered consid consider
. . .
Four four Four
types type type
of of of
presentations present presentation
are are be
available avail available
. . .
1 1 1
. . .
Regular regular Regular
presentation present presentation
: : :
20 20 20
- - -
30 30 30
minutes minut minute
in in in
length length length
2 2 2
. . .
Short short Short
presentation present presentation
: : :
10 10 10
minutes minut minute
in in in
length length length
3 3 3
. . .
Video video Video
presentation present presentation
: : :
a a a
stand stand stand
- - -
alone alon alone
videotape videotap videotape
( ( (
author author author
need need need
not not not
attend attend attend
the the the
seminar seminar seminar
) ) )
4 4 4
. . .
Scientific scientif Scientific
visualization visual visualization
or or or
virtual virtual virtual
reality realiti reality
demonstration demonstr demonstration
( ( (
BYOH byoh BYOH
) ) )
Accepted accept Accepted
presentations present presentation
will will will
not not not
be be be
published publish publish
in in in
any ani any
proceedings proceed proceeding
, , ,
however howev however
, , ,
viewgraphs viewgraph viewgraph
and and and
other other other
materials materi material
will will will
be be be
reproduced reproduc reproduce
for for for
seminar seminar seminar
attendees attende attendee
. . .
ABSTRACTS abstract ABSTRACTS
: : :
Authors author Authors
should should should
submit submit submit
a a a
one one one
page page page
abstract abstract abstract
and and and
/ / /
or or or
videotape videotap videotape
to to to
: : :
Robert robert Robert
Lipman lipman Lipman
Naval naval Naval
Surface surfac Surface
Warfare warfar Warfare
Center center Center
, , ,
Carderock carderock Carderock
Division divis Division
Code code Code
2042 2042 2042
Bethesda bethesda Bethesda
, , ,
Maryland maryland Maryland
20084 20084 20084
- - -
5000 5000 5000
VOICE voic VOICE
( ( (
