From from From
: : :
johne john johne
@ @ @
iti iti iti
. . .
gov gov gov
. . .
sg sg sg
( ( (
Dr dr Dr
. . .
John john John
S s S
. . .
Eickemeyer eickemey Eickemeyer
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Sphere sphere Sphere
from from from
4 4 4
points point point
? ? ?
Organization organ Organization
: : :
Information inform Information
Technology technolog Technology
Institute institut Institute
, , ,
National nation National
Computer comput Computer
Board board Board
, , ,
Singapore singapor Singapore
. . .
Lines line Lines
: : :
37 37 37
In in In
article articl article
< < <
1 1 1
qkgbuINNs qkgbuinn qkgbuINNs
9 9 9
n n n
@ @ @
shelley shelley shelley
. . .
u u u
. . .
washington washington washington
. . .
edu edu edu
> > >
bolson bolson bolson
@ @ @
carson carson carson
. . .
u u u
. . .
washington washington washington
. . .
edu edu edu
( ( (
Edward edward Edward
Bolson bolson Bolson
) ) )
writes write write
: : :
> > >
Boy boy Boy
, , ,
this this this
will will will
be be be
embarassing embarass embarassing
if if if
it it it
is is be
trivial trivial trivial
or or or
an an an
FAQ faq FAQ
: : :
> > >
center center center
and and and
radius radius radius
, , ,
exactly exact exactly
fitting fit fit
those those those
points point point
? ? ?
I i I
know know know
how how how
to to to
do do do
it it it
> > >
for for for
a a a
circle circl circle
( ( (
from from from
3 3 3
points point point
) ) )
, , ,
but but but
do do do
not not not
immediately immedi immediately
see see see
a a a
> > >
straightforward straightforward straightforward
way way way
to to to
do do do
it it it
in in in
3 3 3
- - -
D d D
. . .
I i I
have have have
checked check check
some some some
> > >
geometry geometri geometry
books book book
, , ,
Graphics graphic Graphics
Gems gem Gems
, , ,
and and and
Farin farin Farin
, , ,
but but but
am am be
still still still
at at at
a a a
loss loss loss
? ? ?
> > >
Please pleas Please
have have have
mercy merci mercy
on on on
me me me
and and and
provide provid provide
the the the
solution solut solution
? ? ?
Off off Off
the the the
top top top
of of of
my my my
head head head
, , ,
I i I
might might might
try tri try
: : :
Given given Given
: : :
p p p
_ _ _
1 1 1
, , ,
p p p
_ _ _
2 2 2
, , ,
p p p
_ _ _
3 3 3
, , ,
p p p
_ _ _
4 4 4
Find find Find
: : :
p p p
_ _ _
c c c
( ( (
center center center
of of of
sphere sphere sphere
determined determin determine
by by by
p p p
_ _ _
1 1 1
, , ,
. . .
. . .
. . .
, , ,
p p p
_ _ _
4 4 4
) ) )
, , ,
dist dist dist
( ( (
p p p
_ _ _
c c c
, , ,
p p p
_ _ _
i i i
) ) )
( ( (
radius radius radius
) ) )
p p p
_ _ _
c c c
is is be
the the the
same same same
distance distanc distance
from from from
our our our
four four four
points point point
, , ,
so so so
dist dist dist
( ( (
p p p
_ _ _
c c c
, , ,
p p p
_ _ _
1 1 1
) ) )
= = =
dist dist dist
( ( (
p p p
_ _ _
c c c
, , ,
p p p
_ _ _
2 2 2
) ) )
= = =
dist dist dist
( ( (
p p p
_ _ _
c c c
, , ,
p p p
_ _ _
3 3 3
) ) )
= = =
dist dist dist
( ( (
p p p
_ _ _
c c c
, , ,
p p p
_ _ _
4 4 4
) ) )
Of of Of
course cours course
, , ,
we we we
can can can
square squar square
the the the
whole whole whole
thing thing thing
to to to
get get get
rid rid rid
of of of
square squar square
roots root root
: : :
distsq distsq distsq
( ( (
p p p
_ _ _
c c c
, , ,
p p p
_ _ _
1 1 1
) ) )
= = =
distsq distsq distsq
( ( (
p p p
_ _ _
c c c
, , ,
p p p
_ _ _
2 2 2
) ) )
= = =
distsq distsq distsq
( ( (
p p p
_ _ _
c c c
, , ,
p p p
_ _ _
3 3 3
) ) )
= = =
distsq distsq distsq
( ( (
p p p
_ _ _
c c c
, , ,
p p p
_ _ _
4 4 4
) ) )
Plug plug Plug
in in in
the the the
variables variabl variable
into into into
the the the
distance distanc distance
formula formula formula
, , ,
simplify simplifi simplify
