From from From
: : :
haston haston haston
@ @ @
utkvx utkvx utkvx
. . .
utk utk utk
. . .
edu edu edu
( ( (
Haston haston Haston
, , ,
Donald donald Donald
Wayne wayn Wayne
) ) )
Subject subject Subject
: : :
Church church Church
related relat related
graphics graphic graphic
News news News
- - -
Software softwar Software
: : :
VAX vax VAX
/ / /
VMS vms VMS
VNEWS vnew VNEWS
1 1 1
. . .
41 41 41
Keywords keyword Keywords
: : :
Christian christian Christian
graphics graphic graphic
Organization organ Organization
: : :
University univers University
of of of
Tennessee tennesse Tennessee
Computing comput Computing
Center center Center
Lines line Lines
: : :
13 13 13
I i I
am am be
looking look look
for for for
some some some
good good good
quality qualiti quality
graphics graphic graphic
files file file
which which which
are are be
suitable suitabl suitable
for for for
use use use
in in in
church church church
- - -
related relat related
presentations present presentation
. . .
I i I
prefer prefer prefer
vector vector vector
, , ,
but but but
anything anyth anything
would would would
be be be
helpful help helpful
. . .
If if If
you you you
know know know
of of of
bulletin bulletin bulletin
boards board board
which which which
have have have
collections collect collection
of of of
this this this
nature natur nature
, , ,
or or or
commercial commerci commercial
products product product
, , ,
please pleas please
inform inform inform
me me me
by by by
email email email
: : :
HASTON haston HASTON
@ @ @
UTKVX utkvx UTKVX
. . .
UTK utk UTK
. . .
EDU edu EDU
Wayne wayn Wayne
Haston haston Haston
