From from From
: : :
himb himb himb
@ @ @
iniki iniki iniki
. . .
soest soest soest
. . .
hawaii hawaii hawaii
. . .
edu edu edu
( ( (
Liz liz Liz
Camarra camarra Camarra
) ) )
Subject subject Subject
: : :
Some some Some
more more more
info info info
. . .
about about about
P p P
9000 9000 9000
board board board
Originator origin Originator
: : :
himb himb himb
@ @ @
iniki iniki iniki
Organization organ Organization
: : :
School school School
of of of
Ocean ocean Ocean
and and and
Earth earth Earth
Science scienc Science
and and and
Technology technolog Technology
Lines line Lines
: : :
10 10 10
One one One
more more more
thing thing thing
to to to
add add add
, , ,
the the the
Orchid orchid Orchid
board board board
vesa vesa vesa
bios bio bios
is is be
only onli only
able abl able
to to to
handle handl handle
the the the
1 1 1
meg meg meg
dram dram dram
on on on
board board board
, , ,
the the the
Viper viper Viper
however howev however
can can can
utilize util utilize
the the the
2 2 2
meg meg meg
vram vram vram
on on on
board board board
to to to
support support support
vesa vesa vesa
modes mode mode
such such such
as as a
1280 1280 1280
x x x
1024 1024 1024
x x x
256 256 256
, , ,
800 800 800
x x x
600 600 600
x x x
16 16 16
mil mil mil
. . .
and and and
1024 1024 1024
x x x
768 768 768
x x x
65536 65536 65536
under under under
Dos dos Dos
. . .
+ + +
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
+ + +
Stephen stephen Stephen
Lau lau Lau
, , ,
Elec elec Elec
. . .
Engineering engin Engineering
, , ,
Univ univ Univ
. . .
of of of
Hawaii hawaii Hawaii
don don don
' ' '
t t t
have have have
my my my
own own own
account account account
until until until
grad grad grad
. . .
school school school
starts start start
( ( (
autumn autumn autumn
93 93 93
) ) )
+ + +
Death death Death
to to to
FM fm FM
synthesis synthesi synthesis
! ! !
Go go Go
Gus gus Gus
! ! !
+ + +
