From from From
: : :
penev penev penev
@ @ @
rockefeller rockefel rockefeller
. . .
edu edu edu
( ( (
Penio penio Penio
Penev penev Penev
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Recommendations recommend Recommendations
for for for
a a a
Local local Local
BUS bus BUS
( ( (
Cached cach Cached
) ) )
IDE ide IDE
Controller control Controller
Reply repli Reply
- - -
To to To
: : :
penev penev penev
@ @ @
venezia venezia venezia
. . .
rockefeller rockefel rockefeller
. . .
edu edu edu
Organization organ Organization
: : :
Rockefeller rockefel Rockefeller
University univers University
X x X
- - -
Newsreader newsread Newsreader
: : :
TIN tin TIN
[ [ [
version version version
1 1 1
. . .
1 1 1
PL pl PL
8 8 8
] ] ]
Distribution distribut Distribution
: : :
usa usa usa
X x X
- - -
Posted post Posted
- - -
From from From
: : :
venezia venezia venezia
. . .
rockefeller rockefel rockefeller
. . .
edu edu edu
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
sol sol sol
. . .
ctr ctr ctr
. . .
columbia columbia columbia
. . .
edu edu edu
Lines line Lines
: : :
19 19 19
On on On
15 15 15
Apr apr Apr
1993 1993 1993
20 20 20
: : :
14 14 14
: : :
20 20 20
GMT gmt GMT
Divya divya Divya
Sundaram sundaram Sundaram
( ( (
sundaram sundaram sundaram
@ @ @
egr egr egr
. . .
msu msu msu
. . .
edu edu edu
) ) )
wrote wrote write
: : :
| | |
I i I
would would would
like like like
to to to
hear hear hear
the the the
net net net
. . .
wisdom wisdom wisdom
and and and
net net net
. . .
opinions opinion opinion
on on on
IDE ide IDE
Controllers control Controllers
. . .
| | |
I i I
would would would
liek liek liek
to to to
get get get
a a a
IDE ide IDE
controller control controller
card card card
for for for
my my my
VLB vlb VLB
DX dx DX
2 2 2
66 66 66
Motherboard motherboard Motherboard
. . .
| | |
What what What
are are be
good good good
options option option
for for for
this this this
( ( (
preferably prefer preferably
under under under
$ $ $
200 200 200
) ) )
. . .
It it It
MUST must MUST
also also also
work work work
| | |
under under under
OS os OS
/ / /
2 2 2
and and and
be be be
compatible compat compatible
with with with
Stacker stacker Stacker
( ( (
and and and
other other other
Disk disk Disk
Compression compress Compression
S s S
/ / /
W w W
) ) )
. . .
I i I
have have have
a a a
Maxtor maxtor Maxtor
212 212 212
MB mb MB
on on on
an an an
ISA isa ISA
IDE ide IDE
controller control controller
, , ,
although although although
my my my
machine machin machine
is is be
DX dx DX
2 2 2
/ / /
66 66 66
VLB vlb VLB
. . .
I i I
has has have
the the the
save save save
transfer transfer transfer
rate rate rate
of of of
0 0 0
. . .
647 647 647
MB mb MB
/ / /
s s s
regardless regardless regardless
of of of
the the the
variations variat variation
of of of
the the the
ISA isa ISA
bus bus bus
speed speed speed
. . .
I i I
tested test test
it it it
with with with
speed speed speed
between between between
5 5 5
. . .
5 5 5
MHz mhz MHz
and and and
8 8 8
. . .
33 33 33
MHz mhz MHz
. . .
Not not Not
_ _ _
any ani any
_ _ _
difference differ difference
. . .
The the The
problem problem problem
is is be
not not not
the the the
interface interfac interface
between between between
the the the
controller control controller
and and and
the the the
memory memori memory
. . .
My my My
advice advic advice
: : :
Buy buy Buy
4 4 4
Megs meg Megs
of of of
RAM ram RAM
, , ,
save save save
$ $ $
70 70 70
and and and
enjoy enjoy enjoy
performance perform performance
. . .
- - -
- - -
Penio penio Penio
Penev penev Penev
x x x
7423 7423 7423
( ( (
212 212 212
) ) )
327 327 327
- - -
7423 7423 7423
( ( (
w w w
) ) )
Internet internet Internet
: : :
penev penev penev
@ @ @
venezia venezia venezia
. . .
rockefeller rockefel rockefeller
. . .
edu edu edu
Disclaimer disclaim Disclaimer
: : :
All all All
oppinions oppinion oppinions
are are be
mine mine mine
. . .
