From from From
: : :
nigel nigel nigel
@ @ @
cnw cnw cnw
01 01 01
. . .
storesys storesi storesys
. . .
coles cole cole
. . .
oz oz oz
. . .
au au au
( ( (
Nigel nigel Nigel
Harwood harwood Harwood
) ) )
Subject subject Subject
: : :
Adaptec adaptec Adaptec
ASW asw ASW
- - -
410 410 410
and and and
Sony soni Sony
CDU cdu CDU
- - -
641 641 641
Organization organ Organization
: : :
Coles cole Coles
Supermarkets supermarket Supermarkets
Lines line Lines
: : :
24 24 24
About about About
two two two
months month month
ago ago ago
I i I
purchased purchas purchase
the the the
Adaptec adaptec Adaptec
ASW asw ASW
- - -
410 410 410
driver driver driver
for for for
use use use
with with with
a a a
CD cd CD
- - -
ROM rom ROM
drive drive drive
. . .
At at At
the the the
time time time
this this this
seemed seem seem
the the the
thing thing thing
to to to
do do do
as as a
the the the
documentation document documentation
I i I
had had have
with with with
my my my
Adaptec adaptec Adaptec
SCSI scsi SCSI
controller control controller
said said say
that that that
this this this
is is be
the the the
driver driver driver
to to to
be be be
used use use
with with with
CD cd CD
- - -
ROM rom ROM
drives drive drive
. . .
Since sinc Since
then then then
I i I
have have have
learn learn learn
that that that
this this this
driver driver driver
is is be
out out out
of of of
date date date
in in in
a a a
major major major
way way way
and and and
that that that
Adaptec adaptec Adaptec
have have have
an an an
upgrade upgrad upgrade
deal deal deal
for for for
going go go
to to to
the the the
next next next
driver driver driver
( ( (
I i I
think think think
it it it
' ' '
s s s
called call call
EZI ezi EZI
- - -
SCSI scsi SCSI
or or or
something someth something
) ) )
. . .
I i I
wasn wasn wasn
' ' '
t t t
too too too
fussed fuss fuss
about about about
this this this
until until until
I i I
upgraded upgrad upgrade
by by by
CD cd CD
- - -
ROM rom ROM
drive drive drive
from from from
a a a
Sony soni Sony
CDU cdu CDU
- - -
541 541 541
to to to
a a a
Sony soni Sony
CDU cdu CDU
- - -
641 641 641
. . .
I i I
now now now
find find find
that that that
the the the
audio audio audio
- - -
mode mode mode
will will will
not not not
work work work
. . .
I i I
assume assum assume
it it it
is is be
not not not
being be be
handled handl handle
correctly correct correctly
by by by
the the the
ASW asw ASW
- - -
410 410 410
driver driver driver
. . .
So so So
, , ,
should should should
I i I
chase chase chase
Adaptec adaptec Adaptec
for for for
an an an
upgrade upgrad upgrade
? ? ?
If if If
so so so
does doe do
anyone anyon anyone
know know know
their their their
FAX fax FAX
number number number
? ? ?
Any ani Any
assistance assist assistance
appreciated appreci appreciate
. . .
Regards regard Regards
BTW btw BTW
: : :
everything everyth everything
else els else
works work work
fine fine fine
, , ,
certainly certain certainly
seems seem seem
that that that
Sony soni Sony
have have have
caught caught catch
up up up
with with with
the the the
rest rest rest
with with with
the the the
641 641 641
. . .
- - -
- - -
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
< < <
Nigel nigel Nigel
Harwood harwood Harwood
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
< < <
< < <
Post post Post
: : :
Coles cole Coles
Supermarkets supermarket Supermarkets
, , ,
PO po PO
Box box Box
480 480 480
Glen glen Glen
Iris iri Iris
3146 3146 3146
, , ,
Australia australia Australia
> > >
> > >
< < <
< < <
Phone phone Phone
: : :
+ + +
61 61 61
3 3 3
829 829 829
6090 6090 6090
E e E
- - -
mail mail mail
: : :
nigel nigel nigel
@ @ @
cnw cnw cnw
01 01 01
. . .
storesys storesi storesys
. . .
coles cole cole
. . .
oz oz oz
. . .
au au au
> > >
> > >
< < <
< < <
FAX fax FAX
: : :
+ + +
61 61 61
3 3 3
829 829 829
6886 6886 6886
> > >
> > >
