From from From
: : :
jpw jpw jpw
0 0 0
@ @ @
ns ns ns
1 1 1
. . .
cc cc cc
. . .
lehigh lehigh lehigh
. . .
edu edu edu
( ( (
JASON jason JASON
PAUL paul PAUL
WALTERS walter WALTERS
) ) )
Subject subject Subject
: : :
Re re Re
: : :
GW gw GW
2000 2000 2000
and and and
SIMMS simm SIMMS
Organization organ Organization
: : :
Lehigh lehigh Lehigh
University univers University
Lines line Lines
: : :
24 24 24
In in In
article articl article
< < <
113956 113956 113956
@ @ @
bu bu bu
. . .
edu edu edu
> > >
, , ,
nshah nshah nshah
@ @ @
acs ac ac
2 2 2
. . .
bu bu bu
. . .
edu edu edu
writes write write
: : :
> > >
I i I
have have have
a a a
gateway gateway gateway
2000 2000 2000
483 483 483
/ / /
33 33 33
local local local
bus bus bus
system system system
. . .
It it It
has has have
4 4 4
slots slot slot
for for for
SIMMS simm SIMMS
> > >
that that that
either either either
have have have
to to to
use use use
4 4 4
or or or
16 16 16
MB mb MB
simms simm simms
. . .
My my My
question question question
: : :
I i I
just just just
> > >
received receiv receive
a a a
4 4 4
x x x
9 9 9
70 70 70
ns ns ns
simm simm simm
and and and
it it it
has has have
~ ~ ~
30 30 30
pins pin pin
. . .
The the The
slot slot slot
on on on
the the the
> > >
motherboard motherboard motherboard
has has have
at at at
least least least
70 70 70
or or or
so so so
pins pin pin
. . .
Did did Did
I i I
get get get
the the the
wrong wrong wrong
simm simm simm
> > >
or or or
can can can
I i I
still still still
use use use
my my my
simm simm simm
, , ,
although although although
not not not
all all all
the the the
pins pin pin
on on on
the the the
slot slot slot
would would would
> > >
be be be
flilled flill flilled
. . .
I i I
have have have
never never never
encountered encount encounter
such such such
a a a
long long long
slot slot slot
for for for
simms simm simms
before befor before
. . .
> > >
Anyone anyon Anyone
have have have
suggestions suggest suggestion
? ? ?
I i I
can can can
' ' '
t t t
get get get
a a a
hold hold hold
of of of
Gateway gateway Gateway
yet yet yet
. . .
Thanks thank Thanks
> > >
Please pleas Please
post post post
to to to
the the the
net net net
or or or
: : :
nshah nshah nshah
@ @ @
acs ac ac
. . .
bu bu bu
. . .
edu edu edu
> > >
Yes yes Yes
, , ,
You you You
bought bought buy
the the the
WRONG wrong WRONG
SIMMS simm SIMMS
. . .
. . .
. . .
. . .
. . .
You you You
need need need
1 1 1
X x X
36 36 36
or or or
4 4 4
X x X
36 36 36
, , ,
which which which
are are be
72 72 72
pin pin pin
SIMMS simm SIMMS
. . .
. . .
. . .
. . .
. . .
These these These
are are be
better better good
anyway anyway anyway
becuase becuas becuase
the the the
send send send
/ / /
receive receiv receive
data data data
in in in
4 4 4
byte byte byte
( ( (
32 32 32
bit bit bit
+ + +
4 4 4
bit bit bit
parity pariti parity
, , ,
one one one
for for for
each each each
byte byte byte
) ) )
Chunks chunk Chunks
. . .
You you You
will will will
undoubtedly undoubt undoubtedly
see see see
these these these
SIMMS simm SIMMS
becoming becom become
more more more
widely wide widely
used use use
in in in
the the the
near near near
future futur future
. . .
Jason jason Jason
- - -
- - -
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
Jason jason Jason
Walters walter Walters
* * *
* * *
JPW jpw JPW
0 0 0
@ @ @
LEHIGH lehigh LEHIGH
. . .
EDU edu EDU
* * *
* * *
JPW jpw JPW
0 0 0
@ @ @
PL pl PL
122 122 122
. . .
eecs eec eec
. . .
LEHIGH lehigh LEHIGH
. . .
EDU edu EDU
* * *
* * *
a a a
. . .
k k k
. . .
a a a
. . .
Modem modem Modem
Mouth mouth Mouth
* * *
