From from From
: : :
shenx shenx shenx
@ @ @
helium helium helium
. . .
gas gas gas
. . .
uug uug uug
. . .
arizona arizona arizona
. . .
edu edu edu
( ( (
xiangxin xiangxin xiangxin
shen shen shen
) ) )
Subject subject Subject
: : :
Re re Re
: : :
What what What
is is be
AT at AT
BUS bus BUS
CLK clk CLK
Speed speed Speed
? ? ?
Organization organ Organization
: : :
University univers University
of of of
Arizona arizona Arizona
, , ,
Tucson tucson Tucson
Lines line Lines
: : :
22 22 22
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
14 14 14
. . .
160915 160915 160915
. . .
22866 22866 22866
@ @ @
debbie debbi debbie
. . .
cc cc cc
. . .
nctu nctu nctu
. . .
edu edu edu
. . .
tw tw tw
> > >
is is be
81056 81056 81056
@ @ @
cc cc cc
. . .
nctu nctu nctu
. . .
edu edu edu
. . .
tw tw tw
( ( (
Wei wei Wei
- - -
Shi shi Shi
Hwu hwu Hwu
) ) )
writes write write
: : :
> > >
Robert robert Robert
Desonia desonia Desonia
( ( (
robert robert robert
. . .
desonia desonia desonia
@ @ @
hal hal hal
9 9 9
k k k
. . .
ann ann ann
- - -
arbor arbor arbor
. . .
mi mi mi
. . .
us us u
) ) )
wrote wrote write
: : :
> > >
> > >
: : :
S s S
> > >
There there There
is is be
one one one
param param param
in in in
the the the
bios bio bios
setup setup setup
that that that
says say say
AT at AT
BUS bus BUS
CLK clk CLK
. . .
I i I
have have have
> > >
: : :
S s S
> > >
it it it
set set set
to to to
the the the
default default default
of of of
4 4 4
, , ,
but but but
was was be
able abl able
to to to
get get get
it it it
to to to
work work work
with with with
3 3 3
. . .
> > >
: : :
S s S
> > >
The the The
SI si SI
at at at
3 3 3
was was be
142 142 142
. . .
something someth something
. . .
I i I
didnt didnt didnt
want want want
to to to
mess mess mess
anything anyth anything
up up up
> > >
: : :
S s S
> > >
so so so
I i I
set set set
it it it
back back back
to to to
4 4 4
. . .
Also also Also
, , ,
the the the
PC pc PC
didnt didnt didnt
boot boot boot
with with with
it it it
set set set
at at at
2 2 2
. . .
> > >
: : :
S s S
> > >
> > >
: : :
S s S
> > >
What what What
exactlt exactlt exactlt
dows dow dows
this this this
do do do
, , ,
and and and
should should should
I i I
leave leav leave
it it it
at at at
4 4 4
? ? ?
> > >
> > >
I i I
think think think
it it it
' ' '
s s s
impossible imposs impossible
to to to
let let let
AT at AT
- - -
Bus bus Bus
operated oper operate
too too too
much much much
more more more
than than than
> > >
8 8 8
MHz mhz MHz
. . .
I i I
have have have
a a a
C c C
& & &
T t T
Neat neat Neat
286 286 286
- - -
20 20 20
mother mother mother
board board board
, , ,
And and And
I i I
set set set
the the the
AT at AT
- - -
BUS bus BUS
> > >
clock clock clock
to to to
10 10 10
MHz mhz MHz
, , ,
but but but
the the the
HD hd HD
stopped stop stop
when when when
it it it
boot boot boot
. . .
So so So
it it it
' ' '
s s s
correct correct correct
> > >
that that that
CLK clk CLK
/ / /
n n n
means mean mean
how how how
many mani many
wait wait wait
states state state
. . .
> > >
> > >
Sm sm Sm
. . .
I i I
think think think
it it it
all all all
depends depend depend
on on on
your your your
motherboard motherboard motherboard
and and and
the the the
cards card card
you you you
have have have
in in in
your your your
system system system
. . .
Your your Your
HD hd HD
stopped stop stop
boot boot boot
probably probabl probably
because becaus because
your your your
HD hd HD
controller control controller
can can can
' ' '
t t t
handle handl handle
the the the
faster faster faster
BUS bus BUS
speed speed speed
. . .
I i I
have have have
a a a
486 486 486
- - -
33 33 33
DX dx DX
, , ,
I i I
set set set
my my my
bus bus bus
divider divid divider
to to to
CLK clk CLK
/ / /
2 2 2
. . .
5 5 5
, , ,
that that that
is is be
close close close
to to to
13 13 13
MHz mhz MHz
. . .
I i I
can can can
gain gain gain
singificant singific singificant
performace performac performace
increase increas increase
on on on
my my my
Video video Video
card card card
and and and
harddisk harddisk harddisk
transfer transfer transfer
rate rate rate
when when when
I i I
boost boost boost
the the the
bus bus bus
speed speed speed
. . .
And and And
my my my
system system system
work work work
flawlessly flawless flawlessly
under under under
this this this
setting set setting
. . .
And and And
you you you
know know know
what what what
, , ,
when when when
I i I
go go go
to to to
CLK clk CLK
/ / /
2 2 2
( ( (
17 17 17
MHz mhz MHz
BUS bus BUS
) ) )
, , ,
my my my
HD hd HD
refuse refus refuse
to to to
boot boot boot
. . .
Just just Just
my my my
2 2 2
cent cent cent
. . .
Jim jim Jim
