From from From
: : :
ph ph ph
12 12 12
hucg hucg hucg
@ @ @
sbusol sbusol sbusol
. . .
rz rz rz
. . .
uni uni uni
- - -
sb sb sb
. . .
de de de
( ( (
Carsten carsten Carsten
Grammes gramm Grammes
) ) )
Subject subject Subject
: : :
List list List
of of of
IDE ide IDE
Harddisk harddisk Harddisk
specs spec spec
( ( (
21 21 21
/ / /
04 04 04
/ / /
93 93 93
) ) )
Organization organ Organization
: : :
Universitaet universitaet Universitaet
des des des
Saarlandes saarland Saarlandes
, , ,
Rechenzentrum rechenzentrum Rechenzentrum
Lines line Lines
: : :
761 761 761
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
sbusol sbusol sbusol
. . .
rz rz rz
. . .
uni uni uni
- - -
sb sb sb
. . .
de de de
Configuration configur Configuration
of of of
IDE ide IDE
Harddisks harddisk Harddisks
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
last last last
update updat update
: : :
14 14 14
. . .
4 4 4
. . .
1993 1993 1993
collected collect collect
by by by
Carsten carsten Carsten
Grammes gramm Grammes
( ( (
ph ph ph
12 12 12
hucg hucg hucg
@ @ @
rz rz rz
. . .
uni uni uni
- - -
sb sb sb
. . .
de de de
) ) )
and and and
published publish publish
regularly regular regularly
on on on
comp comp comp
. . .
sys sys sys
. . .
ibm ibm ibm
. . .
pc pc pc
. . .
hardware hardwar hardware
. . .
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
There there There
is is be
explicitly explicit explicitly
NO no NO
WARRANTY warranti WARRANTY
that that that
the the the
given given give
settings set setting
are are be
correct correct correct
or or or
harmless harmless harmless
. . .
( ( (
I i I
only onli only
collect collect collect
, , ,
I i I
do do do
not not not
check check check
for for for
myself myself myself
! ! !
! ! !
! ! !
) ) )
. . .
There there There
is is be
always alway always
the the the
possibility possibl possibility
that that that
the the the
settings set setting
may may may
destroy destroy destroy
your your your
hardware hardwar hardware
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
Since sinc Since
I i I
hope hope hope
however howev however
that that that
only onli only
well well well
- - -
minded mind mind
people peopl people
undergo undergo undergo
the the the
effort effort effort
of of of
posting post post
their their their
settings set setting
the the the
chance chanc chance
of of of
applicability applic applicability
exists exist exists
. . .
If if If
you you you
should should should
agree agre agree
or or or
disagree disagre disagree
with with with
some some some
setting set setting
, , ,
let let let
me me me
know know know
immediately immedi immediately
in in in
order order order
to to to
update updat update
the the the
list list list
. . .
If if If
you you you
possess possess possess
a a a
HD hd HD
not not not
mentioned mention mention
here here here
of of of
which which which
you you you
know know know
BIOS bio BIOS
and and and
/ / /
or or or
jumper jumper jumper
settings set setting
, , ,
please pleas please
mail mail mail
them them them
to to to
me me me
for for for
the the the
next next next
update updat update
of of of
the the the
list list list
! ! !
Only onli Only
IDE ide IDE
( ( (
AT at AT
- - -
Bus bus Bus
) ) )
Harddisks harddisk Harddisks
will will will
be be be
accounted account account
for for for
. . .
If if If
not not not
specified specifi specify
the the the
Landing land Landing
Zone zone Zone
should should should
be be be
set set set
equal equal equal
to to to
the the the
number number number
of of of
cylinders cylind cylinder
. . .
If if If
not not not
specified specifi specify
the the the
' ' '
Write write Write
Precompensation precompens Precompensation
' ' '
should should should
be be be
set set set
65535 65535 65535
. . .
( ( (
There there There
are are be
BIOSes bios BIOSes
that that that
don don don
' ' '
t t t
even even even
ask ask ask
for for for
it it it
) ) )
. . .
Another anoth Another
statement statement statement
( ( (
maybe mayb maybe
right right right
) ) )
: : :
IDE ide IDE
harddisk harddisk harddisk
don don don
' ' '
t t t
have have have
Precomp precomp Precomp
and and and
LZone lzone LZone
. . .
The the The
precomp precomp precomp
is is be
a a a
built built built
- - -
in in in
parameter paramet parameter
and and and
lzone lzone lzone
isn isn isn
' ' '
t t t
used use use
because becaus because
most most most
if if if
not not not
every everi every
IDE ide IDE
disk disk disk
has has have
autopark autopark autopark
. . .
The the The
jumpers jumper jumper
' ' '
names name name
are are be
given given give
as as a
printed print print
on on on
the the the
HD hd HD
' ' '
s s s
board board board
, , ,
often often often
only onli only
a a a
jumper jumper jumper
number number number
( ( (
JP jp JP
12 12 12
means mean mean
the the the
jumper jumper jumper
' ' '
12 12 12
' ' '
) ) )
. . .
A a A
zero zero zero
means mean mean
that that that
the the the
jumper jumper jumper
is is be
left left leave
open open open
, , ,
a a a
one one one
means mean mean
that that that
the the the
jumper jumper jumper
is is be
closed close close
. . .
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
C c C
O o O
N n N
N n N
E e E
R r R
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
Conner conner Conner
Peripherals peripher Peripherals
Drive drive Drive
Geometry geometri Geometry
IDE ide IDE
/ / /
AT at AT
Conner conner Conner
drives drive drive
are are be
low low low
level level level
formatted format format
at at at
the the the
factory factori factory
. . .
It it It
is is be
only onli only
necessary necessari necessary
to to to
run run run
SETUP setup SETUP
, , ,
FDISK fdisk FDISK
, , ,
and and and
DOS dos DOS
FORMAT format FORMAT
. . .
Model model Model
Heads head Heads
Cylinders cylind Cylinders
Sectors sector Sectors
PComp pcomp PComp
L l L
- - -
Zone zone Zone
Type type Type
Table tabl Table
LED led LED
CP cp CP
2034 2034 2034
2 2 2
823 823 823
38 38 38
0 0 0
823 823 823
* * *
UT ut UT
3 3 3
N n N
/ / /
A a A
CP cp CP
2064 2064 2064
4 4 4
823 823 823
38 38 38
0 0 0
823 823 823
* * *
UT ut UT
3 3 3
N n N
/ / /
A a A
CP cp CP
2084 2084 2084
8 8 8
548 548 548
38 38 38
0 0 0
548 548 548
* * *
UT ut UT
3 3 3
N n N
/ / /
A a A
CP cp CP
3184 3184 3184
6 6 6
832 832 832
33 33 33
0 0 0
832 832 832
* * *
UT ut UT
1 1 1
A a A
CP cp CP
3104 3104 3104
8 8 8
776 776 776
33 33 33
0 0 0
776 776 776
* * *
UT ut UT
1 1 1
A a A
CP cp CP
3111 3111 3111
8 8 8
833 833 833
33 33 33
0 0 0
833 833 833
* * *
UT ut UT
1 1 1
A a A
( ( (
? ? ?
) ) )
CP cp CP
3204 3204 3204
16 16 16
683 683 683
38 38 38
0 0 0
683 683 683
* * *
UT ut UT
2 2 2
B b B
CP cp CP
30064 30064 30064
4 4 4
762 762 762
39 39 39
0 0 0
762 762 762
* * *
UT ut UT
2 2 2
B b B
CP cp CP
30084 30084 30084
8 8 8
526 526 526
39 39 39
0 0 0
526 526 526
* * *
UT ut UT
2 2 2
B b B
CP cp CP
30104 30104 30104
8 8 8
762 762 762
39 39 39
0 0 0
762 762 762
* * *
UT ut UT
2 2 2
B b B
CP cp CP
30084 30084 30084
E e E
4 4 4
903 903 903
46 46 46
0 0 0
903 903 903
* * *
UT ut UT
3 3 3
C c C
CP cp CP
30174 30174 30174
E e E
8 8 8
903 903 903
46 46 46
0 0 0
903 903 903
* * *
UT ut UT
3 3 3
C c C
CP cp CP
30204 30204 30204
16 16 16
683 683 683
38 38 38
0 0 0
683 683 683
* * *
UT ut UT
3 3 3
C c C
CP cp CP
3304 3304 3304
16 16 16
659 659 659
63 63 63
0 0 0
659 659 659
* * *
UT ut UT
3 3 3
D d D
CP cp CP
3364 3364 3364
16 16 16
702 702 702
63 63 63
0 0 0
702 702 702
* * *
UT ut UT
3 3 3
D d D
CP cp CP
3504 3504 3504
16 16 16
987 987 987
63 63 63
0 0 0
987 987 987
* * *
UT ut UT
3 3 3
D d D
CP cp CP
3554 3554 3554
16 16 16
1054 1054 1054
63 63 63
0 0 0
1054 1054 1054
* * *
UT ut UT
3 3 3
B b B
Table tabl Table
1 1 1
Table tabl Table
2 2 2
Jumper jumper Jumper
Settings set Settings
Jumper jumper Jumper
Settings set Settings
Single singl Single
Drive drive Drive
= = =
Jumper jumper Jumper
ACT act ACT
and and and
C c C
/ / /
D d D
Single singl Single
Drive drive Drive
= = =
Jumper jumper Jumper
C c C
/ / /
D d D
Master master Master
Drive drive Drive
= = =
Jumper jumper Jumper
ACT act ACT
, , ,
C c C
/ / /
D d D
and and and
DSP dsp DSP
Master master Master
Drive drive Drive
= = =
Jumper jumper Jumper
C c C
/ / /
D d D
& & &
DSP dsp DSP
Slave slave Slave
Drive drive Drive
= = =
No no No
jumpers jumper jumper
installed instal instal
Slave slave Slave
Drive drive Drive
= = =
No no No
jumpers jumper jumper
installed instal instal
Table tabl Table
3 3 3
All all All
Conner conner Conner
20 20 20
Mbyte mbyte Mbyte
drives drive drive
use use use
Jumper jumper Jumper
Settings set Settings
Drive drive Drive
type type type
2 2 2
