From from From
: : :
rcomg rcomg rcomg
@ @ @
melomys melomi melomys
. . .
co co co
. . .
rmit rmit rmit
. . .
oz oz oz
. . .
AU au AU
( ( (
Mark mark Mark
Gregory gregori Gregory
) ) )
Subject subject Subject
: : :
AVI avi AVI
file file file
format format format
? ? ?
Summary summari Summary
: : :
AVI avi AVI
file file file
format format format
? ? ?
Keywords keyword Keywords
: : :
AVI avi AVI
file file file
format format format
? ? ?
Organization organ Organization
: : :
Royal royal Royal
Melbourne melbourn Melbourne
Institute institut Institute
of of of
Technology technolog Technology
Lines line Lines
: : :
21 21 21
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
melomys melomi melomys
. . .
cse cse cse
. . .
rmit rmit rmit
. . .
edu edu edu
. . .
au au au
Hi hi Hi
, , ,
would would would
someone someon someone
please pleas please
email email email
( ( (
and and and
post post post
) ) )
the the the
AVI avi AVI
( ( (
Microsoft microsoft Microsoft
) ) )
file file file
format format format
. . .
I i I
wish wish wish
to to to
do do do
some some some
research research research
using use use
this this this
format format format
, , ,
as as a
there there there
are are be
disks disk disk
available avail available
with with with
video video video
clips clip clip
. . .
It it It
is is be
interesting interest interesting
because becaus because
it it it
interleaves interleav interleave
sound sound sound
and and and
video video video
. . .
Thank thank Thank
you you you
Mark mark Mark
Gregory gregori Gregory
Lecturer lectur Lecturer
m m m
. . .
gregory gregori gregory
@ @ @
rmit rmit rmit
. . .
edu edu edu
. . .
au au au
PH ph PH
( ( (
03 03 03
) ) )
6603243 6603243 6603243
FAX fax FAX
( ( (
03 03 03
) ) )
6621060 6621060 6621060
Royal royal Royal
Melbourne melbourn Melbourne
Institute institut Institute
of of of
Technology technolog Technology
, , ,
Department depart Department
of of of
Communication communic Communication
and and and
Electronic electron Electronic
Engineering engin Engineering
, , ,
P p P
. . .
O o O
. . .
Box box Box
2476 2476 2476
V v V
, , ,
Melbourne melbourn Melbourne
, , ,
Victoria victoria Victoria
, , ,
3001 3001 3001
. . .
AUSTRALIA australia AUSTRALIA
. . .
- - -
- - -
Mark mark Mark
Gregory gregori Gregory
Lecturer lectur Lecturer
m m m
. . .
gregory gregori gregory
@ @ @
rmit rmit rmit
. . .
edu edu edu
. . .
au au au
PH ph PH
( ( (
03 03 03
) ) )
6603243 6603243 6603243
FAX fax FAX
( ( (
03 03 03
) ) )
6621060 6621060 6621060
Royal royal Royal
Melbourne melbourn Melbourne
Institute institut Institute
of of of
Technology technolog Technology
, , ,
Department depart Department
of of of
Communication communic Communication
and and and
Electronic electron Electronic
Engineering engin Engineering
, , ,
P p P
. . .
O o O
. . .
Box box Box
2476 2476 2476
V v V
, , ,
Melbourne melbourn Melbourne
, , ,
Victoria victoria Victoria
, , ,
3001 3001 3001
. . .
AUSTRALIA australia AUSTRALIA
. . .
