From from From
: : :
ebosco ebosco ebosco
@ @ @
us us u
. . .
oracle oracl oracle
. . .
com com com
( ( (
Eric eric Eric
Bosco bosco Bosco
) ) )
Subject subject Subject
: : :
Help help Help
adding ad add
a a a
SCSI scsi SCSI
Drive drive Drive
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
monica monica monica
. . .
us us u
. . .
oracle oracl oracle
. . .
com com com
Reply repli Reply
- - -
To to To
: : :
ebosco ebosco ebosco
@ @ @
us us u
. . .
oracle oracl oracle
. . .
com com com
Organization organ Organization
: : :
Oracle oracl Oracle
Corp corp Corp
. . .
, , ,
Redwood redwood Redwood
Shores shore Shores
CA ca CA
X x X
- - -
Disclaimer disclaim Disclaimer
: : :
This this This
message messag message
was was be
written written write
by by by
an an an
unauthenticated unauthent unauthenticated
user user user
at at at
Oracle oracl Oracle
Corporation corpor Corporation
. . .
The the The
opinions opinion opinion
expressed express express
are are be
those those those
of of of
the the the
user user user
and and and
not not not
necessarily necessarili necessarily
those those those
of of of
Oracle oracl Oracle
. . .
Lines line Lines
: : :
35 35 35
I i I
have have have
a a a
486 486 486
sx sx sx
25 25 25
computer comput computer
with with with
a a a
105 105 105
Mg mg Mg
Seagate seagat Seagate
IDE ide IDE
drive drive drive
and and and
a a a
controler control controler
built built build
into into into
the the the
motherboard motherboard motherboard
. . .
I i I
want want want
to to to
add add add
a a a
SCSI scsi SCSI
drive drive drive
( ( (
a a a
quantum quantum quantum
prodrive prodriv prodrive
425 425 425
F f F
425 425 425
MG mg MG
formatted format format
) ) )
. . .
I i I
have have have
no no no
documentation document documentation
at at at
all all all
and and and
I i I
need need need
your your your
help help help
! ! !
As as As
I i I
understand understand understand
it it it
, , ,
here here here
is is be
the the the
process process process
of of of
adding ad add
such such such
a a a
drive drive drive
. . .
Could could Could
you you you
please pleas please
tell tell tell
me me me
if if if
I i I
' ' '
m m m
right right right
. . .
. . .
1 1 1
- - -
Buy buy Buy
a a a
SCSI scsi SCSI
contoler contol contoler
. . .
Which which Which
one one one
? ? ?
I i I
know know know
Adaptec adaptec Adaptec
is is be
good good good
, , ,
but but but
they they they
are are be
kind kind kind
of of of
expensive expens expensive
. . .
Are are Are
there there there
any ani any
good good good
boards board board
in in in
the the the
$ $ $
100 100 100
region region region
? ? ?
I i I
want want want
it it it
to to to
be be be
compatible compat compatible
with with with
OS os OS
2 2 2
and and and
Unix unix Unix
if if if
possible possibl possible
. . .
Also also Also
, , ,
I i I
have have have
seen seen see
on on on
the the the
net net net
that that that
there there there
are are be
SCSI scsi SCSI
and and and
SCSI scsi SCSI
2 2 2
drives drive drive
. . .
Is is Is
this this this
true true true
? ? ?
Does doe Does
the the the
adapter adapt adapter
need need need
to to to
be be be
the the the
same same same
as as a
the the the
drive drive drive
? ? ?
What what What
type type type
of of of
drive drive drive
is is be
the the the
quantum quantum quantum
? ? ?
2 2 2
- - -
connect connect connect
the the the
drive drive drive
to to to
the the the
adapter adapt adapter
via via via
a a a
SCSI scsi SCSI
cable cabl cable
and and and
the the the
power power power
cable cabl cable
. . .
Do do Do
i i i
have have have
to to to
worry worri worry
about about about
the the the
power power power
supply suppli supply
? ? ?
I i I
think think think
I i I
have have have
200 200 200
watts watt watt
and and and
all all all
I i I
' ' '
m m m
powering power power
are are be
two two two
floppies floppi floppy
and and and
the the the
seagate seagat seagate
drive drive drive
. . .
3 3 3
- - -
Setup setup Setup
the the the
BIOS bio BIOS
to to to
recognize recogn recognize
the the the
drive drive drive
as as a
the the the
second second second
drive drive drive
. . .
What what What
type type type
of of of
drive drive drive
is is be
this this this
? ? ?
I i I
don don don
' ' '
t t t
have have have
the the the
numbers number number
for for for
this this this
drive drive drive
. . .
4 4 4
- - -
Format format Format
and and and
create creat create
partitions partit partition
on on on
the the the
drive drive drive
. . .
Do do Do
I i I
use use use
format format format
or or or
fdisk fdisk fdisk
? ? ?
I i I
think think think
that that that
IDE ide IDE
drives drive drive
can can can
' ' '
t t t
be be be
low low low
- - -
level level level
formatted format format
. . .
Is is Is
it it it
the the the
same same same
with with with
SCSI scsi SCSI
? ? ?
How how How
exactly exact exactly
does doe do
fdisk fdisk fdisk
work work work
? ? ?
I i I
have have have
a a a
reduced reduc reduce
msdos msdos msdos
5 5 5
. . .
0 0 0
manual manual manual
( ( (
clone clone clone
obliges oblig obliges
) ) )
and and and
there there there
is is be
no no no
mention mention mention
of of of
fdisk fdisk fdisk
. . .
Ideally ideal Ideally
, , ,
I i I
would would would
want want want
the the the
drive drive drive
partitioned partit partition
in in in
to to to
two two two
partitions partit partition
D d D
: : :
and and and
E e E
: : :
how how how
do do do
I i I
do do do
this this this
? ? ?
Well well Well
that that that
seems seem seem
to to to
be be be
all all all
. . .
Is is Is
there there there
anythiing anythi anythiing
I i I
' ' '
m m m
forgetting forget forget
? ? ?
Any ani Any
help help help
is is be
* * *
really realli really
* * *
appreciated appreci appreciate
, , ,
I i I
' ' '
m m m
lost lost lose
. . .
. . .
. . .
- - -
Eric eric Eric
ebosco ebosco ebosco
@ @ @
us us u
. . .
oracle oracl oracle
. . .
com com com
