From from From
: : :
jiml jiml jiml
@ @ @
garfunkel garfunkel garfunkel
. . .
FtCollinsCO ftcollinsco FtCollinsCO
. . .
NCR ncr NCR
. . .
COM com COM
( ( (
Jim jim Jim
L l L
) ) )
Subject subject Subject
: : :
Re re Re
: : :
SIMM simm SIMM
Speed speed Speed
Distribution distribut Distribution
: : :
world world world
Organization organ Organization
: : :
NCR ncr NCR
Microelectronics microelectron Microelectronics
Products product Products
Division divis Division
( ( (
an an an
AT at AT
& & &
T t T
Company compani Company
) ) )
Lines line Lines
: : :
40 40 40
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
6 6 6
. . .
150808 150808 150808
. . .
27533 27533 27533
@ @ @
news news news
. . .
unomaha unomaha unomaha
. . .
edu edu edu
> > >
, , ,
hkok hkok hkok
@ @ @
cse cse cse
( ( (
Kok kok Kok
Hon hon Hon
Yin yin Yin
) ) )
writes write write
: : :
| | |
> > >
Robert robert Robert
Desonia desonia Desonia
( ( (
robert robert robert
. . .
desonia desonia desonia
@ @ @
hal hal hal
9 9 9
k k k
. . .
ann ann ann
- - -
arbor arbor arbor
. . .
mi mi mi
. . .
us us u
) ) )
wrote wrote write
: : :
| | |
> > >
: : :
B b B
| | |
> > >
: : :
BK bk BK
> > >
Is is Is
it it it
possible possibl possible
to to to
plug plug plug
in in in
70 70 70
ns ns n
or or or
60 60 60
ns ns ns
SIMMs simm SIMMs
into into into
a a a
motherboard motherboard motherboard
saying say say
| | |
> > >
: : :
BK bk BK
> > >
wants want want
80 80 80
ns ns n
simms simm simms
? ? ?
| | |
> > >
| | |
> > >
: : :
You you You
shouldn shouldn shouldn
' ' '
t t t
have have have
troubles troubl trouble
. . .
I i I
have have have
heard heard hear
of of of
machines machin machine
having have have
problems problem problem
| | |
> > >
: : :
with with with
slower slower slow
than than than
recommended recommend recommended
memory memori memory
speeds speed speed
, , ,
but but but
never never never
faster faster faster
. . .
| | |
> > >
| | |
> > >
- - -
- - -
| | |
> > >
It it It
should should should
run run run
without without without
any ani any
trouble troubl trouble
of of of
course cours course
but but but
why whi why
do do do
you you you
want want want
to to to
buy buy buy
some some some
| | |
> > >
60 60 60
ns ns n
and and and
mixed mix mixed
them them them
with with with
80 80 80
ns ns n
