From from From
: : :
dwayne dwayn dwayne
@ @ @
stratsft stratsft stratsft
. . .
uucp uucp uucp
( ( (
Dwayne dwayn Dwayne
Bailey bailey Bailey
) ) )
Subject subject Subject
: : :
Need need Need
help help help
identifying identifi identify
Serial serial Serial
board board board
Organization organ Organization
: : :
Strategic strateg Strategic
Software softwar Software
, , ,
Redford redford Redford
, , ,
Michigan michigan Michigan
Lines line Lines
: : :
26 26 26
I i I
need need need
some some some
help help help
with with with
a a a
multi multi multi
port port port
serial serial serial
board board board
of of of
unknown unknown unknown
origin origin origin
. . .
I i I
' ' '
m m m
hoping hope hop
someone someon someone
knows know know
what what what
this this this
board board board
is is be
, , ,
or or or
, , ,
even even even
better better well
, , ,
what what what
the the the
various various various
switches switch switch
and and and
jumbers jumber jumbers
are are be
used use use
for for for
. . .
Anyway anyway Anyway
, , ,
here here here
' ' '
s s s
description descript description
of of of
the the the
card card card
: : :
It it It
is is be
a a a
16 16 16
- - -
bit bit bit
card card card
, , ,
although although although
I i I
noticed notic notice
that that that
none none none
of of of
the the the
contacts contact contact
in in in
the the the
16 16 16
- - -
bit bit bit
extension extens extension
are are be
connected connect connect
to to to
anything anyth anything
. . .
It it It
has has have
4 4 4
NS ns NS
16550 16550 16550
AN an AN
chips chip chip
in in in
sockets socket socket
, , ,
and and and
4 4 4
corresponding correspond correspond
connecters connect connecter
labeled label label
COM com COM
1 1 1
- - -
COM com COM
4 4 4
. . .
There there There
is is be
also also also
an an an
external extern external
female femal female
connector connector connector
with with with
37 37 37
pins pin pin
. . .
There there There
are are be
8 8 8
banks bank bank
of of of
8 8 8
switches switch switch
, , ,
2 2 2
banks bank bank
of of of
4 4 4
switches switch switch
, , ,
and and and
7 7 7
jumpers jumper jumper
. . .
I i I
believe believ believe
that that that
I i I
have have have
determined determin determine
, , ,
by by by
following follow follow
traces trace trace
, , ,
that that that
SW sw SW
5 5 5
and and and
SW sw SW
6 6 6
( ( (
12 12 12
switches switch switch
in in in
all all all
) ) )
control control control
the the the
interrupt interrupt interrupt
level level level
for for for
each each each
of of of
the the the
COM com COM
ports port port
. . .
SW sw SW
5 5 5
[ [ [
1 1 1
- - -
4 4 4
] ] ]
are are be
for for for
IRQ irq IRQ
3 3 3
, , ,
SW sw SW
5 5 5
[ [ [
5 5 5
- - -
8 8 8
] ] ]
are are be
for for for
IRQ irq IRQ
4 4 4
, , ,
and and and
SW sw SW
6 6 6
[ [ [
1 1 1
- - -
4 4 4
] ] ]
are are be
for for for
IRQ irq IRQ
5 5 5
. . .
The the The
other other other
switches switch switch
are are be
beyond beyond beyond
my my my
meager meager meager
ability abil ability
to to to
follow follow follow
. . .
The the The
only onli only
identification identif identification
printed print print
on on on
the the the
board board board
is is be
" " "
MULTI multi MULTI
SERIAL serial SERIAL
PORT port PORT
BOARD board BOARD
" " "
across across across
the the the
bottom bottom bottom
. . .
There there There
is is be
a a a
box box box
for for for
serial serial serial
number number number
, , ,
but but but
it it it
is is be
blank blank blank
. . .
Immediately immedi Immediately
below below below
the the the
words word word
" " "
SERIAL serial SERIAL
NO no NO
" " "
, , ,
but but but
not not not
in in in
the the the
box box box
left left leave
for for for
the the the
S s S
/ / /
N n N
, , ,
are are be
the the the
numbers number number
" " "
1990 1990 1990
2 2 2
8 8 8
" " "
. . .
Anyone anyon Anyone
have have have
any ani any
clues clue clue
? ? ?
Your your Your
help help help
is is be
greatly great greatly
appreciated appreci appreciate
. . .
- - -
- - -
dwayne dwayn dwayne
@ @ @
stratsft stratsft stratsft
. . .
UUCP uucp UUCP
+ + +
" " "
We we We
have have have
ways way way
to to to
make make make
you you you
scream scream scream
. . .
" " "
Dwayne dwayn Dwayne
Bailey bailey Bailey
+ + +
- - -
- - -
Intel intel Intel
advertisement advertis advertisement
, , ,
Strategic strateg Strategic
Software softwar Software
+ + +
in in in
the the the
June june June
1989 1989 1989
Doctor doctor Doctor
Dobbs dobb Dobbs
Journal journal Journal
Redford redford Redford
, , ,
Michigan michigan Michigan
+ + +
