From from From
: : :
ihno ihno ihno
@ @ @
generics generic generic
. . .
ka ka ka
. . .
sub sub sub
. . .
org org org
( ( (
Ihno ihno Ihno
Krumreich krumreich Krumreich
) ) )
Subject subject Subject
: : :
CD cd CD
- - -
ROM rom ROM
drives drive drive
Summary summari Summary
: : :
Hit hit Hit
list list list
of of of
the the the
most most most
sold sold sold
CD cd CD
- - -
ROM rom ROM
drives drive drive
without without without
SCSI scsi SCSI
- - -
Interface interfac Interface
Keywords keyword Keywords
: : :
CD cd CD
- - -
ROM rom ROM
drives drive drive
Organization organ Organization
: : :
Synerix synerix Synerix
GmbH gmbh GmbH
, , ,
Karlsruhe karlsruh Karlsruhe
Lines line Lines
: : :
23 23 23
Has has Has
someone someon someone
a a a
list list list
of of of
CD cd CD
- - -
ROM rom ROM
' ' '
s s s
with with with
no no no
SCSI scsi SCSI
- - -
Interface interfac Interface
and and and
if if if
known known know
how how how
much much much
they they they
are are be
present present present
in in in
the the the
market market market
. . .
Please pleas Please
mail mail mail
direcktly direckt direcktly
as as a
I i I
am am be
not not not
reguarly reguar reguarly
reading read read
the the the
group group group
. . .
I i I
' ' '
ll ll ll
post post post
a a a
summary summari summary
if if if
wanted want want
. . .
Thanks thank Thanks
Ihno ihno Ihno
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
Ihno ihno Ihno
Krumreich krumreich Krumreich
| | |
Phone phone Phone
( ( (
49 49 49
) ) )
721 721 721
955 955 955
253 253 253
0 0 0
U u U
U u U
N n N
N n N
III iii III
X x X
X x X
Synerix synerix Synerix
Gmbh gmbh Gmbh
| | |
email email email
: : :
ihno ihno ihno
@ @ @
generics generic generic
. . .
ka ka ka
. . .
sub sub sub
. . .
org org org
U u U
U u U
NN nn NN
N n N
I i I
X x X
X x X
Bach bach Bach
Strasse strass Strasse
24 24 24
| | |
FAX fax FAX
( ( (
49 49 49
) ) )
721 721 721
59 59 59
02 02 02
11 11 11
U u U
U u U
N n N
N n N
N n N
I i I
X x X
D d D
- - -
W w W
7500 7500 7500
Karlsruhe karlsruh Karlsruhe
21 21 21
| | |
U u U
U u U
N n N
NN nn NN
I i I
X x X
X x X
UUU uuu UUU
N n N
N n N
III iii III
X x X
X x X
- - -
- - -
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
Ihno ihno Ihno
Krumreich krumreich Krumreich
| | |
Phone phone Phone
( ( (
49 49 49
) ) )
721 721 721
955 955 955
253 253 253
0 0 0
U u U
U u U
N n N
N n N
III iii III
X x X
X x X
Synerix synerix Synerix
Gmbh gmbh Gmbh
| | |
email email email
: : :
ihno ihno ihno
@ @ @
generics generic generic
. . .
ka ka ka
. . .
sub sub sub
. . .
org org org
U u U
U u U
NN nn NN
N n N
I i I
X x X
X x X
