From from From
: : :
karplus karplus karplus
@ @ @
cse cse cse
. . .
ucsc ucsc ucsc
. . .
edu edu edu
( ( (
Kevin kevin Kevin
Karplus karplus Karplus
) ) )
Subject subject Subject
: : :
Re re Re
: : :
decoupling decoupl decoupling
caps cap cap
- - -
onboard onboard onboard
Organization organ Organization
: : :
University univers University
of of of
California california California
, , ,
Santa santa Santa
Cruz cruz Cruz
Lines line Lines
: : :
38 38 38
Reply repli Reply
- - -
To to To
: : :
karplus karplus karplus
@ @ @
ce ce ce
. . .
ucsc ucsc ucsc
. . .
edu edu edu
( ( (
Kevin kevin Kevin
Karplus karplus Karplus
) ) )
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
ararat ararat ararat
. . .
ucsc ucsc ucsc
. . .
edu edu edu
I i I
' ' '
ve ve ve
used use use
on on on
- - -
chip chip chip
capacitors capacitor capacitor
to to to
reduce reduc reduce
ground ground ground
- - -
bounce bounc bounce
noise nois noise
on on on
a a a
small small small
systolic systol systolic
array array array
chip chip chip
that that that
had had have
50 50 50
pF pf pF
loads load load
on on on
the the the
clock clock clock
lines line line
. . .
( ( (
Design design Design
was was be
in in in
2 2 2
- - -
micron micron micron
n n n
- - -
well well well
cmos cmos cmos
, , ,
using use use
the the the
MOSIS mosi MOSIS
scalable scalabl scalable
design design design
rules rule rule
. . .
) ) )
Here here Here
are are be
some some some
thoughts thought thought
on on on
the the the
bypass bypass bypass
capacitors capacitor capacitor
: : :
1 1 1
) ) )
They they They
don don don
' ' '
t t t
help help help
much much much
with with with
simultaneous simultan simultaneous
output output output
switching switch switch
- - -
- - -
there there there
is is be
still still still
a a a
large larg large
inductance induct inductance
between between between
the the the
bypass bypass bypass
capacitor capacitor capacitor
and and and
the the the
load load load
capacitor capacitor capacitor
( ( (
on on on
both both both
the the the
signal signal signal
line line line
and and and
the the the
ground ground ground
return return return
) ) )
, , ,
so so so
you you you
still still still
get get get
ground ground ground
and and and
power power power
line line line
bounce bounc bounce
. . .
2 2 2
) ) )
They they They
do do do
help help help
a a a
lot lot lot
with with with
on on on
- - -
chip chip chip
loads load load
, , ,
as as a
I i I
had had have
with with with
the the the
high high high
load load load
on on on
the the the
clock clock clock
lines line line
. . .
3 3 3
) ) )
The the The
transients transient transient
you you you
are are be
trying tri try
to to to
suppress suppress suppress
are are be
really realli really
high high high
frequency frequenc frequency
, , ,
so so so
forget forget forget
about about about
large larg large
areas area area
of of of
poly poli poly
- - -
thin thin thin
- - -
oxide oxid oxide
- - -
diff diff diff
capacitors capacitor capacitor
, , ,
since sinc since
the the the
RC rc RC
time time time
constant constant constant
is is be
too too too
large larg large
. . .
What what What
I i I
did did do
is is be
to to to
make make make
a a a
metal metal metal
2 2 2
, , ,
metal metal metal
, , ,
poly poli poly
, , ,
diff diff diff
sandwich sandwich sandwich
, , ,
but but but
put put put
a a a
lot lot lot
of of of
holes hole hole
in in in
the the the
poly poli poly
layer layer layer
, , ,
allowing allow allow
frequent frequent frequent
diff diff diff
- - -
metal metal metal
1 1 1
contacts contact contact
. . .
I i I
forget forget forget
exactly exact exactly
how how how
wide wide wide
the the the
poly poli poly
lines line line
were were be
. . .
If if If
I i I
were were be
doing do do
this this this
design design design
again again again
, , ,
I i I
' ' '
d d d
probably probabl probably
omit omit omit
the the the
diff diff diff
altogether altogeth altogether
, , ,
and and and
use use use
a a a
solid solid solid
poly poli poly
sheet sheet sheet
instead instead instead
, , ,
using use use
just just just
m m m
2 2 2
, , ,
m m m
1 1 1
, , ,
and and and
poly poli poly
( ( (
and and and
substrate substrat substrate
, , ,
but but but
that that that
has has have
such such such
a a a
high high high
resistance resist resistance
it it it
can can can
be be be
ignored ignor ignore
at at at
these these these
speeds speed speed
) ) )
. . .
4 4 4
) ) )
You you You
are are be
probably probabl probably
better better well
off off off
trying tri try
to to to
tune tune tune
your your your
circuit circuit circuit
to to to
run run run
with with with
slightly slight slightly
slower slower slow
edges edg edge
and and and
lower lower low
voltage voltag voltage
swings swing swing
( ( (
especially especi especially
for for for
output output output
signalling signal signal
) ) )
, , ,
than than than
spending spend spend
chip chip chip
area area area
on on on
capacitors capacitor capacitor
. . .
I i I
had had have
spare spare spare
space space space
on on on
the the the
die die die
since sinc since
the the the
circuit circuit circuit
was was be
too too too
big big big
for for for
a a a
MOSIS mosi MOSIS
tiny tini tiny
chip chip chip
, , ,
and and and
the the the
next next next
size size size
up up up
was was be
twice twice twice
as as as
big big big
as as a
I i I
needed need need
. . .
Kevin kevin Kevin
Karplus karplus Karplus
- - -
- - -
Kevin kevin Kevin
Karplus karplus Karplus
karplus karplus karplus
@ @ @
ce ce ce
. . .
ucsc ucsc ucsc
. . .
edu edu edu
Due due Due
to to to
budgetary budgetari budgetary
constraints constraint constraint
the the the
light light light
at at at
the the the
end end end
of of of
the the the
tunnel tunnel tunnel
is is be
being be be
turned turn turn
off off off
. . .
