From from From
: : :
paj paj paj
@ @ @
uk uk uk
. . .
co co co
. . .
gec gec gec
- - -
mrc mrc mrc
( ( (
Paul paul Paul
Johnson johnson Johnson
) ) )
Subject subject Subject
: : :
Re re Re
: : :
History histori History
question question question
Reply repli Reply
- - -
To to To
: : :
paj paj paj
@ @ @
uk uk uk
. . .
co co co
. . .
gec gec gec
- - -
mrc mrc mrc
( ( (
Paul paul Paul
Johnson johnson Johnson
) ) )
Organization organ Organization
: : :
GEC gec GEC
- - -
Marconi marconi Marconi
Research research Research
Centre centr Centre
, , ,
Great great Great
Baddow baddow Baddow
, , ,
UK uk UK
Lines line Lines
: : :
25 25 25
In in In
article articl article
< < <
kazel kazel kazel
. . .
15 15 15
. . .
734728882 734728882 734728882
@ @ @
uiuc uiuc uiuc
. . .
edu edu edu
> > >
kazel kazel kazel
@ @ @
uiuc uiuc uiuc
. . .
edu edu edu
( ( (
Mitch mitch Mitch
Kazel kazel Kazel
) ) )
writes write write
: : :
> > >
Sorry sorri Sorry
if if if
this this this
isn isn isn
' ' '
t t t
the the the
correct correct correct
news news news
group group group
. . .
. . .
. . .
but but but
. . .
. . .
. . .
> > >
> > >
A a A
colleague colleagu colleague
of of of
mine mine mine
is is be
trying tri try
to to to
find find find
out out out
when when when
the the the
first first first
public public public
use use use
of of of
> > >
electronic electron electronic
voice voic voice
amplification amplif amplification
was was be
. . .
. . .
. . .
i i i
. . .
e e e
. . .
a a a
P p P
- - -
A a A
system system system
. . .
> > >
> > >
Any ani Any
reference refer reference
would would would
be be be
appreciated appreci appreciate
. . .
Please pleas Please
reply repli reply
via via via
e e e
- - -
mail mail mail
. . .
> > >
Mitch mitch Mitch
Kazel kazel Kazel
( ( (
N n N
9 9 9
HDQ hdq HDQ
) ) )
> > >
INTERNET internet INTERNET
: : :
kazel kazel kazel
@ @ @
uiuc uiuc uiuc
. . .
edu edu edu
This this This
is is be
vague vagu vague
, , ,
so so so
I i I
am am be
posting post post
it it it
in in in
case case case
anyone anyon anyone
else els else
knows know know
more more more
. . .
I i I
recall recal recall
reading read read
of of of
a a a
phonograph phonograph phonograph
which which which
used use use
mechanical mechan mechanical
amplification amplif amplification
. . .
Compressed compress Compressed
air air air
was was be
squirted squirt squirt
out out out
of of of
a a a
valve valv valve
which which which
was was be
controlled control control
by by by
the the the
pickup pickup pickup
. . .
The the The
result result result
was was be
noisy noisi noisy
and and and
distinctly distinct distinctly
lo lo lo
- - -
fi fi fi
, , ,
but but but
much much much
louder louder loud
than than than
a a a
conventional convent conventional
phonograph phonograph phonograph
. . .
It it It
tended tend tend
to to to
wear wear wear
the the the
disks disk disk
out out out
pretty pretti pretty
quickly quick quickly
though though though
. . .
Paul paul Paul
. . .
- - -
- - -
Paul paul Paul
Johnson johnson Johnson
( ( (
paj paj paj
@ @ @
gec gec gec
- - -
mrc mrc mrc
. . .
co co co
. . .
uk uk uk
) ) )
. . .
| | |
Tel tel Tel
: : :
+ + +
44 44 44
245 245 245
73331 73331 73331
ext ext ext
3245 3245 3245
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
+ + +
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
These these These
ideas idea idea
and and and
others other others
like like like
them them them
can can can
be be be
had had have
| | |
GEC gec GEC
- - -
Marconi marconi Marconi
Research research Research
is is be
not not not
for for for
$ $ $
0 0 0
. . .
02 02 02
each each each
from from from
any ani any
reputable reput reputable
idealist idealist idealist
. . .
| | |
responsible respons responsible
for for for
my my my
opinions opinion opinion
