From from From
: : :
schuch schuch schuch
@ @ @
phx phx phx
. . .
mcd mcd mcd
. . .
mot mot mot
. . .
com com com
( ( (
John john John
Schuch schuch Schuch
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Radio radio Radio
Electronics electron Electronics
Free free Free
information inform information
card card card
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
bopper bopper bopper
2 2 2
. . .
phx phx phx
. . .
mcd mcd mcd
. . .
mot mot mot
. . .
com com com
Organization organ Organization
: : :
Motorola motorola Motorola
Computer comput Computer
Group group Group
, , ,
Tempe temp Tempe
, , ,
Az az Az
. . .
Lines line Lines
: : :
73 73 73
In in In
article articl article
< < <
C c C
5 5 5
uLqG ulqg uLqG
. . .
I i I
5 5 5
@ @ @
acsu acsu acsu
. . .
buffalo buffalo buffalo
. . .
edu edu edu
> > >
v v v
064 064 064
mb mb mb
9 9 9
k k k
@ @ @
ubvmsb ubvmsb ubvmsb
. . .
cc cc cc
. . .
buffalo buffalo buffalo
. . .
edu edu edu
( ( (
NEIL neil NEIL
B b B
. . .
GANDLER gandler GANDLER
) ) )
writes write write
: : :
> > >
> > >
How how How
does doe do
the the the
radio radio radio
Electronics electron Electronics
free free free
information inform information
cards card card
work work work
. . .
> > >
Do do Do
they they they
just just just
send send send
you you you
some some some
general general general
information inform information
about about about
the the the
companies compani company
that that that
> > >
advertise advertis advertise
in in in
their their their
magazine magazin magazine
or or or
does doe do
it it it
also also also
give give give
you you you
sign sign sign
you you you
up up up
for for for
a a a
> > >
catalog catalog catalog
. . .
That that That
depends depend depend
entirely entir entirely
upon upon upon
the the the
advertiser advertis advertiser
whose whose whose
number number number
you you you
circled circl circle
. . .
Radio radio Radio
Electronics electron Electronics
compiles compil compile
all all all
of of of
the the the
cards card card
, , ,
then then then
each each each
advertiser advertis advertiser
gets get get
a a a
computer comput computer
printout printout printout
of of of
the the the
names name name
and and and
addresses address address
of of of
all all all
of of of
the the the
readers reader reader
who who who
circled circl circle
their their their
number number number
. . .
Some some Some
magazines magazin magazine
also also also
provide provid provide
the the the
data data data
on on on
self self self
- - -
adhesive adhes adhesive
labels label label
, , ,
and and and
the the the
really realli really
