From from From
: : :
jeff jeff jeff
@ @ @
nsr nsr nsr
. . .
hp hp hp
. . .
com com com
( ( (
Jeff jeff Jeff
Gruszynski gruszynski Gruszynski
) ) )
Subject subject Subject
: : :
Re re Re
: : :
digital digit digital
voltmeter voltmet voltmeter
- - -
how how how
does doe do
it it it
work work work
? ? ?
Organization organ Organization
: : :
Hewlett hewlett Hewlett
- - -
Packard packard Packard
Lines line Lines
: : :
66 66 66
Distribution distribut Distribution
: : :
world world world
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
hpmvd hpmvd hpmvd
069 069 069
. . .
nsr nsr nsr
. . .
hp hp hp
. . .
com com com
X x X
- - -
Newsreader newsread Newsreader
: : :
TIN tin TIN
[ [ [
version version version
1 1 1
. . .
1 1 1
. . .
2 2 2
PL pl PL
7 7 7
] ] ]
MAMISHEV mamishev MAMISHEV
, , ,
ALEXANDER alexand ALEXANDER
VALENTINO valentino VALENTINO
( ( (
avm avm avm
1993 1993 1993
@ @ @
sigma sigma sigma
. . .
tamu tamu tamu
. . .
edu edu edu
) ) )
wrote wrote write
: : :
: : :
Hello hello Hello
, , ,
: : :
: : :
Let let Let
me me me
introduce introduc introduce
a a a
problem problem problem
: : :
: : :
: : :
When when When
I i I
measure measur measure
a a a
sinusoidal sinusoid sinusoidal
wave wave wave
( ( (
voltage voltag voltage
) ) )
with with with
a a a
digital digit digital
voltmeter voltmet voltmeter
, , ,
using use use
: : :
AC ac AC
mode mode mode
, , ,
my my my
output output output
is is be
an an an
rms rms rms
value valu value
( ( (
a a a
peak peak peak
value valu value
over over over
2 2 2
squared squar square
) ) )
. . .
/ / /
Right right Right
? ? ?
/ / /
: : :
When when When
I i I
measure measur measure
a a a
square squar square
wave wave wave
in in in
the the the
same same same
mode mode mode
( ( (
AC ac AC
) ) )
, , ,
my my my
output output output
is is be
equal equal equal
: : :
to to to
a a a
peak peak peak
value valu value
, , ,
actually actual actually
, , ,
to to to
the the the
upper upper upper
flat flat flat
boundary boundari boundary
of of of
the the the
wave wave wave
. . .
: : :
I i I
assumed assum assume
, , ,
that that that
a a a
digital digit digital
voltmeter voltmet voltmeter
makes make make
some some some
kind kind kind
of of of
integration integr integration
of of of
the the the
: : :
input input input
value valu value
, , ,
and and and
divides divid divide
it it it
over over over
the the the
wave wave wave
period period period
. . .
/ / /
Right right Right
? ? ?
/ / /
: : :
Now now Now
, , ,
I i I
used use use
it it it
to to to
measure measur measure
the the the
same same same
square squar square
wave wave wave
as as a
above abov above
, , ,
but but but
distorted distort distort
: : :
by by by
high high high
- - -
frequency frequenc frequency
harmonics harmon harmonic
. . .
Ideally ideal Ideally
, , ,
output output output
should should should
be be be
the the the
same same same
, , ,
but but but
. . .
. . .
. . .
: : :
The the The
output output output
value valu value
was was be
only onli only
about about about
10 10 10
% % %
of of of
the the the
previous previous previous
one one one
! ! !
: : :
Why whi Why
? ? ?
What what What
is is be
the the the
nature natur nature
of of of
this this this
output output output
value valu value
? ? ?
What what What
does doe do
the the the
voltmeter voltmet voltmeter
: : :
actually actual actually
measure measur measure
? ? ?
And and And
what what what
does doe do
it it it
show show show
? ? ?
Re re Re
: : :
RMS rms RMS
readings read reading
Unless unless Unless
the the the
DVM dvm DVM
* * *
says say say
* * *
it it it
' ' '
s s s
measuring measur measuring
RMS rms RMS
, , ,
it it it
' ' '
s s s
probably probabl probably
Average averag Average
voltage voltag voltage
. . .
The the The
input input input
is is be
diode diod diode
rectified rectifi rectified
and and and
measured measur measure
as as a
DC dc DC
. . .
If if If
it it it
says say say
it it it
' ' '
s s s
RMS rms RMS
and and and
but but but
measures measur measure
square squar square
/ / /
triangle triangl triangle
/ / /
etc etc etc
. . .
incorrectly incorrect incorrectly
, , ,
it it it
' ' '
s s s
measuring measur measuring
average averag average
and and and
multipling multipl multipling
by by by
a a a
correction correct correction
that that that
' ' '
s s s
* * *
only onli only
* * *
true true true
for for for
sine sine sine
waves wave wave
( ( (
i i i
. . .
e e e
. . .
Vave vave Vave
* * *
( ( (
0 0 0
. . .
707 707 707
/ / /
0 0 0
. . .
63 63 63
) ) )
= = =
Vrms vrms Vrms
) ) )
. . .
If if If
you you you
want want want
correct correct correct
RMS rms RMS
for for for
( ( (
most most most
) ) )
any ani any
waveform waveform waveform
, , ,
you you you
need need need
a a a
" " "
True true True
- - -
RMS rms RMS
" " "
DVM dvm DVM
/ / /
DMM dmm DMM
which which which
literally liter literally
does doe do
the the the
Root root Root
- - -
Mean mean Mean
- - -
Square squar Square
calculation calcul calculation
in in in
either either either
analog analog analog
or or or
digital digit digital
circuitry circuitri circuitry
. . .
: : :
: : :
Related relat Related
question question question
( ( (
less less less
important import important
to to to
me me me
) ) )
: : :
: : :
What what What
are are be
advantages advantag advantage
and and and
disadvantages disadvantag disadvantage
of of of
digital digit digital
voltmeters voltmet voltmeter
to to to
compare compar compare
with with with
: : :
analog analog analog
ones one one
? ? ?
The the The
last last last
significant signific significant
advantage advantag advantage
of of of
analog analog analog
( ( (
IMO imo IMO
) ) )
* * *
* * *
was was be
* * *
* * *
being be be
able abl able
to to to
" " "
see see see
" " "
the the the
signal signal signal
if if if
it it it
was was be
changing chang change
over over over
time time time
( ( (
e e e
. . .
g g g
. . .
checking check check
electrolytic electrolyt electrolytic
capacitors capacitor capacitor
) ) )
. . .
Anymore anymor Anymore
, , ,
most most most
DMM dmm DMM
have have have
bargraphs bargraph bargraphs
, , ,
etc etc etc
. . .
that that that
duplicate duplic duplicate
this this this
. . .
: : :
: : :
Thank thank Thank
you you you
for for for
your your your
attention attent attention
, , ,
you you you
could could could
mail mail mail
me me me
your your your
opinion opinion opinion
at at at
: : :
avm avm avm
1993 1993 1993
@ @ @
zeus zeus zeus
. . .
tamu tamu tamu
. . .
edu edu edu
or or or
open open open
a a a
discussion discuss discussion
here here here
. . .
I i I
would would would
appreciate appreci appreciate
either either either
: : :
way way way
. . .
: : :
: : :
: : :
Alexander alexand Alexander
V v V
. . .
Mamishev mamishev Mamishev
: : :
: : :
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
_ _ _
