From from From
: : :
mark mark mark
@ @ @
wdc wdc wdc
. . .
sps sps sps
. . .
mot mot mot
. . .
com com com
( ( (
Mark mark Mark
Shaw shaw Shaw
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Rumors rumor Rumors
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
223 223 223
. . .
199 199 199
. . .
55 55 55
. . .
11 11 11
Organization organ Organization
: : :
Motorola motorola Motorola
Western western Western
MCU mcu MCU
Design design Design
Center center Center
, , ,
Chandler chandler Chandler
Arizona arizona Arizona
Lines line Lines
: : :
17 17 17
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
2 2 2
. . .
174851 174851 174851
. . .
22659 22659 22659
@ @ @
cs cs c
. . .
unca unca unca
. . .
edu edu edu
> > >
, , ,
kepley kepley kepley
@ @ @
photon photon photon
. . .
phys phys phys
. . .
unca unca unca
. . .
edu edu edu
( ( (
Brad brad Brad
Kepley kepley Kepley
) ) )
writes write write
: : :
| | |
> > >
I i I
just just just
heard heard hear
an an an
unbelievable unbeliev unbelievable
rumor rumor rumor
that that that
Motorola motorola Motorola
has has have
decided decid decide
to to to
drop drop drop
their their their
| | |
> > >
integrated integr integrate
circuit circuit circuit
manufacture manufactur manufacture
business busi business
. . .
Apparently appar Apparently
a a a
Digikey digikey Digikey
rep rep rep
called call call
| | |
> > >
one one one
of of of
our our our
production product production
coordinators coordin coordinator
, , ,
for for for
out out out
information inform information
so so so
that that that
we we we
could could could
| | |
> > >
make make make
plans plan plan
to to to
deal deal deal
with with with
this this this
, , ,
that that that
Moto moto Moto
was was be
getting get get
out out out
. . .
Anybody anybodi Anybody
else els else
| | |
> > >
get get get
a a a
call call call
about about about
this this this
? ? ?
| | |
> > >
| | |
> > >
Too too Too
much much much
for for for
me me me
. . .
It it It
' ' '
s s s
about about about
like like like
Intel intel Intel
announcing announc announce
they they they
were were be
getting get get
out out out
| | |
> > >
of of of
the the the
IC ic IC
business busi business
. . .
This this This
rumor rumor rumor
didn didn didn
' ' '
t t t
happen happen happen
to to to
appear appear appear
on on on
April april April
1 1 1
st st st
? ? ?
If if If
this this this
DigiKey digikey DigiKey
rep rep rep
was was be
serious serious serious
, , ,
I i I
think think think
I i I
will will will
buy buy buy
my my my
parts part part
elsewhere elsewher elsewhere
. . .
If if If
that that that
is is be
the the the
way way way
they they they
do do do
business busi business
, , ,
you you you
cannot cannot cannot
trust trust trust
them them them
. . .
Mark mark Mark
