From from From
: : :
craw craw craw
@ @ @
yoyo yoyo yoyo
. . .
cc cc cc
. . .
monash monash monash
. . .
edu edu edu
. . .
au au au
( ( (
Sebastian sebastian Sebastian
Filzek filzek Filzek
) ) )
Subject subject Subject
: : :
IR ir IR
detector detector detector
' ' '
cards card card
' ' '
? ? ?
? ? ?
? ? ?
Summary summari Summary
: : :
IR ir IR
detector detector detector
cards card card
. . .
. . .
? ? ?
? ? ?
? ? ?
Keywords keyword Keywords
: : :
IR ir IR
card card card
Organization organ Organization
: : :
Monash monash Monash
University univers University
, , ,
Melb melb Melb
. . .
, , ,
Australia australia Australia
. . .
Lines line Lines
: : :
23 23 23
Hi hi Hi
people peopl people
. . .
. . .
OK ok OK
heres here here
my my my
problem problem problem
. . .
. . .
. . .
. . .
I i I
keep keep keep
hearing hear hear
about about about
these these these
little littl little
credit credit credit
card card card
type type type
of of of
things thing thing
which which which
detect detect detect
IR ir IR
light light light
. . .
. . .
. . .
. . .
I i I
believe believ believe
that that that
you you you
have have have
to to to
' ' '
charge charg charge
them them them
up up up
' ' '
under under under
normal normal normal
( ( (
visible visibl visible
) ) )
light light light
and and and
then then then
if if if
they they they
are are be
exposed expos expose
to to to
IR ir IR
light light light
they they they
glow glow glow
or or or
something someth something
like like like
that that that
. . .
. . .
. . .
I i I
think think think
that that that
they they they
are are be
avaliable avali avaliable
in in in
the the the
states state state
and and and
even even even
in in in
England england England
, , ,
but but but
alas ala alas
I i I
live live live
in in in
Australia australia Australia
. . .
Could could Could
someone someon someone
please pleas please
inform inform inform
me me me
if if if
I i I
can can can
get get get
these these these
things thing thing
over over over
here here here
, , ,
and and and
if if if
so so so
where where where
? ? ?
? ? ?
? ? ?
and and and
how how how
much much much
? ? ?
? ? ?
? ? ?
Also also Also
are are be
they they they
really realli really
commonly common commonly
avaliable avali avaliable
in in in
the the the
states state state
, , ,
and and and
if if if
so so so
, , ,
then then then
how how how
much much much
are are be
they they they
and and and
who who who
sells sell sell
them them them
( ( (
maybe mayb maybe
if if if
I i I
cant cant cant
get get get
one one one
here here here
, , ,
I i I
' ' '
ll ll ll
write write write
to to to
one one one
of of of
the the the
companies compani company
over over over
seas sea sea
. . .
. . .
) ) )
Anyway anyway Anyway
. . .
. . .
. . .
. . .
Thanks thank Thanks
in in in
advance advanc advance
. . .
. . .
. . .
Sab sab Sab
93 93 93
