From from From
: : :
dtmedin dtmedin dtmedin
@ @ @
catbyte catbyt catbyte
. . .
b b b
30 30 30
. . .
ingr ingr ingr
. . .
com com com
( ( (
Dave dave Dave
Medin medin Medin
) ) )
Subject subject Subject
: : :
Re re Re
: : :
What what What
is is be
Zero zero Zero
dB db dB
? ? ?
? ? ?
? ? ?
? ? ?
Reply repli Reply
- - -
To to To
: : :
dtmedin dtmedin dtmedin
@ @ @
catbyte catbyt catbyte
. . .
b b b
30 30 30
. . .
ingr ingr ingr
. . .
com com com
Organization organ Organization
: : :
Intergraph intergraph Intergraph
Corporation corpor Corporation
, , ,
Huntsville huntsvill Huntsville
AL al AL
Lines line Lines
: : :
81 81 81
In in In
article articl article
< < <
sehari sehari sehari
. . .
733764410 733764410 733764410
@ @ @
vincent vincent vincent
1 1 1
. . .
iastate iastat iastate
. . .
edu edu edu
> > >
, , ,
sehari sehari sehari
@ @ @
iastate iastat iastate
. . .
edu edu edu
( ( (
Babak babak Babak
Sehari sehari Sehari
) ) )
writes write write
: : :
| | |
> > >
In in In
< < <
C c C
4 4 4
truE true truE
. . .
6 6 6
AA aa AA
@ @ @
ms ms m
. . .
uky uki uky
. . .
edu edu edu
> > >
msunde msund msunde
01 01 01
@ @ @
mik mik mik
. . .
uky uki uky
. . .
edu edu edu
( ( (
Mark mark Mark
Underwood underwood Underwood
) ) )
writes write write
: : :
| | |
> > >
| | |
> > >
> > >
I i I
am am be
somewhat somewhat somewhat
familiar familiar familiar
with with with
the the the
dB db dB
measurements measur measurement
as as a
they they they
apply appli apply
to to to
| | |
> > >
> > >
electrical electr electrical
circuits circuit circuit
- - -
i i i
. . .
e e e
. . .
it it it
is is be
the the the
gain gain gain
of of of
( ( (
for for for
example exampl example
) ) )
an an an
amplifier amplifi amplifier
| | |
> > >
> > >
measured measur measure
on on on
a a a
logarithmic logarithm logarithmic
scale scale scale
. . .
However howev However
, , ,
this this this
requires requir require
that that that
you you you
have have have
a a a
| | |
> > >
> > >
reference refer reference
value valu value
: : :
i i i
. . .
e e e
the the the
ouput ouput ouput
is is be
+ + +
20 20 20
dB db dB
( ( (
e e e
. . .
g g g
. . .
) ) )
with with with
respect respect respect
to to to
the the the
input input input
| | |
> > >
> > >
signal signal signal
. . .
< < <
stuff stuff stuff
deleted delet delete
> > >
| | |
> > >
What what What
you you you
actually actual actually
talking talk talk
about about about
here here here
is is be
dBm dbm dBm
and and and
not not not
dB db dB
. . .
However howev However
, , ,
the the the
terms term term
| | |
> > >
are are be
used use use
loosely loos loosely
by by by
most most most
people peopl people
. . .
` ` `
` ` `
dBm dbm dBm
' ' '
' ' '
is is be
power power power
with with with
respact respact respact
to to to
1 1 1
mW mw mW
, , ,
whereas wherea whereas
| | |
> > >
dB db dB
is is be
a a a
ratio ratio ratio
. . .
Now now Now
, , ,
like like like
these these these
two two two
English english English
statement statement statement
: : :
| | |
> > >
| | |
> > >
1 1 1
. . .
I i I
am am be
doing do do
well well well
. . .
| | |
> > >
2 2 2
. . .
I i I
am am be
doing do do
good good good
. . .
| | |
> > >
| | |
> > >
Similarly similar Similarly
, , ,
people peopl people
usually usual usually
use use use
dB db dB
for for for
dBm dbm dBm
. . .
Another anoth Another
common common common
mistake mistak mistake
is is be
spelling spell spell
| | |
> > >
` ` `
` ` `
db db db
' ' '
' ' '
instead instead instead
of of of
` ` `
` ` `
dB db dB
' ' '
' ' '
as as a
you you you
did did do
in in in
your your your
article articl article
. . .
See see See
the the the
` ` `
` ` `
B b B
' ' '
' ' '
is is be
for for for
| | |
> > >
` ` `
` ` `
Bell bell Bell
' ' '
' ' '
company compani company
, , ,
the the the
mother mother mother
of of of
AT at AT
& & &
T t T
and and and
should should should
be be be
capitalized capit capitalize
. . .
| | |
> > >
| | |
> > >
With with With
highest highest high
regards regard regard
, , ,
| | |
> > >
Babak babak Babak
Sehari sehari Sehari
. . .
Good good Good
gravy gravi gravy
! ! !
Decibels decibel Decibels
are are be
all all all
* * *
ratios ratio ratio
. . .
* * *
The the The
question question question
that that that
remains remain remain
in in in
any ani any
ratio ratio ratio
is is be
the the the
reference refer reference
unit unit unit
used use use
. . .
Sometimes sometim Sometimes
, , ,
this this this
will will will
be be be
a a a
reference refer reference
power power power
, , ,
such such such
as as a
1 1 1
milliwatt milliwatt milliwatt
( ( (
given given give
a a a
certain certain certain
circuit circuit circuit
impedance imped impedance
which which which
should should should
also also also
be be be
included includ include
in in in
the the the
fine fine fine
print print print
