From from From
: : :
cab cab cab
@ @ @
col col col
. . .
hp hp hp
. . .
com com com
( ( (
Chris chris Chris
Best best Best
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Uninterruptible uninterrupt Uninterruptible
Power power Power
Supply suppli Supply
Organization organ Organization
: : :
your your your
service servic service
Lines line Lines
: : :
17 17 17
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
hpctdkz hpctdkz hpctdkz
. . .
col col col
. . .
hp hp hp
. . .
com com com
I i I
' ' '
m m m
no no no
expert expert expert
at at at
UPS up UPS
' ' '
s s s
, , ,
but but but
you you you
said said say
something someth something
that that that
made made make
it it it
sound sound sound
like like like
you you you
didn didn didn
' ' '
t t t
realize realiz realize
something someth something
. . .
On on On
a a a
typical typic typical
UPS up UPS
( ( (
well well well
, , ,
on on on
ours our ours
, , ,
anyway anyway anyway
) ) )
, , ,
there there there
is is be
NO no NO
switchover switchov switchover
from from from
AC ac AC
to to to
DC dc DC
. . .
All all All
the the the
protected protect protected
equipment equip equipment
is is be
ALWAYS alway ALWAYS
running run run
from from from
the the the
batteries batteri battery
( ( (
via via via
an an an
inverter invert inverter
) ) )
, , ,
with with with
the the the
usual usual usual
condition condit condition
of of of
also also also
having have have
them them them
on on on
charge charg charge
. . .
If if If
the the the
power power power
fails fail fails
, , ,
big big big
deal deal deal
- - -
the the the
computers comput computer
never never never
see see see
it it it
( ( (
until until until
the the the
batteries batteri battery
start start start
to to to
droop droop droop
, , ,
but but but
there there there
' ' '
s s s
something someth something
like like like
60 60 60
car car car
- - -
sized size sized
batteries batteri battery
in in in
that that that
cabinet cabinet cabinet
, , ,
so so so
it it it
takes take take
a a a
while while while
) ) )
. . .
If if If
you you you
were were be
gonna gonna gonna
run run run
the the the
guts gut gut
on on on
straight straight straight
DC dc DC
instead instead instead
of of of
an an an
inverter invert inverter
, , ,
why whi why
not not not
do do do
it it it
all all all
the the the
time time time
? ? ?
Then then Then
there there there
' ' '
d d d
be be be
no no no
switchover switchov switchover
to to to
screw screw screw
things thing thing
up up up
, , ,
and and and
no no no
having have have
to to to
sense sens sense
the the the
failure failur failure
fast fast fast
. . .
Just just Just
keep keep keep
the the the
DC dc DC
on on on
charge charg charge
when when when
the the the
power power power
is is be
on on on
, , ,
and and and
it it it
' ' '
ll ll ll
be be be
there there there
in in in
zero zero zero
time time time
when when when
you you you
" " "
need need need
" " "
it it it
. . .
Just just Just
some some some
ideas idea idea
. . .
Can can Can
' ' '
t t t
guarantee guarante guarantee
what what what
' ' '
ll ll ll
work work work
or or or
not not not
, , ,
but but but
hope hope hope
at at at
least least least
SOME some SOME
of of of
this this this
helped help helped
. . .
