From from From
: : :
boell boell boell
@ @ @
hpcc hpcc hpcc
01 01 01
. . .
corp corp corp
. . .
hp hp hp
. . .
com com com
( ( (
Donald donald Donald
P p P
Boell boell Boell
) ) )
Subject subject Subject
: : :
Rockies rocki Rockies
opening open open
day day day
cast cast cast
Organization organ Organization
: : :
the the the
HP hp HP
Corporate corpor Corporate
notes note note
server server server
Lines line Lines
: : :
34 34 34
Here here Here
is is be
the the the
Colorado colorado Colorado
Rockies rocki Rockies
openning open openning
day day day
cast cast cast
: : :
Pitchers pitcher Pitchers
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Scott scott Scott
Aldred aldr Aldred
( ( (
L l L
) ) )
MLB mlb MLB
Totals total Totals
31 31 31
games game game
, , ,
6 6 6
- - -
14 14 14
, , ,
5 5 5
. . .
08 08 08
ERA era ERA
, , ,
0 0 0
saves save save
Andy andi Andy
Ashby ashbi Ashby
( ( (
R r R
) ) )
18 18 18
games game game
, , ,
2 2 2
- - -
8 8 8
, , ,
6 6 6
. . .
72 72 72
ERA era ERA
, , ,
0 0 0
saves save save
Willie willi Willie
Blair blair Blair
( ( (
R r R
) ) )
67 67 67
games game game
, , ,
10 10 10
- - -
15 15 15
, , ,
4 4 4
. . .
57 57 57
ERA era ERA
, , ,
0 0 0
saves save save
Butch butch Butch
Henry henri Henry
( ( (
L l L
) ) )
28 28 28
games game game
, , ,
6 6 6
- - -
9 9 9
, , ,
4 4 4
. . .
02 02 02
ERA era ERA
, , ,
0 0 0
saves save save
Darren darren Darren
Holmes holm Holmes
( ( (
R r R
) ) )
95 95 95
games game game
, , ,
5 5 5
- - -
9 9 9
, , ,
4 4 4
. . .
10 10 10
ERA era ERA
, , ,
9 9 9
saves save save
David david David
Neid neid Neid
( ( (
R r R
) ) )
6 6 6
games game game
, , ,
3 3 3
- - -
0 0 0
, , ,
1 1 1
. . .
17 17 17
ERA era ERA
, , ,
0 0 0
saves save save
Jeff jeff Jeff
Parrett parrett Parrett
( ( (
R r R
) ) )
341 341 341
games game game
, , ,
46 46 46
- - -
30 30 30
, , ,
3 3 3
. . .
65 65 65
ERA era ERA
, , ,
21 21 21
saves save save
Steve steve Steve
Reed reed Reed
( ( (
R r R
) ) )
18 18 18
games game game
, , ,
1 1 1
- - -
0 0 0
, , ,
2 2 2
. . .
30 30 30
ERA era ERA
, , ,
0 0 0
saves save save
Bruce bruce Bruce
Ruffin ruffin Ruffin
( ( (
L l L
) ) )
223 223 223
games game game
, , ,
43 43 43
- - -
64 64 64
, , ,
4 4 4
. . .
31 31 31
ERA era ERA
, , ,
3 3 3
saves save save
Bryn bryn Bryn
Smith smith Smith
( ( (
R r R
) ) )
354 354 354
games game game
, , ,
106 106 106
- - -
90 90 90
, , ,
3 3 3
. . .
44 44 44
ERA era ERA
, , ,
6 6 6
saves save save
Gary gari Gary
Wayne wayn Wayne
( ( (
L l L
) ) )
147 147 147
games game game
, , ,
8 8 8
- - -
8 8 8
, , ,
3 3 3
. . .
44 44 44
ERA era ERA
, , ,
3 3 3
saves save save
The the The
rest rest rest
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Joe joe Joe
Girardi girardi Girardi
( ( (
C c C
) ) )
304 304 304
games game game
, , ,
. . .
262 262 262
, , ,
3 3 3
HR hr HR
, , ,
70 70 70
RBI rbi RBI
, , ,
10 10 10
SB sb SB
Danny danni Danny
Sheaffer sheaffer Sheaffer
( ( (
C c C
) ) )
32 32 32
games game game
, , ,
. . .
110 110 110
, , ,
1 1 1
HR hr HR
, , ,
5 5 5
RBI rbi RBI
, , ,
0 0 0
SB sb SB
Freddie freddi Freddie
Benavides benavid Benavides
( ( (
SS ss SS
) ) )
98 98 98
games game game
, , ,
. . .
246 246 246
, , ,
1 1 1
HR hr HR
, , ,
20 20 20
RBI rbi RBI
, , ,
1 1 1
SB sb SB
Vinny vinni Vinny
Castilla castilla Castilla
( ( (
SS ss SS
) ) )
21 21 21
games game game
, , ,
. . .
238 238 238
, , ,
0 0 0
HR hr HR
, , ,
1 1 1
RBI rbi RBI
, , ,
0 0 0
SB sb SB
Andres andr Andres
Galarraga galarraga Galarraga
( ( (
1 1 1
B b B
) ) )
942 942 942
games game game
