From from From
: : :
gt gt gt
0523 0523 0523
e e e
@ @ @
prism prism prism
. . .
gatech gatech gatech
. . .
EDU edu EDU
( ( (
Michael michael Michael
Andre andr Andre
Mule mule Mule
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Tickets ticket Tickets
etc etc etc
. . .
. . .
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
hydra hydra hydra
. . .
91513 91513 91513
Distribution distribut Distribution
: : :
usa usa usa
Organization organ Organization
: : :
Georgia georgia Georgia
Institute institut Institute
of of of
Technology technolog Technology
Lines line Lines
: : :
39 39 39
Let let Let
' ' '
s s s
look look look
at at at
the the the
effects effect effect
of of of
inflation inflat inflation
on on on
1930 1930 1930
' ' '
s s s
superstars superstar superstar
' ' '
salaries salari salary
. . .
I i I
read read read
once onc once
that that that
the the the
Babe babe Babe
made made make
$ $ $
80 80 80
, , ,
000 000 000
one one one
year year year
and and and
that that that
was was be
about about about
as as as
good good good
as as a
it it it
got got get
for for for
him him him
. . .
Let let Let
' ' '
s s s
assume assum assume
he he he
made made make
that that that
in in in
1928 1928 1928
( ( (
I i I
' ' '
m m m
not not not
sure sure sure
of of of
the the the
figures figur figure
, , ,
but but but
I i I
know know know
I i I
' ' '
m m m
in in in
the the the
ballpark ballpark ballpark
- - -
- - -
pun pun pun
intended intend intend
) ) )
. . .
: : :
- - -
) ) )
Today today Today
, , ,
assuming assum assume
a a a
4 4 4
% % %
yearly year yearly
inflation inflat inflation
rate rate rate
, , ,
which which which
is is be
an an an
understatement understat understatement
if if if
not not not
accurate accur accurate
, , ,
his his his
measly measli measly
$ $ $
80 80 80
, , ,
000 000 000
salary salari salary
would would would
be be be
worth worth worth
. . .
FV fv FV
= = =
$ $ $
80 80 80
, , ,
000 000 000
x x x
( ( (
1 1 1
+ + +
4 4 4
% % %
) ) )
^ ^ ^
( ( (
1993 1993 1993
- - -
1928 1928 1928
) ) )
= = =
$ $ $
80 80 80
, , ,
000 000 000
x x x
( ( (
1 1 1
. . .
04 04 04
) ) )
^ ^ ^
65 65 65
= = =
just just just
over over over
$ $ $
1 1 1
, , ,
000 000 000
, , ,
000 000 000
. . .
Assuming assum Assuming
inflation inflat inflation
is is be
average averag average
of of of
around around around
5 5 5
% % %
. . .
FV fv FV
= = =
$ $ $
80 80 80
, , ,
000 000 000
x x x
( ( (
1 1 1
+ + +
5 5 5
% % %
) ) )
^ ^ ^
65 65 65
= = =
almost almost almost
2 2 2
, , ,
000 000 000
, , ,
000 000 000
. . .
( ( (
I i I
didn didn didn
' ' '
t t t
crunch crunch crunch
these these these
numbers number number
beforehand beforehand beforehand
) ) )
. . .
These these These
numbers number number
might might might
lead lead lead
one one one
to to to
believe believ believe
that that that
today today today
' ' '
s s s
players player player
are are be
slightly slight slightly
overpaid overpaid overpay
. . .
The the The
Babe babe Babe
appears appear appear
to to to
have have have
made made make
then then then
what what what
today today today
' ' '
s s s
average averag average
to to to
above abov above
average averag average
players player player
make make make
now now now
. . .
Perfectly perfect Perfectly
accurate accur accurate
salary salari salary
, , ,
year year year
of of of
salary salari salary
, , ,
and and and
average averag average
inflation inflat inflation
rate rate rate
would would would
make make make
this this this
analysis analysi analysis
more more more
accurate accur accurate
, , ,
but but but
I i I
don don don
` ` `
t t t
think think think
I i I
' ' '
m m m
off off off
by by by
much much much
. . .
Chop chop Chop
Chop chop Chop
Michael michael Michael
Mule mule Mule
' ' '
- - -
- - -
Michael michael Michael
Andre andr Andre
Mule mule Mule
Georgia georgia Georgia
Institute institut Institute
of of of
Technology technolog Technology
, , ,
Atlanta atlanta Atlanta
Georgia georgia Georgia
, , ,
30332 30332 30332
uucp uucp uucp
: : :
. . .
. . .
. . .
! ! !
{ { {
decvax decvax decvax
, , ,
hplabs hplab hplabs
, , ,
ncar ncar ncar
, , ,
purdue purdu purdue
, , ,
rutgers rutger rutgers
} } }
! ! !
gatech gatech gatech
! ! !
prism prism prism
! ! !
gt gt gt
0523 0523 0523
e e e
Internet internet Internet
: : :
gt gt gt
0523 0523 0523
e e e
@ @ @
prism prism prism
. . .
gatech gatech gatech
. . .
edu edu edu
