From from From
: : :
gspira gspira gspira
@ @ @
nyx nyx nyx
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
( ( (
Greg greg Greg
Spira spira Spira
) ) )
Subject subject Subject
: : :
Re re Re
: : :
DAVE dave DAVE
KINGMAN kingman KINGMAN
FOR for FOR
THE the THE
HALL hall HALL
OF of OF
FAME fame FAME
Organization organ Organization
: : :
University univers University
of of of
Denver denver Denver
, , ,
Dept dept Dept
. . .
of of of
Math math Math
& & &
Comp comp Comp
. . .
Sci sci Sci
. . .
Lines line Lines
: : :
79 79 79
( ( (
Steve steve Steve
Tomassi tomassi Tomassi
) ) )
writes write write
: : :
> > >
Hi hi Hi
, , ,
baseball basebal baseball
fans fan fan
! ! !
So so So
what what what
do do do
you you you
say say say
? ? ?
Don don Don
' ' '
t t t
you you you
think think think
he he he
deserves deserv deserve
it it it
? ? ?
> > >
I i I
> > >
mean mean mean
, , ,
heck heck heck
, , ,
if if if
Dave dave Dave
Winfield winfield Winfield
( ( (
ho ho ho
- - -
hum hum hum
) ) )
is is be
seriously serious seriously
being be be
considered consid consider
for for for
it it it
, , ,
> > >
as as a
> > >
is is be
Lee lee Lee
Smith smith Smith
( ( (
ha ha ha
) ) )
, , ,
then then then
why whi why
don don don
' ' '
t t t
we we we
give give give
Dave dave Dave
Kingman kingman Kingman
a a a
chance chanc chance
? ? ?
Or or Or
Darrell darrel Darrell
> > >
Evans evan Evans
! ! !
Yeah yeah Yeah
, , ,
yeah yeah yeah
! ! !
After after After
the the the
Hall hall Hall
of of of
Fame fame Fame
takes take take
in in in
them them them
, , ,
it it it
can can can
take take take
in in in
> > >
Eddie eddi Eddie
> > >
Murray murray Murray
and and and
Jeff jeff Jeff
Reardon reardon Reardon
. . .
Unfortunately unfortun Unfortunately
, , ,
you you you
seem seem seem
to to to
lack lack lack
the the the
ability abil ability
to to to
rate rate rate
players player player
. . .
Dave dave Dave
Winfield winfield Winfield
has has have
had had have
a a a
better better good
career career career
than than than
half half half
the the the
people peopl people
