From from From
: : :
steph steph steph
@ @ @
pegasus pegasus pegasus
. . .
cs cs c
. . .
uiuc uiuc uiuc
. . .
edu edu edu
( ( (
Dale dale Dale
Stephenson stephenson Stephenson
) ) )
Subject subject Subject
: : :
" " "
Seer seer Seer
" " "
Stephenson stephenson Stephenson
picks pick pick
the the the
A a A
. . .
L l L
. . .
East east East
Summary summari Summary
: : :
The the The
division divis division
has has have
gone gone go
to to to
the the the
birds bird bird
Keywords keyword Keywords
: : :
last last last
chance chanc chance
for for for
foolishness foolish foolishness
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
pegasus pegasus pegasus
. . .
steph steph steph
. . .
733989466 733989466 733989466
Organization organ Organization
: : :
University univers University
of of of
Illinois illinoi Illinois
, , ,
Dept dept Dept
. . .
of of of
Comp comp Comp
. . .
Sci sci Sci
. . .
, , ,
Urbana urbana Urbana
, , ,
IL il IL
Lines line Lines
: : :
95 95 95
Having have Having
run run run
completely complet completely
out out out
of of of
time time time
, , ,
I i I
' ' '
ve ve ve
got got get
to to to
get get get
my my my
prophesies prophesi prophesies
and and and
predictions predict prediction
for for for
the the the
A a A
. . .
L l L
. . .
out out out
. . .
Qualifications qualif Qualifications
- - -
- - -
one one one
of of of
the the the
worse wors bad
finishes finish finish
in in in
last last last
year year year
' ' '
s s s
prediction predict prediction
contest contest contest
. . .
AL al AL
East east East
- - -
- - -
1993 1993 1993
1 1 1
. . .
Baltimore baltimor Baltimore
Orioles oriol Orioles
Why whi Why
the the the
Orioles oriol Orioles
? ? ?
Well well Well
, , ,
I i I
pondered ponder ponder
long long long
and and and
hard hard hard
, , ,
and and and
it it it
all all all
came came come
down down down
to to to
this this this
: : :
- - -
- - -
The the The
Blue blue Blue
Jays jay Jays
are are be
going go go
the the the
wrong wrong wrong
direction direct direction
. . .
- - -
- - -
Can can Can
' ' '
t t t
bring bring bring
myself myself myself
to to to
pick pick pick
the the the
Yankees yanke Yankees
- - -
- - -
Milwaukee milwauke Milwaukee
was was be
a a a
fluke fluke fluke
- - -
- - -
Indians indian Indians
aren aren aren
' ' '
t t t
ready readi ready
to to to
contend contend contend
- - -
- - -
