From from From
: : :
gotribe gotrib gotribe
@ @ @
cbnewse cbnews cbnewse
. . .
cb cb cb
. . .
att att att
. . .
com com com
( ( (
richard richard richard
. . .
g g g
. . .
barry barri barry
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Reds red Reds
Without without Without
Sleeves sleev Sleeves
( ( (
was was be
Re re Re
: : :
New new New
Uniforms uniform Uniforms
) ) )
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
cbnewse cbnews cbnewse
. . .
1993 1993 1993
Apr apr Apr
6 6 6
. . .
220115 220115 220115
. . .
16282 16282 16282
Organization organ Organization
: : :
AT at AT
& & &
T t T
Lines line Lines
: : :
21 21 21
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
6 6 6
. . .
204514 204514 204514
. . .
2180 2180 2180
@ @ @
adobe adob adobe
. . .
com com com
> > >
, , ,
snichols snichol snichols
@ @ @
adobe adob adobe
. . .
com com com
( ( (
Sherri sherri Sherri
Nichols nichol Nichols
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
12805 12805 12805
@ @ @
news news news
. . .
duke duke duke
. . .
edu edu edu
> > >
fierkelab fierkelab fierkelab
@ @ @
bchm bchm bchm
. . .
biochem biochem biochem
. . .
duke duke duke
. . .
edu edu edu
( ( (
Eric eric Eric
Roush roush Roush
) ) )
writes write write
: : :
> > >
> > >
> > >
> > >
> > >
> > >
Am am Am
I i I
the the the
only onli only
person person person
who who who
thinks think think
the the the
Reds red Reds
sleeveless sleeveless sleeveless
uniforms uniform uniform
are are be
> > >
> > >
ugly ugli ugly
? ? ?
Yet yet Yet
another anoth another
reason reason reason
why whi why
they they they
won won win
' ' '
t t t
win win win
the the the
NL nl NL
West west West
! ! !
; ; ;
) ) )
> > >
> > >
If if If
uniforms uniform uniform
really realli really
were were be
a a a
deciding decid decide
factor factor factor
in in in
pennant pennant pennant
races race race
, , ,
the the the
' ' '
79 79 79
Pirates pirat Pirates
> > >
would would would
have have have
never never never
won won win
anything anyth anything
; ; ;
those those those
have have have
to to to
be be be
the the the
ugliest ugliest ugly
uniforms uniform uniform
I i I
' ' '
ve ve ve
> > >
ever ever ever
seen seen see
, , ,
particular particular particular
the the the
all all all
- - -
yellow yellow yellow
set set set
. . .
> > >
> > >
Sherri sherri Sherri
Nichols nichol Nichols
> > >
snichols snichol snichols
@ @ @
adobe adob adobe
. . .
com com com
> > >
My my My
vote vote vote
goes goe go
for for for
the the the
( ( (
' ' '
75 75 75
? ? ?
) ) )
Indians indian Indians
with with with
their their their
all all all
- - -
red red red
uniforms uniform uniform
. . .
Boog boog Boog
Powell powel Powell
once onc once
said said say
he he he
felt felt felt
like like like
a a a
big big big
red red red
blood blood blood
clot clot clot
. . .
Rich rich Rich
Barry barri Barry
barry barri barry
@ @ @
ihlpe ihlp ihlpe
. . .
att att att
. . .
com com com
