From from From
: : :
tedward tedward tedward
@ @ @
cs cs c
. . .
cornell cornel cornell
. . .
edu edu edu
( ( (
Edward edward Edward
[ [ [
Ted ted Ted
] ] ]
Fischer fischer Fischer
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Jack jack Jack
Morris morri Morris
Organization organ Organization
: : :
Cornell cornel Cornell
Univ univ Univ
. . .
CS cs CS
Dept dept Dept
, , ,
Ithaca ithaca Ithaca
NY ny NY
14853 14853 14853
Lines line Lines
: : :
33 33 33
In in In
article articl article
< < <
1 1 1
qt qt qt
6 6 6
ooINN ooinn ooINN
7 7 7
gd gd gd
@ @ @
senator senat senator
- - -
bedfellow bedfellow bedfellow
. . .
MIT mit MIT
. . .
EDU edu EDU
> > >
cmk cmk cmk
@ @ @
athena athena athena
. . .
mit mit mit
. . .
edu edu edu
( ( (
Charles charl Charles
M m M
Kozierok kozierok Kozierok
) ) )
writes write write
: : :
> > >
> > >
the the the
only onli only
really realli really
valid valid valid
retort retort retort
to to to
Valentine valentin Valentine
is is be
: : :
weren weren weren
' ' '
t t t
the the the
Red red Red
Sox sox Sox
trying tri try
> > >
to to to
get get get
Morris morri Morris
too too too
? ? ?
oh oh oh
, , ,
sure sure sure
, , ,
they they they
* * *
said said say
* * *
Viola viola Viola
was was be
their their their
first first first
choice choic choice
> > >
afterwards afterward afterwards
, , ,
but but but
what what what
should should should
we we we
have have have
expected expect expect
they they they
would would would
say say say
? ? ?
Lou lou Lou
wanted want want
Morris morri Morris
all all all
along along along
. . .
The the The
idiot idiot idiot
. . .
Giving give Giving
the the the
man man man
$ $ $
40 40 40
million million million
to to to
play play play
with with with
is is be
like like like
giving give give
a a a
five five five
year year year
old old old
a a a
loaded load loaded
Uzi uzi Uzi
with with with
the the the
safety safeti safety
off off off
. . .
The the The
only onli only
question question question
is is be
how how how
many mani many
shots shot shot
he he he
will will will
get get get
off off off
before befor before
somebody somebodi somebody
is is be
wise wise wise
enough enough enough
to to to
take take take
it it it
away away away
. . .
> > >
} } }
And and And
don don don
' ' '
t t t
tell tell tell
me me me
Boston boston Boston
will will will
win win win
this this this
year year year
. . .
They they They
won won win
' ' '
t t t
> > >
} } }
even even even
be be be
in in in
the the the
top top top
4 4 4
in in in
the the the
division divis division
, , ,
more more more
like like like
6 6 6
th th th
. . .
> > >
> > >
if if if
this this this
is is be
true true true
, , ,
it it it
won won win
' ' '
t t t
be be be
for for for
lack lack lack
of of of
contribution contribut contribution
by by by
Viola viola Viola
, , ,
so so so
who who who
cares care care
? ? ?
I i I
don don don
' ' '
t t t
see see see
why whi why
people peopl people
expect expect expect
Boston boston Boston
to to to
finish finish finish
sixth sixth sixth
. . .
The the The
bottom bottom bottom
four four four
teams team team
last last last
year year year
were were be
essentially essenti essentially
tied tie tie
. . .
Boston boston Boston
, , ,
in in in
seventh seventh seventh
place place place
, , ,
had had have
73 73 73
wins win win
. . .
The the The
Yankees yanke Yankees
and and and
Indians indian Indians
, , ,
tied tie tie
for for for
fourth fourth fourth
place place place
, , ,
had had have
76 76 76
wins win win
. . .
Now now Now
I i I
should should should
think think think
it it it
is is be
obvious obvious obvious
that that that
the the the
Red red Red
Sox sox Sox
improved improv improve
more more more
than than than
the the the
Indians indian Indians
or or or
Tigers tiger Tigers
. . .
Basically basic Basically
, , ,
the the the
Red red Red
Sox sox Sox
are are be
stronger stronger stronger
this this this
year year year
at at at
1 1 1
B b B
, , ,
DH dh DH
, , ,
SS ss SS
, , ,
LF lf LF
, , ,
and and and
RF rf RF
. . .
They they They
have have have
healthier healthier healthier
starting start start
pitchers pitcher pitcher
( ( (
so so so
far far far
, , ,
at at at
least least least
) ) )
and and and
better better good
relievers reliev reliever
. . .
I i I
see see see
no no no
reason reason reason
why whi why
they they they
shouldn shouldn shouldn
' ' '
t t t
win win win
~ ~ ~
85 85 85
games game game
. . .
Meanwhile meanwhil Meanwhile
, , ,
the the the
Indians indian Indians
are are be
in in in
shambles shambl shamble
and and and
the the the
Tigers tiger Tigers
* * *
still still still
* * *
have have have
no no no
pitching pitch pitching
. . .
They they They
will will will
win win win
some some some
20 20 20
- - -
3 3 3
blowouts blowout blowout
, , ,
but but but
they they they
will will will
lose lose lose
an an an
awful aw awful
lot lot lot
of of of
7 7 7
- - -
5 5 5
games game game
too too too
. . .
* * *
MAYBE mayb MAYBE
* * *
the the the
Sox sox Sox
will will will
play play play
poorly poor poorly
, , ,
win win win
78 78 78
games game game
, , ,
and and and
finish finish finish
fifth fifth fifth
. . .
But but But
I i I
think think think
third third third
or or or
fourth fourth fourth
place place place
is is be
more more more
likely like likely
. . .
Cheers cheer Cheers
, , ,
- - -
Valentine valentin Valentine
