From from From
: : :
niguma niguma niguma
@ @ @
ug ug ug
. . .
cs cs c
. . .
dal dal dal
. . .
ca ca ca
( ( (
Gord gord Gord
Niguma niguma Niguma
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Notes note Notes
on on on
Jays jay Jays
vs vs v
. . .
Indians indian Indians
Series seri Series
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
ug ug ug
. . .
cs cs c
. . .
dal dal dal
. . .
ca ca ca
Organization organ Organization
: : :
Math math Math
, , ,
Stats stat Stats
& & &
CS cs CS
, , ,
Dalhousie dalhousi Dalhousie
University univers University
, , ,
Halifax halifax Halifax
, , ,
NS ns NS
, , ,
Canada canada Canada
Distribution distribut Distribution
: : :
na na na
Lines line Lines
: : :
38 38 38
In in In
< < <
1993 1993 1993
Apr apr Apr
15 15 15
. . .
123803 123803 123803
. . .
4618 4618 4618
@ @ @
webo webo webo
. . .
dg dg dg
. . .
com com com
> > >
lyford lyford lyford
@ @ @
dagny dagni dagny
. . .
webo webo webo
. . .
dg dg dg
. . .
com com com
( ( (
Lyford lyford Lyford
Beverage beverag Beverage
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
13 13 13
. . .
202037 202037 202037
. . .
9485 9485 9485
@ @ @
cs cs c
. . .
cornell cornel cornell
. . .
edu edu edu
> > >
, , ,
tedward tedward tedward
@ @ @
cs cs c
. . .
cornell cornel cornell
. . .
edu edu edu
( ( (
Edward edward Edward
[ [ [
Ted ted Ted
] ] ]
Fischer fischer Fischer
) ) )
writes write write
: : :
> > >
| | |
> > >
In in In
article articl article
< < <
rudyC rudyc rudyC
5 5 5
Fr fr Fr
3 3 3
q q q
. . .
1 1 1
CL cl CL
@ @ @
netcom netcom netcom
. . .
com com com
> > >
rudy rudi rudy
@ @ @
netcom netcom netcom
. . .
com com com
( ( (
Rudy rudi Rudy
Wade wade Wade
) ) )
writes write write
: : :
> > >
| | |
> > >
> > >
In in In
article articl article
< < <
C c C
5 5 5
FMxD fmxd FMxD
. . .
2 2 2
pM pm pM
@ @ @
cs cs c
. . .
dal dal dal
. . .
ca ca ca
> > >
niguma niguma niguma
@ @ @
ug ug ug
. . .
cs cs c
. . .
dal dal dal
. . .
ca ca ca
( ( (
Gord gord Gord
Niguma niguma Niguma
) ) )
writes write write
: : :
> > >
| | |
> > >
> > >
> > >
reference refer reference
to to to
history histori history
because becaus because
he he he
certainly certain certainly
didn didn didn
' ' '
t t t
have have have
the the the
best best best
season season season
for for for
> > >
| | |
> > >
> > >
> > >
second second second
basemen basemen basemen
in in in
history histori history
. . .
He he He
probably probabl probably
didn didn didn
' ' '
t t t
even even even
have have have
as as as
good good good
a a a
season season season
as as a
> > >
| | |
> > >
> > >
> > >
Alomar alomar Alomar
last last last
year year year
. . .
> > >
| | |
> > >
> > >
> > >
| | |
> > >
> > >
What what What
? ? ?
Do do Do
you you you
have have have
some some some
measure measur measure
( ( (
like like like
popularity popular popularity
in in in
Toronto toronto Toronto
doesn doesn doesn
' ' '
t t t
count count count
) ) )
> > >
| | |
> > >
> > >
that that that
you you you
are are be
basing base base
this this this
statement statement statement
on on on
? ? ?
> > >
| | |
> > >
> > >
| | |
> > >
Uh uh Uh
, , ,
yes yes yes
. . .
Baerga baerga Baerga
has has have
a a a
lot lot lot
of of of
flash flash flash
, , ,
but but but
Alomar alomar Alomar
was was be
the the the
better better good
hitter hitter hitter
> > >
| | |
> > >
last last last
year year year
. . .
> > >
| | |
> > >
> > >
| | |
> > >
BATTERS batter BATTERS
BA ba BA
SLG slg SLG
OBP obp OBP
G g G
AB ab AB
R r R
H h H
TB tb TB
2 2 2
B b B
3 3 3
B b B
HR hr HR
RBI rbi RBI
