From from From
: : :
mike mike mike
@ @ @
cunixf cunixf cunixf
. . .
cc cc cc
. . .
columbia columbia columbia
. . .
edu edu edu
( ( (
Michael michael Michael
Chen chen Chen
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Jack jack Jack
Morris morri Morris
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
cunixf cunixf cunixf
. . .
cc cc cc
. . .
columbia columbia columbia
. . .
edu edu edu
Reply repli Reply
- - -
To to To
: : :
mike mike mike
@ @ @
cunixf cunixf cunixf
. . .
cc cc cc
. . .
columbia columbia columbia
. . .
edu edu edu
( ( (
Michael michael Michael
Chen chen Chen
) ) )
Organization organ Organization
: : :
Columbia columbia Columbia
University univers University
Lines line Lines
: : :
44 44 44
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
19 19 19
. . .
024222 024222 024222
. . .
11181 11181 11181
@ @ @
newshub newshub newshub
. . .
ariel ariel ariel
. . .
yorku yorku yorku
. . .
ca ca ca
> > >
cs cs c
902043 902043 902043
@ @ @
ariel ariel ariel
. . .
yorku yorku yorku
. . .
ca ca ca
( ( (
SHAWN shawn SHAWN
LUDDINGTON luddington LUDDINGTON
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
18 18 18
. . .
032345 032345 032345
. . .
5178 5178 5178
@ @ @
cs cs c
. . .
cornell cornel cornell
. . .
edu edu edu
> > >
tedward tedward tedward
@ @ @
cs cs c
. . .
cornell cornel cornell
. . .
edu edu edu
( ( (
Edward edward Edward
[ [ [
Ted ted Ted
] ] ]
Fischer fischer Fischer
) ) )
writes write write
: : :
> > >
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
18 18 18
. . .
030412 030412 030412
. . .
1210 1210 1210
@ @ @
mnemosyne mnemosyn mnemosyne
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
> > >
gspira gspira gspira
@ @ @
nyx nyx nyx
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
( ( (
Greg greg Greg
Spira spira Spira
) ) )
writes write write
: : :
> > >
> > >
> > >
Howard howard Howard
_ _ _
Wong wong Wong
@ @ @
mindlink mindlink mindlink
. . .
bc bc bc
. . .
ca ca ca
( ( (
Howard howard Howard
Wong wong Wong
) ) )
writes write write
: : :
> > >
> > >
> > >
> > >
> > >
> > >
> > >
Has has Has
Jack jack Jack
lost lost lose
a a a
bit bit bit
of of of
his his his
edge edg edge
? ? ?
What what What
is is be
the the the
worst worst bad
start start start
Jack jack Jack
Morris morri Morris
has has have
had had have
? ? ?
> > >
> > >
> > >
> > >
> > >
> > >
Uh uh Uh
, , ,
Jack jack Jack
lost lost lose
his his his
edge edg edge
about about about
5 5 5
years year year
ago ago ago
, , ,
and and and
has has have
had had have
only onli only
one one one
above abov above
> > >
> > >
> > >
average averag average
year year year
in in in
the the the
last last last
5 5 5
. . .
> > >
> > >
> > >
> > >
Again again Again
goes goe go
to to to
