From from From
: : :
addison addison addison
@ @ @
leland leland leland
. . .
Stanford stanford Stanford
. . .
EDU edu EDU
( ( (
Brett brett Brett
Rogers roger Rogers
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Defensive defens Defensive
Averages averag Averages
1988 1988 1988
- - -
1992 1992 1992
- - -
- - -
Shortstop shortstop Shortstop
Organization organ Organization
: : :
DSG dsg DSG
, , ,
Stanford stanford Stanford
University univers University
, , ,
CA ca CA
94305 94305 94305
, , ,
USA usa USA
Lines line Lines
: : :
12 12 12
In in In
article articl article
< < <
steph steph steph
. . .
735027990 735027990 735027990
@ @ @
pegasus pegasus pegasus
. . .
cs cs c
. . .
uiuc uiuc uiuc
. . .
edu edu edu
> > >
steph steph steph
@ @ @
pegasus pegasus pegasus
. . .
cs cs c
. . .
uiuc uiuc uiuc
. . .
edu edu edu
( ( (
Dale dale Dale
Stephenson stephenson Stephenson
) ) )
writes write write
: : :
> > >
> > >
Smith smith Smith
, , ,
Ozzie ozzi Ozzie
. . .
742 742 742
. . .
717 717 717
. . .
697 697 697
. . .
672 672 672
. . .
664 664 664
0 0 0
. . .
701 701 701
> > >
The the The
Wizard wizard Wizard
' ' '
s s s
1988 1988 1988
is is be
the the the
second second second
highest highest high
year year year
ever ever ever
. . .
Still still Still
very veri very
good good good
, , ,
> > >
but but but
I i I
don don don
' ' '
t t t
like like like
the the the
way way way
his his his
numbers number number
have have have
declined declin decline
every everi every
year year year
. . .
In in In
a a a
few few few
> > >
years year year
may may may
be be be
a a a
defensive defens defensive
liability liabil liability
. . .
That that That
' ' '
s s s
rich rich rich
. . .
. . .
. . .
Ozzie ozzi Ozzie
Smith smith Smith
a a a
defensive defens defensive
liability liabil liability
. . .
. . .
. . .
Brett brett Brett
Rogers roger Rogers
addison addison addison
@ @ @
leland leland leland
. . .
stanford stanford stanford
. . .
edu edu edu
