From from From
: : :
dfl dfl dfl
@ @ @
math math math
. . .
wayne wayn wayne
. . .
edu edu edu
( ( (
David david David
Frohardt frohardt Frohardt
- - -
Lane lane Lane
) ) )
Subject subject Subject
: : :
Re re Re
: : :
RBI rbi RBI
' ' '
s s s
( ( (
was was be
: : :
Notes note Notes
on on on
Jays jay Jays
/ / /
Indians indian Indians
) ) )
Organization organ Organization
: : :
Wayne wayn Wayne
State state State
University univers University
Math math Math
Department depart Department
, , ,
Detroit detroit Detroit
Distribution distribut Distribution
: : :
na na na
Lines line Lines
: : :
23 23 23
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
15 15 15
. . .
212014 212014 212014
. . .
1782 1782 1782
@ @ @
news news news
. . .
acns acn acns
. . .
nwu nwu nwu
. . .
edu edu edu
> > >
edo edo edo
@ @ @
casbah casbah casbah
. . .
acns acn acns
. . .
nwu nwu nwu
. . .
edu edu edu
( ( (
Edward edward Edward
Ouellette ouellett Ouellette
) ) )
writes write write
: : :
> > >
Me me Me
, , ,
too too too
. . .
. . .
. . .
RBI rbi RBI
are are be
a a a
worthless worthless worthless
stat stat stat
. . .
Of of Of
course cours course
, , ,
so so so
is is be
stolen stolen steal
bases base base
because becaus because
> > >
sometimes sometim sometimes
runners runner runner
are are be
in in in
front front front
of of of
a a a
player player player
that that that
would would would
otherwise otherwis otherwise
run run run
. . .
And and And
of of of
> > >
course cours course
pitchers pitcher pitcher
pitch pitch pitch
differently differ differently
with with with
different differ different
people peopl people
on on on
different differ different
bases base base
, , ,
> > >
so so so
batting bat batting
average averag average
, , ,
slugging slug slug
and and and
obp obp obp
out out out
, , ,
too too too
. . .
Hmmm hmmm Hmmm
. . .
. . .
. . .
i i i
guess guess guess
homers homer homer
would would would
> > >
not not not
count count count
then then then
, , ,
either either either
. . .
> > >
My my My
point point point
? ? ?
RBI rbi RBI
might might might
not not not
be be be
a a a
perfect perfect perfect
stat stat stat
but but but
nothing noth nothing
is is be
. . .
And and And
no no no
stat stat stat
( ( (
or or or
lack lack lack
> > >
of of of
) ) )
can can can
tell tell tell
me me me
there there there
are are be
no no no
clutch clutch clutch
hitters hitter hitter
. . .
Maybe mayb Maybe
no no no
stat stat stat
CAN can CAN
tell tell tell
me me me
, , ,
> > >
either either either
, , ,
but but but
some some some
people peopl people
are are be
. . .
. . .
. . .
I i I
just just just
know know know
it it it
! ! !
! ! !
! ! !
8 8 8
) ) )
But but But
why whi why
would would would
you you you
want want want
to to to
use use use
RBI rbi RBI
? ? ?
RBI rbi RBI
is is be
an an an
attempt attempt attempt
to to to
measure measur measure
is is be
some some some
combination combin combination
of of of
clutch clutch clutch
hitting hit hitting
and and and
power power power
hitting hit hitting
. . .
If if If
you you you
believe believ believe
in in in
clutch clutch clutch
hitting hit hitting
, , ,
then then then
look look look
at at at
how how how
the the the
guy guy guy
hit hit hit
with with with
RISP risp RISP
. . .
If if If
you you you
want want want
to to to
see see see
how how how
good good good
of of of
a a a
slugger slugger slugger
he he he
is is be
, , ,
then then then
look look look
at at at
his his his
slugging slug slug
average averag average
. . .
In in In
terms term term
of of of
evaluating evalu evaluate
players player player
, , ,
RBI rbi RBI
totals total total
are are be
better better good
than than than
nothing noth nothing
. . .
But but But
why whi why
use use use
them them them
when when when
so so so
many mani many
better better good
stats stat stats
are are be
out out out
there there there
? ? ?
- - -
- - -
David david David
Frohardt frohardt Frohardt
- - -
Lane lane Lane
dfl dfl dfl
@ @ @
math math math
. . .
wayne wayn wayne
. . .
edu edu edu
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
Go go Go
Tigers tiger Tigers
, , ,
Lions lion Lions
, , ,
Pistons piston Pistons
, , ,
Red red Red
Wings wing Wings
and and and
Wolverines wolverin Wolverines
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
