From from From
: : :
jtchern jtchern jtchern
@ @ @
ocf ocf ocf
. . .
berkeley berkeley berkeley
. . .
edu edu edu
( ( (
Joseph joseph Joseph
Hernandez hernandez Hernandez
) ) )
Subject subject Subject
: : :
MLB mlb MLB
Standings stand Standings
and and and
Scores score Scores
for for for
Tue tue Tue
, , ,
Apr apr Apr
6 6 6
th th th
, , ,
1993 1993 1993
Keywords keyword Keywords
: : :
mlb mlb mlb
, , ,
04 04 04
. . .
06 06 06
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
agate agat agate
. . .
1 1 1
ps ps ps
77 77 77
v v v
$ $ $
5 5 5
dr dr dr
Distribution distribut Distribution
: : :
world world world
Organization organ Organization
: : :
JTC jtc JTC
Enterprises enterpris Enterprises
Sports sport Sports
Division divis Division
( ( (
Major major Major
League leagu League
Baseball basebal Baseball
Dept dept Dept
. . .
) ) )
Lines line Lines
: : :
72 72 72
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
monsoon monsoon monsoon
. . .
berkeley berkeley berkeley
. . .
edu edu edu
MLB mlb MLB
Standings stand Standings
and and and
Scores score Scores
for for for
Tuesday tuesday Tuesday
, , ,
April april April
6 6 6
th th th
, , ,
1993 1993 1993
( ( (
including includ include
yesterday yesterday yesterday
' ' '
s s s
games game game
) ) )
NATIONAL nation NATIONAL
WEST west WEST
Won won Won
Lost lost Lost
Pct pct Pct
. . .
GB gb GB
Last last Last
10 10 10
Streak streak Streak
Home home Home
Road road Road
Atlanta atlanta Atlanta
Braves brave Braves
01 01 01
00 00 00
1 1 1
. . .
000 000 000
- - -
- - -
1 1 1
- - -
0 0 0
Won won Won
1 1 1
00 00 00
- - -
00 00 00
01 01 01
- - -
00 00 00
Cincinnati cincinnati Cincinnati
Reds red Reds
01 01 01
00 00 00
1 1 1
. . .
000 000 000
- - -
- - -
1 1 1
- - -
0 0 0
Won won Won
1 1 1
01 01 01
- - -
00 00 00
00 00 00
- - -
00 00 00
San san San
Diego diego Diego
Padres padr Padres
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
San san San
Francisco francisco Francisco
Giants giant Giants
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
Colorado colorado Colorado
Rockies rocki Rockies
00 00 00
01 01 01
. . .
000 000 000
1 1 1
. . .
0 0 0
0 0 0
- - -
1 1 1
Lost lost Lost
1 1 1
00 00 00
- - -
00 00 00
00 00 00
- - -
01 01 01
Houston houston Houston
Astros astro Astros
00 00 00
01 01 01
. . .
000 000 000
1 1 1
. . .
0 0 0
0 0 0
- - -
1 1 1
Lost lost Lost
1 1 1
00 00 00
- - -
01 01 01
00 00 00
- - -
00 00 00
Los los Los
Angeles angel Angeles
Dodgers dodger Dodgers
00 00 00
01 01 01
. . .
000 000 000
1 1 1
. . .
0 0 0
0 0 0
- - -
1 1 1
Lost lost Lost
1 1 1
00 00 00
- - -
00 00 00
00 00 00
- - -
01 01 01
NATIONAL nation NATIONAL
EAST east EAST
Florida florida Florida
Marlins marlin Marlins
01 01 01
00 00 00
1 1 1
. . .
000 000 000
- - -
- - -
1 1 1
- - -
0 0 0
Won won Won
1 1 1
01 01 01
- - -
00 00 00
00 00 00
- - -
00 00 00
New new New
York york York
Mets met Mets
01 01 01
00 00 00
1 1 1
. . .
000 000 000
- - -
- - -
1 1 1
- - -
0 0 0
Won won Won
1 1 1
01 01 01
- - -
00 00 00
00 00 00
- - -
00 00 00
Philadelphia philadelphia Philadelphia
Phillies philli Phillies
01 01 01
00 00 00
1 1 1
. . .
000 000 000
- - -
- - -
1 1 1
- - -
0 0 0
Won won Won
1 1 1
00 00 00
- - -
00 00 00
01 01 01
- - -
00 00 00
Pittsburgh pittsburgh Pittsburgh
Pirates pirat Pirates
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
St st St
. . .
Louis loui Louis
Cardinals cardin Cardinals
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
Chicago chicago Chicago
Cubs cub Cubs
00 00 00
01 01 01
. . .
000 000 000
1 1 1
. . .
0 0 0
0 0 0
- - -
1 1 1
Lost lost Lost
1 1 1
00 00 00
- - -
01 01 01
00 00 00
- - -
00 00 00
Montreal montreal Montreal
Expos expo Expos
00 00 00
01 01 01
. . .
000 000 000
1 1 1
. . .
0 0 0
0 0 0
- - -
1 1 1
Lost lost Lost
1 1 1
00 00 00
- - -
00 00 00
00 00 00
- - -
01 01 01
AMERICAN american AMERICAN
WEST west WEST
Won won Won
Lost lost Lost
Pct pct Pct
. . .
GB gb GB
Last last Last
10 10 10
Streak streak Streak
Home home Home
Road road Road
Oakland oakland Oakland
Athletics athlet Athletics
01 01 01
00 00 00
1 1 1
. . .
000 000 000
- - -
- - -
1 1 1
- - -
0 0 0
Won won Won
1 1 1
01 01 01
- - -
00 00 00
00 00 00
- - -
00 00 00
Texas texa Texas
Rangers ranger Rangers
01 01 01
00 00 00
1 1 1
. . .
000 000 000
- - -
- - -
1 1 1
- - -
0 0 0
Won won Won
1 1 1
00 00 00
- - -
00 00 00
01 01 01
- - -
00 00 00
California california California
Angels angel Angels
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
Chicago chicago Chicago
White white White
Sox sox Sox
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
Minnesota minnesota Minnesota
Twins twin Twins
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
Seattle seattl Seattle
Mariners marin Mariners
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
Kansas kansa Kansas
City citi City
Royals royal Royals
00 00 00
01 01 01
. . .
000 000 000
1 1 1
. . .
0 0 0
0 0 0
- - -
1 1 1
Lost lost Lost
1 1 1
00 00 00
- - -
01 01 01
00 00 00
- - -
00 00 00
AMERICAN american AMERICAN
EAST east EAST
Boston boston Boston
Red red Red
Sox sox Sox
01 01 01
00 00 00
1 1 1
. . .
000 000 000
- - -
- - -
1 1 1
- - -
0 0 0
Won won Won
1 1 1
00 00 00
- - -
00 00 00
01 01 01
- - -
00 00 00
New new New
York york York
Yankees yanke Yankees
01 01 01
00 00 00
1 1 1
. . .
000 000 000
- - -
- - -
1 1 1
- - -
0 0 0
Won won Won
1 1 1
00 00 00
- - -
00 00 00
01 01 01
- - -
00 00 00
Milwaukee milwauke Milwaukee
Brewers brewer Brewers
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
Toronto toronto Toronto
Blue blue Blue
Jays jay Jays
00 00 00
00 00 00
. . .
000 000 000
0 0 0
. . .
5 5 5
0 0 0
- - -
0 0 0
- - -
- - -
- - -
00 00 00
- - -
00 00 00
00 00 00
- - -
00 00 00
Baltimore baltimor Baltimore
Orioles oriol Orioles
00 00 00
01 01 01
. . .
000 000 000
1 1 1
. . .
0 0 0
0 0 0
- - -
1 1 1
Lost lost Lost
1 1 1
00 00 00
- - -
01 01 01
00 00 00
- - -
00 00 00
Cleveland cleveland Cleveland
Indians indian Indians
00 00 00
01 01 01
. . .
000 000 000
1 1 1
. . .
0 0 0
0 0 0
- - -
1 1 1
Lost lost Lost
1 1 1
00 00 00
- - -
01 01 01
00 00 00
- - -
00 00 00
Detroit detroit Detroit
Tigers tiger Tigers
00 00 00
01 01 01
. . .
000 000 000
1 1 1
. . .
0 0 0
0 0 0
- - -
1 1 1
Lost lost Lost
1 1 1
00 00 00
- - -
00 00 00
00 00 00
- - -
01 01 01
YESTERDAY yesterday YESTERDAY
' ' '
S s S
SCORES score SCORES
NATIONAL nation NATIONAL
LEAGUE leagu LEAGUE
AMERICAN american AMERICAN
LEAGUE leagu LEAGUE
Montreal montreal Montreal
1 1 1
New new New
York york York
9 9 9
Cincinnati cincinnati Cincinnati
2 2 2
