From from From
: : :
rickert rickert rickert
@ @ @
NeXTwork nextwork NeXTwork
. . .
Rose rose Rose
- - -
Hulman hulman Hulman
. . .
Edu edu Edu
( ( (
John john John
H h H
. . .
Rickert rickert Rickert
) ) )
Subject subject Subject
: : :
Re re Re
: : :
My my My
' ' '
93 93 93
picks pick pick
( ( (
with with with
only onli only
one one one
comment comment comment
) ) )
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
master master master
. . .
1 1 1
psqpdINNh psqpdinnh psqpdINNh
9 9 9
v v v
Reply repli Reply
- - -
To to To
: : :
rickert rickert rickert
@ @ @
NeXTwork nextwork NeXTwork
. . .
Rose rose Rose
- - -
Hulman hulman Hulman
. . .
Edu edu Edu
( ( (
John john John
H h H
. . .
Rickert rickert Rickert
) ) )
Organization organ Organization
: : :
Computer comput Computer
Science scienc Science
Department depart Department
at at at
Rose rose Rose
- - -
Hulman hulman Hulman
Lines line Lines
: : :
47 47 47
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
g g g
215 215 215
a a a
- - -
1 1 1
. . .
nextwork nextwork nextwork
. . .
rose rose rise
- - -
hulman hulman hulman
. . .
edu edu edu
In in In
article articl article
< < <
12786 12786 12786
@ @ @
news news news
. . .
duke duke duke
. . .
edu edu edu
> > >
fierkelab fierkelab fierkelab
@ @ @
bchm bchm bchm
. . .
biochem biochem biochem
. . .
duke duke duke
. . .
edu edu edu
( ( (
Eric eric Eric
Roush roush Roush
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1 1 1
psbg psbg psbg
8 8 8
INNgjj inngjj INNgjj
@ @ @
master master master
. . .
cs cs c
. . .
rose rose rise
- - -
hulman hulman hulman
. . .
edu edu edu
> > >
> > >
rickert rickert rickert
@ @ @
NeXTwork nextwork NeXTwork
. . .
Rose rose Rose
- - -
Hulman hulman Hulman
. . .
Edu edu Edu
( ( (
John john John
H h H
. . .
Rickert rickert Rickert
) ) )
writes write write
: : :
> > >
> > >
In in In
article articl article
< < <
jfr jfr jfr
2 2 2
. . .
733938351 733938351 733938351
@ @ @
Ra ra Ra
. . .
MsState msstate MsState
. . .
Edu edu Edu
> > >
jfr jfr jfr
2 2 2
@ @ @
Ra ra Ra
. . .
MsState msstate MsState
. . .
Edu edu Edu
( ( (
Jackie jacki Jackie
F f F
. . .
> > >
> > >
Russell russel Russell
) ) )
writes write write
: : :
> > >
> > >
> > >
psg psg psg
+ + +
@ @ @
pitt pitt pitt
. . .
edu edu edu
( ( (
Paul paul Paul
S s S
Galvanek galvanek Galvanek
) ) )
writes write write
: : :
> > >
> > >
> > >
> > >
National nation National
League leagu League
West west West
> > >
> > >
> > >
> > >
Cincinnati cincinnati Cincinnati
- - -
- - -
- - -
- - -
> > >
> > >
> > >
> > >
Houston houston Houston
5 5 5
. . .
0 0 0
> > >
> > >
> > >
> > >
Atlanta atlanta Atlanta
8 8 8
. . .
0 0 0
> > >
> > >
> > >
ARGH argh ARGH
! ! !
Here here Here
is is be
where where where
you you you
are are be
obviously obvious obviously
dead dead dead
wrong wrong wrong
. . .
Not not Not
since sinc since
the the the
Yankees yanke Yankees
> > >
> > >
> > >
of of of
the the the
20 20 20
' ' '
s s s
and and and
30 30 30
' ' '
s s s
has has have
a a a
team team team
been been be
so so so
nicely nice nicely
setup setup setup
as as a
this this this
years year year
( ( (
and and and
> > >
> > >
> > >
years year year
to to to
come come come
) ) )
Braves brave Braves
. . .
I i I
don don don
' ' '
t t t
think think think
that that that
the the the
All all All
- - -
Star star Star
team team team
will will will
be be be
able abl able
> > >
> > >
This this This
may may may
be be be
an an an
appropriate appropri appropriate
comparison comparison comparison
. . .
> > >
> > >
The the The
1929 1929 1929
- - -
31 31 31
Yankees yanke Yankees
