From from From
: : :
mjones mjone mjones
@ @ @
watson watson watson
. . .
ibm ibm ibm
. . .
com com com
( ( (
Mike mike Mike
Jones jone Jones
) ) )
Subject subject Subject
: : :
Re re Re
: : :
So so So
Far far Far
, , ,
So so So
Good good Good
( ( (
THE the THE
RED red RED
SOX sox SOX
) ) )
Reply repli Reply
- - -
To to To
: : :
mjones mjone mjones
@ @ @
donald donald donald
. . .
aix aix aix
. . .
kingston kingston kingston
. . .
ibm ibm ibm
. . .
com com com
Disclaimer disclaim Disclaimer
: : :
This this This
posting post post
represents repres represent
the the the
poster poster poster
' ' '
s s s
views view view
, , ,
not not not
necessarily necessarili necessarily
those those those
of of of
IBM ibm IBM
. . .
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
fenway fenway fenway
. . .
aix aix aix
. . .
kingston kingston kingston
. . .
ibm ibm ibm
. . .
com com com
Organization organ Organization
: : :
IBM ibm IBM
AIX aix AIX
/ / /
ESA esa ESA
Development develop Development
, , ,
Kingston kingston Kingston
NY ny NY
Lines line Lines
: : :
68 68 68
ec ec ec
003 003 003
b b b
@ @ @
uhura uhura uhura
. . .
cc cc cc
. . .
rochester rochest rochester
. . .
edu edu edu
( ( (
Wizard wizard Wizard
) ) )
writes write write
: : :
> > >
I i I
have have have
posted post post
two two two
new new new
postings post posting
on on on
the the the
net net net
, , ,
since sinc since
I i I
discovered discov discover
how how how
to to to
use use use
it it it
, , ,
> > >
and and and
both both both
times time time
I i I
received receiv receive
redicule redicul redicule
for for for
predicting predict predict
the the the
Red red Red
Sox sox Sox
as as as
high high high
as as a
> > >
Third third Third
in in in
the the the
AL al AL
East east East
. . .
Id id Id
like like like
to to to
hear hear hear
why whi why
it it it
is is be
people peopl people
dont dont dont
think think think
the the the
Sox sox Sox
> > >
can can can
be be be
as as as
high high high
as as a
Third third Third
this this this
year year year
. . .
Here here Here
are are be
some some some
of of of
my my my
observations observ observation
: : :
Well well Well
, , ,
had had have
you you you
been been be
a a a
bit bit bit
less less less
exuberant exuber exuberant
in in in
both both both
the the the
tone tone tone
and and and
substance substanc substance
of of of
your your your
predictions predict prediction
, , ,
the the the
