From from From
: : :
yoony yooni yoony
@ @ @
aix aix aix
. . .
rpi rpi rpi
. . .
edu edu edu
( ( (
Young young Young
- - -
Hoon hoon Hoon
Yoon yoon Yoon
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Constitutionality constitut Constitutionality
of of of
18 18 18
U u U
. . .
S s S
. . .
C c C
922 922 922
( ( (
o o o
) ) )
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
aix aix aix
. . .
rpi rpi rpi
. . .
edu edu edu
Distribution distribut Distribution
: : :
usa usa usa
Lines line Lines
: : :
50 50 50
brians brian brians
@ @ @
atlastele atlastel atlastele
. . .
com com com
( ( (
Brian brian Brian
Sheets sheet Sheets
) ) )
writes write write
: : :
> > >
You you You
know know know
, , ,
I i I
was was be
reading read read
18 18 18
U u U
. . .
S s S
. . .
C c C
. . .
922 922 922
and and and
something someth something
just just just
did did do
not not not
make make make
> > >
sence senc sence
and and and
I i I
was was be
wondering wonder wonder
if if if
someone someon someone
could could could
help help help
me me me
out out out
. . .
> > >
Say say Say
U u U
. . .
S s S
. . .
C c C
. . .
922 922 922
: : :
> > >
( ( (
1 1 1
) ) )
Except except Except
as as as
provided provid provide
in in in
paragraph paragraph paragraph
( ( (
2 2 2
) ) )
, , ,
it it it
shall shall shall
be be be
unlawful unlaw unlawful
for for for
> > >
any ani any
person person person
to to to
transfer transfer transfer
or or or
possess possess possess
a a a
machinegun machinegun machinegun
. . .
> > >
Well well Well
I i I
got got get
to to to
looking look look
in in in
my my my
law law law
dictionary dictionari dictionary
and and and
I i I
found found find
that that that
a a a
" " "
person person person
" " "
> > >
might might might
also also also
be be be
an an an
artificial artifici artificial
entity entiti entity
that that that
is is be
created creat create
by by by
government govern government
> > >
and and and
has has have
no no no
rights right right
under under under
the the the
federal feder federal
constitution constitut constitution
. . .
So so So
, , ,
what what what
I i I
> > >
don don don
' ' '
t t t
understand understand understand
is is be
how how how
a a a
statute statut statute
like like like
922 922 922
can can can
be be be
enforced enforc enforce
on on on
> > >
an an an
individual individu individual
. . .
So so So
someone someon someone
tell tell tell
me me me
how how how
my my my
government govern government
can can can
tell tell tell
> > >
me me me
what what what
I i I
can can can
or or or
cannot cannot cannot
possess possess posse
. . .
Just just Just
passing pass pass
a a a
law law law
> > >
does doe do
not not not
make make make
it it it
LAW law LAW
. . .
Everyone everyon Everyone
knows know know
that that that
laws law law
are are be
constitional constit constitional
> > >
until until until
it it it
goes goe go
to to to
court court court
. . .
So so So
, , ,
has has have
it it it
ever ever ever
gone gone go
to to to
court court court
, , ,
not not not
> > >
just just just
your your your
run run run
of of of
the the the
mill mill mill
" " "
Ok ok Ok
I i I
had had have
it it it
I i I
am am be
guilty guilti guilty
, , ,
put put put
me me me
in in in
jail jail jail
" " "
> > >
Has has Has
anyone anyon anyone
ever ever ever
claimed claim claim
that that that
they they they
had had have
a a a
right right right
to to to
possess possess possess
and and and
was was be
told told tell
> > >
by by by
the the the
Supreme suprem Supreme
Court court Court
that that that
they they they
didn didn didn
' ' '
t t t
have have have
that that that
right right right
? ? ?
> > >
- - -
- - -
> > >
Brian brian Brian
Sheets sheet Sheets
_ _ _
/ / /
| | |
" " "
TRUCK truck TRUCK
? ? ?
! ! !
What what What
truck truck truck
? ? ?
" " "
> > >
Support support Support
Engineer engin Engineer
\ \ \
` ` `
o o o
_ _ _
O o O
' ' '
> > >
Atlas atlas Atlas
Telecom telecom Telecom
Inc inc Inc
. . .
( ( (
) ) )
- - -
Raiders raider Raiders
of of of
the the the
Lost lost Lost
Ark ark Ark
> > >
brians brian brians
@ @ @
atlastele atlastel atlastele
. . .
com com com
U u U
I i I
' ' '
m m m
not not not
a a a
lawyer lawyer lawyer
but but but
to to to
the the the
best best best
of of of
my my my
understanding understand understanding
, , ,
the the the
Congress congress Congress
has has have
no no no
more more more
rights right right
than than than
what what what
is is be
enumerated enumer enumerate
in in in
the the the
constitution constitut constitution
. . .
That that That
is is be
the the the
prime prime prime
reason reason reason
why whi why
the the the
National nation National
Firearms firearm Firearms
Act act Act
is is be
based base base
on on on
collecting collect collect
revenue revenu revenue
. . .
Since sinc Since
the the the
Congress congress Congress
has has have
the the the
authority author authority
to to to
levy levi levy
taxes tax tax
, , ,
the the the
NFA nfa NFA
is is be
a a a
tax tax tax
act act act
and and and
the the the
registration registr registration
requirement requir requirement
within within within
it it it
is is be
to to to
assist assist assist
in in in
that that that
tax tax tax
collection collect collection
. . .
U u U
. . .
S s S
. . .
C c C
922 922 922
, , ,
in in in
order order order
to to to
be be be
constitutional constitut constitutional
, , ,
must must must
have have have
a a a
basis basi basis
on on on
a a a
particular particular particular
authority author authority
granted grant grant
to to to
the the the
Congress congress Congress
by by by
the the the
Constitution constitut Constitution
. . .
Congress congress Congress
can can can
not not not
arbitrarily arbitrarili arbitrarily
ban ban ban
a a a
substance substanc substance
or or or
product product product
. . .
That that That
is is be
why whi why
prohibition prohibit prohibition
came came come
into into into
effect effect effect
, , ,
only onli only
by by by
passing pass pass
an an an
ammendment ammend ammendment
. . .
What what What
you you you
said said say
about about about
constitutionality constitut constitutionality
of of of
law law law
needs need need
to to to
be be be
clarified clarifi clarify
. . .
I i I
believe believ believe
that that that
an an an
unconstitutional unconstitut unconstitutional
law law law
was was be
never never never
constitutional constitut constitutional
. . .
When when When
a a a
law law law
is is be
determined determin determine
by by by
the the the
Supreme suprem Supreme
Court court Court
, , ,
to to to
be be be
unconstitutional unconstitut unconstitutional
, , ,
that that that
law law law
was was be
never never never
really realli really
a a a
law law law
. . .
The the The
very veri very
nature natur nature
of of of
the the the
law law law
being be be
unconstitutional unconstitut unconstitutional
invalidates invalid invalidate
the the the
law law law
at at at
it it it
' ' '
s s s
inception incept inception
. . .
Please pleas Please
correct correct correct
me me me
if if if
I i I
' ' '
m m m
wrong wrong wrong
, , ,
but but but
when when when
a a a
law law law
is is be
deemed deem deem
to to to
be be be
unconstitutional unconstitut unconstitutional
, , ,
anyone anyon anyone
convicted convict convict
of of of
breaking break break
that that that
law law law
is is be
absolved absolv absolve
. . .
I i I
don don don
' ' '
t t t
believe believ believe
U u U
. . .
S s S
. . .
C c C
922 922 922
has has have
ever ever ever
been been be
challenged challeng challenge
in in in
court court court
. . .
NFA nfa NFA
has has have
been been be
invalidated invalid invalidate
in in in
two two two
Federal feder Federal
District district District
Court court Court
cases case case
( ( (
one one one
may may may
have have have
been been be
appellate appel appellate
level level level
{ { {
U u U
. . .
S s S
. . .
vs vs v
Rock rock Rock
Island island Island
Armory armori Armory
and and and
U u U
. . .
S s S
. . .
vs vs v
Dalton dalton Dalton
} } }
) ) )
. . .
