From from From
: : :
crphilli crphilli crphilli
@ @ @
hound hound hound
. . .
dazixca dazixca dazixca
. . .
ingr ingr ingr
. . .
com com com
( ( (
Ron ron Ron
Phillips phillip Phillips
) ) )
Subject subject Subject
: : :
Armed arm Armed
Citizen citizen Citizen
- - -
April april April
' ' '
93 93 93
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
hound hound hound
Reply repli Reply
- - -
To to To
: : :
crphilli crphilli crphilli
@ @ @
hound hound hound
. . .
dazixca dazixca dazixca
. . .
ingr ingr ingr
. . .
com com com
Organization organ Organization
: : :
" " "
Intergraph intergraph Intergraph
Electronics electron Electronics
, , ,
Mountain mountain Mountain
View view View
, , ,
CA ca CA
" " "
Distribution distribut Distribution
: : :
usa usa usa
Lines line Lines
: : :
150 150 150
THE the THE
ARMED arm ARMED
CITIZEN citizen CITIZEN
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
Mere mere Mere
presence presenc presence
of of of
a a a
firearm firearm firearm
, , ,
without without without
a a a
shot shot shot
being be be
fired fire fire
, , ,
prevents prevent prevents
crime crime crime
in in in
many mani many
instances instanc instance
, , ,
as as a
shown shown show
by by by
news news news
reports report report
sent sent send
to to to
The the The
Armed arm Armed
Citizen citizen Citizen
. . .
Shooting shoot Shooting
usually usual usually
can can can
be be be
justified justifi justify
only onli only
where where where
crime crime crime
constitutes constitut constitute
an an an
immediate immedi immediate
, , ,
imminent immin imminent
threat threat threat
to to to
life life life
or or or
limb limb limb
or or or
, , ,
in in in
some some some
circumstances circumst circumstance
, , ,
property properti property
. . .
The the The
accounts account account
below below below
are are be
from from from
clippings clip clipping
sent sent send
in in in
by by by
NRA nra NRA
members member member
. . .
Anyone anyon Anyone
is is be
free free free
to to to
quote quot quote
or or or
reproduce reproduc reproduce
them them them
. . .
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
Retired retir Retired
Las las Las
Vegas vega Vegas
deputy deputi deputy
police polic police
chief chief chief
Larry larri Larry
Bolden bolden Bolden
initially initi initially
tried tri try
to to to
defend defend defend
himself himself himself
with with with
a a a
steering steer steer
wheel wheel wheel
bar bar bar
lock lock lock
when when when
a a a
criminal crimin criminal
attacked attack attack
him him him
in in in
his his his
car car car
. . .
But but But
then then then
the the the
intruder intrud intruder
wrestled wrestl wrestle
it it it
from from from
him him him
, , ,
Bolden bolden Bolden
pulled pull pull
his his his
pistol pistol pistol
and and and
fired fire fire
several sever several
times time time
, , ,
wounding wound wound
his his his
attacker attack attacker
and and and
stopping stop stop
the the the
incident incid incident
. . .
" " "
He he He
was was be
just just just
a a a
citizen citizen citizen
defending defend defending
himself himself himself
, , ,
" " "
a a a
police polic police
official offici official
said said say
. . .
( ( (
The the The
Review review Review
- - -
Journal journal Journal
, , ,
Las las Las
Vegas vega Vegas
, , ,
Nev nev Nev
. . .
, , ,
11 11 11
/ / /
11 11 11
/ / /
92 92 92
) ) )
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
A a A
pair pair pair
of of of
teenaged teenag teenaged
robbers robber robber
armed arm arm
with with with
a a a
sawed saw saw
- - -
off off off
shotgun shotgun shotgun
and and and
handguns handgun handgun
took took take
the the the
day day day
' ' '
s s s
receipts receipt receipt
from from from
Brooklyn brooklyn Brooklyn
bodega bodega bodega
owner owner owner
Hector hector Hector
Martinez martinez Martinez
. . .
As as As
they they they
made made make
their their their
getaway getaway getaway
, , ,
Martinez martinez Martinez
grabbed grab grab
his his his
registered regist registered
12 12 12
- - -
gauge gaug gauge
shotgun shotgun shotgun
and and and
gave gave give
chase chase chase
. . .
When when When
one one one
fired fire fire
, , ,
Martinez martinez Martinez
returned return return
three three three
blasts blast blast
, , ,
slightly slight slightly
wounding wound wound
his his his
assailants assail assailant
. . .
They they They
fled fled flee
but but but
were were be
apprehended apprehend apprehend
when when when
they they they
sought sought seek
medical medic medical
attention attent attention
. . .
( ( (
Newsday newsday Newsday
, , ,
Long long Long
Island island Island
, , ,
N n N
. . .
Y y Y
. . .
, , ,
01 01 01
/ / /
05 05 05
/ / /
93 93 93
) ) )
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
A a A
sign sign sign
posted post post
on on on
the the the
door door door
of of of
Roman roman Roman
Paras para Paras
' ' '
shop shop shop
reads read read
" " "
The the The
owners owner owner
of of of
this this this
property properti property
are are be
armed arm arm
and and and
highly high highly
skilled skill skilled
to to to
protect protect protect
life life life
, , ,
liberty liberti liberty
and and and
property properti property
from from from
criminal crimin criminal
attack attack attack
. . .
" " "
Apparently appar Apparently
, , ,
a a a
pair pair pair
of of of
robbers robber robber
didn didn didn
' ' '
t t t
pause paus pause
to to to
read read read
it it it
as as a
they they they
threatened threaten threaten
Paras para Paras
' ' '
wife wife wife
in in in
their their their
Oxnard oxnard Oxnard
, , ,
Calif calif Calif
. . .
, , ,
convenience conveni convenience
store store store
. . .
Hearing hear Hearing
her her her
scream scream scream
, , ,
Paras para Paras
grabbed grab grab
his his his
. . .
38 38 38
, , ,
ran ran run
to to to
the the the
front front front
of of of
the the the
store store store
and and and
shot shot shot
it it it
out out out
with with with
the the the
masked mask masked
and and and
armed arm arm
men men men
, , ,
killing kill kill
one one one
criminal crimin criminal
. . .
( ( (
The the The
Times time Times
, , ,
Los los Los
Angeles angel Angeles
, , ,
Calif calif Calif
. . .
, , ,
12 12 12
/ / /
04 04 04
/ / /
92 92 92
) ) )
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
Anne ann Anne
Marie mari Marie
Sullivan sullivan Sullivan
was was be
showering shower shower
in in in
her her her
Portland portland Portland
, , ,
Oreg oreg Oreg
. . .
, , ,
home home home
one one one
morning morn morning
when when when
she she she
heard heard hear
the the the
front front front
door door door
crash crash crash
in in in
. . .
She she She
jumped jump jump
out out out
of of of
the the the
shower shower shower
in in in
time time time
to to to
see see see
a a a
man man man
entering enter enter
the the the
home home home
. . .
Running run Running
to to to
the the the
bedroom bedroom bedroom
, , ,
Sullivan sullivan Sullivan
retrieved retriev retrieve
her her her
boyfriend boyfriend boyfriend
' ' '
s s s
pistol pistol pistol
and and and
fired fire fire
two two two
shots shot shot
, , ,
mortally mortal mortally
wounding wound wound
the the the
intruder intrud intruder
. . .
The the The
dead dead dead
man man man
had had have
a a a
lengthy lengthi lengthy
police polic police
and and and
prison prison prison
record record record
. . .
( ( (
The the The
Oregonian oregonian Oregonian
, , ,
Portland portland Portland
, , ,
Oreg oreg Oreg
. . .
, , ,
01 01 01
/ / /
07 07 07
/ / /
93 93 93
) ) )
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
Mike mike Mike
Baranelli baranelli Baranelli
would would would
have have have
let let let
two two two
robbers robber robber
who who who
burst burst burst
into into into
a a a
Birmingham birmingham Birmingham
, , ,
Ala ala Ala
. . .
, , ,
barber barber barber
shop shop shop
keep keep keep
his his his
money money money
. . .
But but But
the the the
75 75 75
- - -
year year year
- - -
old old old
retired retir retire
teacher teacher teacher
was was be
unwilling unwil unwilling
to to to
surrender surrend surrender
his his his
life life life
. . .
When when When
the the the
intruders intrud intruder
ordered order order
Baranelli baranelli Baranelli
, , ,
the the the
shop shop shop
owner owner owner
, , ,
and and and
another anoth another
man man man
to to to
lie lie lie
on on on
the the the
floor floor floor
, , ,
Baranelli baranelli Baranelli
pulled pull pull
his his his
pistol pistol pistol
and and and
shot shot shot
both both both
men men men
in in in
the the the
head head head
, , ,
killing kill kill
one one one
. . .
" " "
I i I
felt felt felt
sure sure sure
there there there
was was be
going go go
to to to
be be be
three three three
dead dead dead
people peopl people
in in in
there there there
. . .
I i I
think think think
I i I
had had have
some some some
divine divin divine
help help help
, , ,
" " "
Baranelli baranelli Baranelli
said said say
. . .
( ( (
The the The
Sunday sunday Sunday
Advertiser advertis Advertiser
, , ,
Montgomery montgomeri Montgomery
, , ,
Ala ala Ala
. . .
, , ,
01 01 01
/ / /
03 03 03
/ / /
93 93 93
) ) )
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
Believing believ Believing
an an an
elderly elder elderly
Harvey harvey Harvey
, , ,
Ill ill Ill
. . .
, , ,
couple coupl couple
would would would
again again again
be be be
easy easi easy
prey prey prey
, , ,
a a a
knife knife knife
- - -
wielding wield wielding
home home home
invader invad invader
instead instead instead
met met meet
death death death
when when when
the the the
76 76 76
- - -
year year year
- - -
old old old
homeowner homeown homeowner
loosed loos loose
three three three
rounds round round
from from from
a a a
semi semi semi
- - -
automatic automat automatic
pistol pistol pistol
. . .
Police polic Police
said said say
the the the
dead dead dead
man man man
had had have
been been be
charged charg charge
several sever several
times time time
for for for
thefts theft theft
from from from
the the the
couple coupl couple
' ' '
s s s
home home home
. . .
( ( (
The the The
Star star Star
, , ,
Chicago chicago Chicago
Heights height Heights
, , ,
Ill ill Ill
. . .
, , ,
01 01 01
/ / /
07 07 07
/ / /
93 93 93
) ) )
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
The the The
criminal crimin criminal
' ' '
s s s
profile profil profile
was was be
scheduled schedul schedule
to to to
appear appear appear
on on on
" " "
America america America
' ' '
s s s
Most most Most
Wanted want Wanted
, , ,
" " "
but but but
his his his
shot shot shot
at at at
fame fame fame
was was be
abruptly abrupt abruptly
canceled cancel cancel
by by by
a a a
Hallandale hallandal Hallandale
, , ,
Fla fla Fla
. . .
, , ,
service servic service
station station station
clerk clerk clerk
. . .
The the The
Michigan michigan Michigan
prison prison prison
escapee escape escapee
walked walk walk
into into into
the the the
station station station
and and and
announced announc announce
a a a
robbery robberi robbery
. . .
Instead instead Instead
of of of
cash cash cash
, , ,
he he he
got got get
bullets bullet bullet
