From from From
: : :
dduff dduff dduff
@ @ @
col col col
. . .
hp hp hp
. . .
com com com
( ( (
Dave dave Dave
Duff duff Duff
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Gun gun Gun
Control control Control
: : :
proud proud proud
to to to
be be be
a a a
Canuck canuck Canuck
Organization organ Organization
: : :
HP hp HP
Colorado colorado Colorado
Springs spring Springs
Division divis Division
Lines line Lines
: : :
11 11 11
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
fajita fajita fajita
19 19 19
. . .
cs cs c
. . .
itc itc itc
. . .
hp hp hp
. . .
com com com
Does doe Does
anyone anyon anyone
really realli really
believe believ believe
the the the
Swiss swiss Swiss
have have have
had had have
no no no
war war war
within within within
their their their
borders border border
because becaus because
every everi every
adult adult adult
male male male
owns own own
a a a
rifle rifl rifle
? ? ?
I i I
' ' '
m m m
a a a
great great great
admirer admir admirer
of of of
the the the
Swiss swiss Swiss
, , ,
but but but
500 500 500
years year year
of of of
peace peac peace
on on on
their their their
turf turf turf
has has have
zilch zilch zilch
to to to
do do do
with with with
gun gun gun
ownership ownership ownership
. . .
Can can Can
you you you
picture pictur picture
Hitler hitler Hitler
, , ,
with with with
Panzers panzer Panzers
and and and
Focke fock Focke
- - -
Wulfs wulf Wulfs
poised pois poise
on on on
the the the
border border border
, , ,
losing lose lose
sleep sleep sleep
over over over
a a a
few few few
thousand thousand thousand
expert expert expert
rifleman rifleman rifleman
? ? ?
Sure sure Sure
. . .
Hitler hitler Hitler
stayed stay stay
out out out
of of of
Switzerland switzerland Switzerland
because becaus because
the the the
Swiss swiss Swiss
run run run
the the the
money money money
in in in
this this this
world world world
. . .
We we We
' ' '
d d d
do do do
well well well
to to to
emulate emul emulate
them them them
on on on
that that that
and and and
forget forget forget
about about about
getting get get
more more more
rifles rifl rifle
on on on
the the the
street street street
. . .
Let let Let
' ' '
s s s
disband disband disband
the the the
NRA nra NRA
and and and
start start start
a a a
National nation National
Investment invest Investment
Banking bank Banking
Association associ Association
, , ,
replete replet replete
with with with
red red red
and and and
black black black
sticker sticker sticker
for for for
the the the
back back back
window window window
of of of
Bubba bubba Bubba
' ' '
s s s
Mercedes merced Mercedes
600 600 600
! ! !
We we We
could could could
fire fire fire
Charlton charlton Charlton
Heston heston Heston
and and and
get get get
Paul paul Paul
Volcker volcker Volcker
for for for
a a a
spokesman spokesman spokesman
. . .
