From from From
: : :
fcrary fcrari fcrary
@ @ @
ucsu ucsu ucsu
. . .
Colorado colorado Colorado
. . .
EDU edu EDU
( ( (
Frank frank Frank
Crary crari Crary
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Gun gun Gun
Control control Control
( ( (
was was be
Re re Re
: : :
We we We
' ' '
re re re
Mad mad Mad
as as a
Hell hell Hell
at at at
the the the
TV tv TV
News news News
) ) )
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
ucsu ucsu ucsu
. . .
colorado colorado colorado
. . .
edu edu edu
Organization organ Organization
: : :
University univers University
of of of
Colorado colorado Colorado
, , ,
Boulder boulder Boulder
Distribution distribut Distribution
: : :
na na na
Lines line Lines
: : :
59 59 59
In in In
article articl article
< < <
C c C
4 4 4
u u u
3 3 3
x x x
5 5 5
. . .
Fw fw Fw
7 7 7
@ @ @
magpie magpi magpie
. . .
linknet linknet linknet
. . .
com com com
> > >
manes mane mane
@ @ @
magpie magpi magpie
. . .
linknet linknet linknet
. . .
com com com
( ( (
Steve steve Steve
Manes mane Manes
) ) )
writes write write
: : :
> > >
I i I
don don don
' ' '
t t t
know know know
how how how
anyone anyon anyone
can can can
state state state
that that that
gun gun gun
control control control
could could could
have have have
NO no NO
> > >
effect effect effect
on on on
homicide homicid homicide
rates rate rate
. . .
I i I
don don don
' ' '
t t t
think think think
anyone anyon anyone
is is be
arguing argu argue
that that that
there there there
would would would
be be be
no no no
effect effect effect
. . .
But but But
there there there
would would would
be be be
no no no
_ _ _
net net net
_ _ _
_ _ _
positive posit positive
_ _ _
effect effect effect
. . .
You you You
also also also
have have have
to to to
consider consid consider
the the the
negative negat negative
side side side
: : :
Law law Law
abiding abid abide
citizens citizen citizen
, , ,
armed arm arm
with with with
fireamrs fireamr fireamrs
( ( (
pistols pistol pistol
for for for
the the the
most most most
part part part
) ) )
, , ,
prevent prevent prevent
between between between
80 80 80
, , ,
000 000 000
( ( (
National nation National
Crime crime Crime
Survey survey Survey
) ) )
and and and
1 1 1
, , ,
000 000 000
, , ,
000 000 000
( ( (
Dr dr Dr
. . .
Kleck kleck Kleck
) ) )
crimes crime crime
each each each
year year year
. . .
( ( (
Those those Those
are are be
the the the
extremes extrem extreme
. . .
Most most Most
studies studi study
find find find
the the the
number number number
to to to
be be be
500 500 500
, , ,
000 000 000
to to to
600 600 600
, , ,
000 000 000
. . .
) ) )
About about About
1 1 1
% % %
of of of
those those those
crimes crime crime
are are be
homicides homicid homicide
, , ,
so so so
private privat private
ownership ownership ownership
of of of
firearms firearm firearm
_ _ _
saves save save
_ _ _
approximately approxim approximately
5 5 5
, , ,
000 000 000
lives live life
each each each
year year year
. . .
There there There
are are be
roughly rough roughly
12 12 12
, , ,
000 000 000
criminal crimin criminal
homicides homicid homicide
and and and
fatal fatal fatal
accidents accid accident
involving involv involve
guns gun gun
each each each
year year year
. . .
For for For
there there there
to to to
be be be
any ani any
net net net
benefit benefit benefit
, , ,
you you you
would would would
have have have
to to to
show show show
that that that
gun gun gun
control control control
measures measur measure
would would would
disarm disarm disarm
over over over
40 40 40
% % %
of of of
the the the
criminals crimin criminal
currently current currently
using use use
guns gun gun
. . .
That that That
would would would
be be be
very veri very
hard hard hard
to to to
do do do
: : :
According accord According
the the the
the the the
federal feder federal
BATF batf BATF
, , ,
only onli only
8 8 8
% % %
of of of
criminals crimin criminal
buy buy buy
their their their
guns gun gun
over over over
the the the
counter counter counter
. . .
Since sinc Since
gun gun gun
control control control
laws law law
, , ,
by by by
their their their
very veri very
nature natur nature
, , ,
only onli only
effect effect effect
legal legal legal
sales sale sale
, , ,
such such such
a a a
law law law
would would would
remove remov remove
all all all
the the the
benefits benefit benefit
of of of
armed arm arm
, , ,
law law law
- - -
abiding abid abide
citizens citizen citizen
while while while
having have have
only onli only
a a a
minimal minim minimal
effect effect effect
on on on
armed arm arm
criminals crimin criminal
( ( (
who who who
, , ,
by by by
and and and
large larg large
, , ,
get get get
their their their
guns gun gun
illegally illeg illegally
. . .
) ) )
That that That
doesn doesn doesn
' ' '
t t t
sound sound sound
like like like
a a a
net net net
benefit benefit benefit
to to to
me me me
. . .
> > >
. . .
. . .
. . .
There there There
were were be
over over over
250 250 250
> > >
accidental accident accidental
< < <
handgun handgun handgun
> > >
homicides homicid homicides
in in in
America america America
in in in
1990 1990 1990
, , ,
most most most
with with with
licensed licens licensed
weapons weapon weapon
. . .
Since sinc Since
most most most
were were be
with with with
licensed licens licensed
weapons weapon weapon
, , ,
I i I
assume assum assume
you you you
are are be
not not not
supporting support support
" " "
reasonable reason reasonable
" " "
laws law law
( ( (
i i i
. . .
e e e
. . .
waiting wait wait
periods period period
, , ,
background background background
checks check check
, , ,
licenses licens license
, , ,
etc etc etc
. . .
. . .
. . .
) ) )
. . .
Since sinc Since
only onli only
a a a
complete complet complete
ban ban ban
would would would
alter alter alter
the the the
statistic statist statistic
you you you
refer refer refer
to to to
, , ,
I i I
assume assum assume
that that that
' ' '
s s s
what what what
you you you
are are be
supporting support support
. . .
By by By
the the the
way way way
, , ,
1135 1135 1135
people peopl people
dies die die
in in in
1986 1986 1986
from from from
falling fall fall
down down down
stairs stair stair
. . .
250 250 250
accidental accident accidental
handgun handgun handgun
deaths death death
isn isn isn
' ' '
t t t
significant signific significant
next next next
to to to
other other other
household household household
accidents accid accident
. . .
> > >
. . .
. . .
. . .
More more More
> > >
American american American
children children child
accidentally accident accidentally
shot shot shoot
other other other
children children child
last last last
year year year
( ( (
15 15 15
) ) )
> > >
than than than
all all all
the the the
handgun handgun handgun
homicides homicid homicide
in in in
Great great Great
Britain britain Britain
. . .
1080 1080 1080
children children child
under under under
the the the
age age age
of of of
10 10 10
died die die
by by by
drowning drown drown
, , ,
69 69 69
from from from
drinking drink drink
poisonous poison poisonous
household household household
chemicals chemic chemical
( ( (
like like like
Drano drano Drano
) ) )
, , ,
139 139 139
from from from
falls fall fall
. . .
If if If
the the the
real real real
goal goal goal
is is be
to to to
reduce reduc reduce
the the the
tragic tragic tragic
, , ,
accidental accident accidental
deaths death death
of of of
children children child
, , ,
wouldn wouldn wouldn
' ' '
t t t
a a a
ban ban ban
on on on
drain drain drain
cleaners cleaner cleaner
be be be
a a a
better better good
palce palc palce
to to to
start start start
? ? ?
( ( (
Or or Or
, , ,
perhaps perhap perhaps
, , ,
restricting restrict restrict
ownership ownership ownership
to to to
professionals profession professional
like like like
plumbers plumber plumber
? ? ?
) ) )
> > >
. . .
. . .
. . .
Please pleas Please
. . .
. . .
. . .
no no no
dictionary dictionari dictionary
arguments argument argument
about about about
RATES rate RATES
vs vs vs
> > >
TOTAL total TOTAL
NUMBERS number NUMBERS
, , ,
okay okay okay
? ? ?
They they They
' ' '
re re re
offered offer offer
for for for
emphasis emphasi emphasis
, , ,
not not not
comparison comparison comparison
) ) )
. . .
While while While
you you you
might might might
call call call
it it it
" " "
emphasis emphasi emphasis
" " "
, , ,
refering refer refer
to to to
completely complet completely
two two two
statistics statist statistic
in in in
the the the
same same same
sentence sentenc sentence
_ _ _
implies impli implies
_ _ _
a a a
comparison comparison comparison
. . .
If if If
it it it
isn isn isn
' ' '
t t t
valid valid valid
, , ,
and and and
you you you
put put put
the the the
numbers number number
together togeth together
to to to
convince convinc convince
people peopl people
you you you
are are be
right right right
, , ,
the the the
kindest kindest kind
thing thing thing
I i I
could could could
call call call
it it it
is is be
propaganda propaganda propaganda
. . .
Frank frank Frank
Crary crari Crary
CU cu CU
Boulder boulder Boulder
