From from From
: : :
bressler bressler bressler
@ @ @
iftccu iftccu iftccu
. . .
ca ca ca
. . .
boeing boe boeing
. . .
com com com
( ( (
Rick rick Rick
Bressler bressler Bressler
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Armed arm Armed
Citizen citizen Citizen
- - -
April april April
' ' '
93 93 93
Organization organ Organization
: : :
Boeing boe Boeing
Commercial commerci Commercial
Airplane airplan Airplane
Group group Group
Lines line Lines
: : :
22 22 22
/ / /
iftccu iftccu iftccu
: : :
talk talk talk
. . .
politics polit politics
. . .
guns gun gun
/ / /
kendall kendal kendall
@ @ @
lds lds lds
. . .
loral loral loral
. . .
com com com
( ( (
Colin colin Colin
Kendall kendal Kendall
6842 6842 6842
) ) )
/ / /
9 9 9
: : :
23 23 23
am am be
Apr apr Apr
13 13 13
, , ,
1993 1993 1993
/ / /
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
5 5 5
. . .
164728 164728 164728
. . .
10847 10847 10847
@ @ @
dazixco dazixco dazixco
. . .
ingr ingr ingr
. . .
com com com
> > >
crphilli crphilli crphilli
@ @ @
hound hound hound
. . .
dazixca dazixca dazixca
. . .
ingr ingr ingr
. . .
com com com
writes write write
: : :
> > >
> > >
> > >
> > >
THE the THE
ARMED arm ARMED
CITIZEN citizen CITIZEN
> > >
> > >
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
+ + +
> > >
> > >
Mere mere Mere
presence presenc presence
of of of
a a a
firearm firearm firearm
, , ,
without without without
a a a
shot shot shot
being be be
fired fire fire
, , ,
prevents prevent prevents
> > >
> > >
crime crime crime
in in in
many mani many
instances instanc instance
, , ,
as as a
shown shown show
by by by
news news news
reports report report
sent sent send
to to to
The the The
> > >
> > >
Armed arm Armed
Citizen citizen Citizen
. . .
> > >
> > >
Perhaps perhap Perhaps
so so so
, , ,
but but but
note note note
that that that
of of of
the the the
accounts account account
cited cite cite
, , ,
there there there
was was be
only onli only
> > >
one one one
in in in
which which which
no no no
shot shot shot
was was be
fired fire fire
. . .
Of of Of
the the the
other other other
twelve twelv twelve
, , ,
five five five
> > >
described describ describe
cases case case
in in in
which which which
the the the
assailant assail assailant
was was be
wounded wound wound
by by by
a a a
shot shot shot
, , ,
> > >
and and and
six six six
described describ described
cases case case
in in in
which which which
the the the
assailant assail assailant
was was be
killed kill kill
by by by
a a a
> > >
shot shot shot
. . .
Follow follow Follow
more more more
than than than
one one one
months month month
posting post post
. . .
As as As
more more more
than than than
one one one
reader reader reader
has has have
noted note note
, , ,
there there there
IS is IS
some some some
reporting report reporting
bias bias bias
here here here
. . .
I i I
have have have
seen seen see
months month month
where where where
these these these
numbers number number
were were be
reversed revers reverse
. . .
I i I
don don don
' ' '
t t t
keep keep keep
a a a
constant constant constant
tally talli tally
, , ,
but but but
it it it
seems seem seem
this this this
particular particular particular
issue issu issue
had had have
more more more
shots shot shot
fired fire fire
than than than
any ani any
other other other
I i I
can can can
remember rememb remember
. . .
Rick rick Rick
. . .
