From from From
: : :
meyers meyer meyers
@ @ @
leonardo leonardo leonardo
. . .
rtp rtp rtp
. . .
dg dg dg
. . .
com com com
( ( (
Bill bill Bill
Meyers meyer Meyers
) ) )
Subject subject Subject
: : :
HR hr HR
1276 1276 1276
( ( (
" " "
A a A
gun gun gun
law law law
I i I
can can can
live live live
with with with
! ! !
" " "
: : :
- - -
) ) )
Distribution distribut Distribution
: : :
usa usa usa
Organization organ Organization
: : :
N n N
/ / /
I i I
Lines line Lines
: : :
115 115 115
103 103 103
D d D
CONGRESS congress CONGRESS
1 1 1
ST st ST
SESSION session SESSION
H h H
. . .
R r R
. . .
1276 1276 1276
To to To
establish establish establish
the the the
right right right
to to to
obtain obtain obtain
firearms firearm firearm
for for for
security secur security
, , ,
and and and
to to to
use use use
firearms firearm firearm
in in in
defense defens defense
of of of
self self self
, , ,
family famili family
, , ,
or or or
home home home
, , ,
and and and
to to to
provide provid provide
for for for
the the the
enforcement enforc enforcement
of of of
such such such
right right right
. . .
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
IN in IN
THE the THE
HOUSE hous HOUSE
OF of OF
REPRESENTATIVES repres REPRESENTATIVES
March march March
10 10 10
, , ,
1993 1993 1993
Mr mr Mr
. . .
BARTLETT bartlett BARTLETT
introduced introduc introduce
the the the
following follow following
bill bill bill
; ; ;
which which which
was was be
referred refer refer
to to to
the the the
Committee committe Committee
on on on
the the the
Judiciary judiciari Judiciary
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
A a A
BILL bill BILL
To to To
establish establish establish
the the the
right right right
to to to
obtain obtain obtain
firearms firearm firearm
for for for
security secur security
, , ,
and and and
to to to
use use use
firearms firearm firearm
in in in
defense defens defense
of of of
self self self
, , ,
family famili family
, , ,
or or or
home home home
, , ,
and and and
to to to
provide provid provide
for for for
the the the
enforcement enforc enforcement
of of of
such such such
right right right
. . .
Be be Be
it it it
enacted enact enact
by by by
the the the
Senate senat Senate
and and and
House hous House
of of of
Representa representa Representa
- - -
tives tive tives
of of of
the the the
United unit United
States state States
of of of
America america America
in in in
Congress congress Congress
assembled assembl assemble
, , ,
SECTION section SECTION
1 1 1
. . .
SHORT short SHORT
TITLE titl TITLE
. . .
This this This
Act act Act
may may may
be be be
cited cite cite
as as a
the the the
" " "
Citizens citizen Citizens
' ' '
Self self Self
- - -
Defense defens Defense
Act act Act
of of of
1993 1993 1993
" " "
. . .
SEC sec SEC
. . .
2 2 2
. . .
RIGHT right RIGHT
TO to TO
OBTAIN obtain OBTAIN
FIREARMS firearm FIREARMS
FOR for FOR
SECURITY secur SECURITY
, , ,
AND and AND
TO to TO
USE use USE
FIREARMS firearm FIREARMS
IN in IN
DEFENSE defens DEFENSE
OF of OF
SELF self SELF
, , ,
FAMILY famili FAMILY
, , ,
OR or OR
HOME home HOME
; ; ;
ENFORCEMENT enforc ENFORCEMENT
. . .
( ( (
a a a
) ) )
ESTABLISHMENT establish ESTABLISHMENT
OF of OF
RIGHT right RIGHT
. . .
- - -
- - -
A a A
person person person
not not not
pro pro pro
- - -
hibited hibit hibited
by by by
Federal feder Federal
law law law
from from from
receiving receiv receive
a a a
firearm firearm firearm
shall shall shall
have have have
the the the
right right right
to to to
obtain obtain obtain
firearms firearm firearm
for for for
security secur security
, , ,
and and and
to to to
use use use
fire fire fire
- - -
arms arm arm
in in in
defense defens defense
of of of
self self self
, , ,
family famili family
, , ,
or or or
home home home
. . .
( ( (
b b b
) ) )
FIREARM firearm FIREARM
DEFINED defin DEFINED
. . .
- - -
- - -
As as As
used use use
in in in
subsection subsect subsection
( ( (
a a a
) ) )
, , ,
the the the
term term term
" " "
firearm firearm firearm
" " "
means mean mean
a a a
- - -
- - -
( ( (
1 1 1
) ) )
shotgun shotgun shotgun
( ( (
as as a
defined defin define
in in in
section section section
921 921 921
( ( (
a a a
) ) )
( ( (
5 5 5
) ) )
of of of
title titl title
18 18 18
, , ,
United unit United
States state States
Code code Code
) ) )
; ; ;
( ( (
2 2 2
) ) )
rifle rifl rifle
( ( (
as as a
defined defin define
in in in
section section section
921 921 921
( ( (
a a a
) ) )
( ( (
7 7 7
) ) )
of of of
such such such
title titl title
) ) )
; ; ;
or or or
( ( (
3 3 3
) ) )
handgun handgun handgun
( ( (
as as a
defined defin define
in in in
section section section
10 10 10
of of of
Public public Public
law law law
99 99 99
- - -
408 408 408
) ) )
. . .
( ( (
c c c
) ) )
ENFORCEMENT enforc ENFORCEMENT
OF of OF
RIGHT right RIGHT
. . .
- - -
- - -
( ( (
1 1 1
) ) )
IN in IN
GENERAL general GENERAL
. . .
- - -
- - -
A a A
person person person
whose whose whose
right right right
under under under
subsection subsect subsection
( ( (
a a a
) ) )
is is be
violated violat violate
in in in
any ani any
manner manner manner
may may may
bring bring bring
an an an
action action action
in in in
any ani any
United unit United
States state States
district district district
court court court
against against against
the the the
United unit United
States state States
, , ,
any ani any
State state State
, , ,
or or or
any ani any
person person person
for for for
damages damag damage
, , ,
injunctive injunct injunctive
relief relief relief
, , ,
and and and
such such such
other other other
relief relief relief
as as a
the the the
court court court
deems deem deem
appropriate appropri appropriate
. . .
( ( (
2 2 2
) ) )
AUTHORITY author AUTHORITY
TO to TO
AWARD award AWARD
A a A
REASONABLE reason REASONABLE
AT at AT
- - -
TORNEY torney TORNEY
' ' '
S s S
FEE fee FEE
. . .
- - -
- - -
In in In
an an an
action action action
brought brought bring
under under under
para para para
- - -
graph graph graph
( ( (
1 1 1
) ) )
, , ,
