From from From
: : :
jaf jaf jaf
@ @ @
a a a
2 2 2
. . .
cim cim cim
. . .
cdc cdc cdc
. . .
com com com
( ( (
James jame James
Foster foster Foster
x x x
2912 2912 2912
) ) )
Subject subject Subject
: : :
Re re Re
: : :
My my My
Gun gun Gun
is is be
like like like
my my my
American american American
Express express Express
Card card Card
Organization organ Organization
: : :
Control control Control
Data data Data
Distribution distribut Distribution
: : :
usa usa usa
Lines line Lines
: : :
197 197 197
In in In
article articl article
< < <
1 1 1
qie qie qie
2 2 2
rINN rinn rINN
1 1 1
b b b
9 9 9
@ @ @
cae cae cae
. . .
cad cad cad
. . .
gatech gatech gatech
. . .
edu edu edu
> > >
, , ,
vincent vincent vincent
@ @ @
cad cad cad
. . .
gatech gatech gatech
. . .
edu edu edu
( ( (
Vincent vincent Vincent
Fox fox Fox
) ) )
writes write write
: : :
| | |
> > >
In in In
< < <
93104 93104 93104
. . .
173826 173826 173826
U u U
28037 28037 28037
@ @ @
uicvm uicvm uicvm
. . .
uic uic uic
. . .
edu edu edu
> > >
Jason jason Jason
Kratz kratz Kratz
< < <
U u U
28037 28037 28037
@ @ @
uicvm uicvm uicvm
. . .
uic uic uic
. . .
edu edu edu
> > >
writes write writes
: : :
| | |
> > >
[ [ [
deleted delet delete
] ] ]
| | |
> > >
[ [ [
] ] ]
And and And
as as as
far far far
as as a
fully fulli fully
- - -
automatic automat automatic
weapons weapon weapon
, , ,
you you you
can can can
be be be
a a a
lot lot lot
better better well
| | |
> > >
[ [ [
] ] ]
armed arm arm
if if if
you you you
want want want
to to to
hit hit hit
what what what
you you you
aim aim aim
at at at
. . .
| | |
> > >
[ [ [
] ] ]
| | |
> > >
> > >
What what What
seems seem seem
to to to
be be be
happening happen happen
here here here
is is be
the the the
situation situat situation
getting get get
totally total totally
blown blown blow
out out out
of of of
| | |
> > >
> > >
proportion proport proportion
. . .
In in In
my my my
post post post
I i I
was was be
referring refer refer
to to to
your your your
regular regular regular
patrolman patrolman patrolman
in in in
a a a
car car car
| | |
> > >
> > >
cruising cruis cruise
around around around
the the the
city citi city
vs vs v
. . .
gang gang gang
members member member
. . .
Of of Of
course cours course
the the the
police polic police
have have have
access access access
| | |
> > >
> > >
to to to
the the the
things thing thing
that that that
you you you
mentioned mention mention
but but but
do do do
they they they
use use use
tanks tank tank
and and and
such such such
all all all
of of of
the the the
| | |
> > >
> > >
time time time
? ? ?
Of of Of
course cours course
they they they
don don don
' ' '
t t t
and and and
that that that
' ' '
s s s
the the the
point point point
I i I
was was be
trying tri try
to to to
make make make
. . .
Every everi Every
| | |
> > >
> > >
day day day
when when when
I i I
go go go
out out out
to to to
lunch lunch lunch
I i I
always alway always
see see see
cops cop cop
coming come come
in in in
. . .
The the The
majority major majority
that that that
I i I
| | |
> > >
> > >
see see see
are are be
still still still
carrying carri carry
revolvers revolv revolver
. . .
Not not Not
that that that
there there there
is is be
anything anyth anything
wrong wrong wrong
with with with
a a a
| | |
> > >
> > >
revolver revolv revolver
but but but
if if if
you you you
' ' '
re re re
a a a
cop cop cop
that that that
is is be
up up up
against against against
some some some
gang gang gang
member member member
with with with
a a a
couple coupl couple
| | |
> > >
> > >
of of of
automatics automat automatic
in in in
his his his
coat coat coat
( ( (
I i I
mean mean mean
semi semi semi
- - -
auto auto auto
handguns handgun handgun
) ) )
you you you
' ' '
re re re
going go go
to to to
be be be
at at at
a a a
| | |
> > >
> > >
disadvantage disadvantag disadvantage
even even even
with with with
training train training
. . .
I i I
have have have
been been be
at at at
a a a
shooting shoot shooting
range rang range
where where where
gang gang gang
| | |
> > >
> > >
gang gang gang
members member member
were were be
" " "
practicing practic practice
" " "
shooting shoot shoot
. . .
They they They
were were be
actually actual actually
practicing practic practice
| | |
> > >
> > >
taking take take
out out out
their their their
guns gun gun
as as as
quick quick quick
as as a
possible possibl possible
and and and
shooting shoot shoot
at at at
the the the
target target target
| | |
> > >
> > >
and and and
they they they
weren weren weren
' ' '
t t t
doing do do
too too too
badly bad badly
either either either
. . .
The the The
University univers University
cops cop cop
here here here
( ( (
who who who
are are be
| | |
> > >
> > >
are are be
state state state
cops cop cop
) ) )
are are be
armed arm arm
better better well
than than than
the the the
