From from From
: : :
slagle slagl slagle
@ @ @
lmsc lmsc lmsc
. . .
lockheed lockhe lockheed
. . .
com com com
( ( (
Mark mark Mark
Slagle slagl Slagle
) ) )
Subject subject Subject
: : :
Re re Re
: : :
NRA nra NRA
Fucks fuck Fucks
Up up Up
Bigtime bigtim Bigtime
Reply repli Reply
- - -
To to To
: : :
slagle slagl slagle
@ @ @
lmsc lmsc lmsc
. . .
lockheed lockhe lockheed
. . .
com com com
In in In
- - -
reply repli reply
- - -
to to to
: : :
doctor doctor doctor
1 1 1
@ @ @
cbnewse cbnews cbnewse
. . .
cb cb cb
. . .
att att att
. . .
com com com
' ' '
s s s
message messag message
of of of
Mon mon Mon
, , ,
5 5 5
Apr apr Apr
1993 1993 1993
04 04 04
: : :
24 24 24
: : :
50 50 50
GMT gmt GMT
Organization organ Organization
: : :
You you You
wouldn wouldn wouldn
' ' '
t t t
ask ask ask
this this this
if if if
you you you
' ' '
d d d
seen seen see
my my my
desk desk desk
. . .
< < <
SLAGLE slagl SLAGLE
. . .
93 93 93
Mar mar Mar
29232337 29232337 29232337
@ @ @
sgi sgi sgi
417 417 417
. . .
msd msd msd
. . .
lmsc lmsc lmsc
. . .
lockheed lockhe lockheed
. . .
com com com
> > >
< < <
1993 1993 1993
Apr apr Apr
5 5 5
. . .
042450 042450 042450
. . .
2071 2071 2071
@ @ @
cbnewse cbnews cbnewse
. . .
cb cb cb
. . .
att att att
. . .
com com com
> > >
Lines line Lines
: : :
27 27 27
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
5 5 5
. . .
042450 042450 042450
. . .
2071 2071 2071
@ @ @
cbnewse cbnews cbnewse
. . .
cb cb cb
. . .
att att att
. . .
com com com
> > >
, , ,
doctor doctor doctor
1 1 1
@ @ @
cbnewse cbnews cbnewse
. . .
cb cb cb
. . .
att att att
. . .
com com com
( ( (
patrick patrick patrick
. . .
b b b
. . .
hailey hailey hailey
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
SLAGLE slagl SLAGLE
. . .
93 93 93
Mar mar Mar
29232337 29232337 29232337
@ @ @
sgi sgi sgi
417 417 417
. . .
msd msd msd
. . .
lmsc lmsc lmsc
. . .
lockheed lockhe lockheed
. . .
com com com
> > >
slagle slagl slagle
@ @ @
lmsc lmsc lmsc
. . .
lockheed lockhe lockheed
. . .
com com com
writes write write
: : :
> > >
> > >
In in In
article articl article
< < <
xw xw xw
1 1 1
twyl twyl twyl
@ @ @
dixie dixi dixie
. . .
com com com
> > >
, , ,
jgd jgd jgd
@ @ @
dixie dixi dixie
. . .
com com com
( ( (
John john John
De de De
Armond armond Armond
) ) )
writes write write
: : :
> > >
> > >
> > >
No no No
, , ,
actually actual actually
I i I
' ' '
m m m
a a a
lot lot lot
more more more
familiar familiar familiar
with with with
the the the
libbers libber libber
than than than
I i I
> > >
> > >
> > >
care care care
to to to
be be be
. . .
I i I
' ' '
m m m
a a a
bit bit bit
hesitant hesit hesitant
to to to
continue continu continue
this this this
thread thread thread
because becaus because
> > >
> > >
> > >
it it it
brings bring bring
back back back
horrible horribl horrible
memories memori memory
of of of
my my my
first first first
encounter encount encounter
with with with
the the the
> > >
> > >
> > >
libbers libber libber
in in in
the the the
LaRouche larouch LaRouche
branch branch branch
. . .
I i I
made made make
the the the
mistake mistak mistake
of of of
buying buy buy
a a a
> > >
> > >
Any ani Any
connection connect connection
between between between
Lyndon lyndon Lyndon
LaRouche larouch LaRouche
and and and
the the the
Libertarian libertarian Libertarian
Party parti Party
> > >
> > >
is is be
a a a
pure pure pure
product product product
of of of
your your your
own own own
fertile fertil fertile
imagination imagin imagination
. . .
> > >
Naw naw Naw
, , ,
perhaps perhap perhaps
he he he
reads read read
Time time Time
magazine magazin magazine
. . .
It it It
' ' '
s s s
a a a
fair fair fair
stretch stretch stretch
of of of
anyone anyon anyone
' ' '
s s s
imagination imagin imagination
to to to
expect expect expect
them them them
to to to
attach attach attach
any ani any
credibility credibl credibility
to to to
anything anyth anything
written written write
in in in
Time time Time
magazine magazin magazine
in in in
the the the
past past past
twenty twenti twenty
years year year
, , ,
I i I
' ' '
d d d
imagine imagin imagine
. . .
The the The
Enquirer enquir Enquirer
at at at
least least least
gets get get
the the the
names name name
attached attach attach
to to to
the the the
right right right
body bodi body
parts part part
. . .
= = =
Mark mark Mark
- - -
- - -
- - -
- - -
- - -
- - -
Mark mark Mark
E e E
. . .
Slagle slagl Slagle
PO po PO
Box box Box
61059 61059 61059
slagle slagl slagle
@ @ @
lmsc lmsc lmsc
. . .
lockheed lockhe lockheed
. . .
com com com
Sunnyvale sunnyval Sunnyvale
, , ,
CA ca CA
94088 94088 94088
408 408 408
- - -
756 756 756
- - -
0895 0895 0895
USA usa USA
