From from From
: : :
slack slack slack
@ @ @
boi boi boi
. . .
hp hp hp
. . .
com com com
( ( (
David david David
Slack slack Slack
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Clinton clinton Clinton
wants want want
National nation National
ID id ID
card card card
, , ,
aka aka aka
USSR ussr USSR
- - -
style style style
" " "
Internal intern Internal
Passport passport Passport
" " "
Organization organ Organization
: : :
Hewlett hewlett Hewlett
- - -
Packard packard Packard
/ / /
Boise bois Boise
, , ,
Idaho idaho Idaho
X x X
- - -
Newsreader newsread Newsreader
: : :
TIN tin TIN
[ [ [
version version version
1 1 1
. . .
1 1 1
. . .
4 4 4
PL pl PL
6 6 6
] ] ]
Lines line Lines
: : :
24 24 24
The the The
idea idea idea
of of of
the the the
card card card
is is be
bull bull bull
in in in
and and and
of of of
its it it
self self self
, , ,
but but but
I i I
' ' '
m m m
curious curious curious
to to to
know know know
, , ,
do do do
they they they
plan plan plan
on on on
making make make
it it it
a a a
requirement requir requirement
to to to
* * *
always alway always
* * *
have have have
it it it
on on on
you you you
, , ,
or or or
is is be
it it it
only onli only
going go go
to to to
be be be
required requir require
to to to
be be be
* * *
presented present present
* * *
when when when
trying tri try
to to to
ge ge ge
medical medic medical
aid aid aid
? ? ?
BTW btw BTW
, , ,
anybody anybodi anybody
planning plan planning
on on on
shaving shave shave
Hillary hillari Hillary
' ' '
s s s
head head head
to to to
look look look
for for for
* * *
666 666 666
* * *
? ? ?
8 8 8
^ ^ ^
) ) )
Later later Later
Dave dave Dave
, , ,
Days day Days
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
Goverment gover Goverment
logic logic logic
or or or
just just just
the the the
Clintons clinton Clintons
? ? ?
- - -
- - -
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
| | |
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
| | |
David david David
H h H
. . .
Slack slack Slack
| | |
| | |
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
| | |
Boise bois Boise
Surface surfac Surface
Mount mount Mount
Center center Center
| | |
| | |
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
| | |
email email email
: : :
slack slack slack
@ @ @
hpdmd hpdmd hpdmd
48 48 48
. . .
boi boi boi
. . .
hp hp hp
. . .
com com com
| | |
| | |
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
| | |
telnet telnet telnet
: : :
323 323 323
4019 4019 4019
| | |
| | |
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
_ _ _
/ / /
| | |
phone phone phone
: : :
( ( (
208 208 208
) ) )
323 323 323
4019 4019 4019
| | |
| | |
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
| | |
| | |
Hewlett hewlett Hewlett
- - -
Packard packard Packard
, , ,
11213 11213 11213
Chinden chinden Chinden
Blvd blvd Blvd
. . .
, , ,
Boise bois Boise
Idaho idaho Idaho
83714 83714 83714
- - -
1023 1023 1023
, , ,
M m M
/ / /
S s S
# # #
625 625 625
| | |
~ ~ ~
~ ~ ~
