From from From
: : :
ipser ipser ipser
@ @ @
solomon solomon solomon
. . .
technet technet technet
. . .
sg sg sg
( ( (
Ed ed Ed
Ipser ipser Ipser
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Waco waco Waco
Shootout shootout Shootout
Highlights highlight Highlights
Total total Total
Irresponsibility irrespons Irresponsibility
of of of
the the the
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
solomon solomon solomon
. . .
technet technet technet
. . .
sg sg sg
Organization organ Organization
: : :
TECHNET technet TECHNET
, , ,
Singapore singapor Singapore
Lines line Lines
: : :
20 20 20
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
5 5 5
. . .
213034 213034 213034
. . .
10706 10706 10706
@ @ @
gtephx gtephx gtephx
. . .
UUCP uucp UUCP
> > >
forda forda forda
@ @ @
gtephx gtephx gtephx
. . .
UUCP uucp UUCP
( ( (
Andrew andrew Andrew
Ford ford Ford
@ @ @
AGCS agc AGCS
, , ,
Phoenix phoenix Phoenix
, , ,
Arizona arizona Arizona
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1 1 1
pdmgaINN pdmgainn pdmgaINN
95 95 95
f f f
@ @ @
kitty kitti kitty
. . .
ksu ksu ksu
. . .
ksu ksu ksu
. . .
edu edu edu
> > >
, , ,
strat strat strat
@ @ @
kitty kitti kitty
. . .
ksu ksu ksu
. . .
ksu ksu ksu
. . .
edu edu edu
( ( (
Steve steve Steve
Davis davi Davis
) ) )
writes write write
: : :
> > >
> > >
cdt cdt cdt
@ @ @
sw sw sw
. . .
stratus stratus stratus
. . .
com com com
( ( (
C c C
. . .
D d D
. . .
Tavares tavar Tavares
) ) )
writes write write
: : :
> > >
> > >
> > >
> > >
> > >
> > >
If if If
she she she
* * *
needs need need
* * *
a a a
gun gun gun
right right right
now now now
, , ,
why whi why
doesn doesn doesn
' ' '
t t t
she she she
already alreadi already
have have have
one one one
? ? ?
> > >
> > >
> > >
> > >
> > >
You you You
are are be
the the the
victim victim victim
of of of
a a a
cut cut cut
- - -
and and and
- - -
run run run
purse purs purse
- - -
snatcher snatcher snatcher
. . .
He he He
makes make make
off off off
> > >
> > >
> > >
with with with
your your your
purse purs purse
, , ,
containing contain contain
your your your
ID id ID
, , ,
your your your
house hous house
keys key key
. . .
. . .
. . .
and and and
your your your
gun gun gun
. . .
> > >
> > >
> > >
> > >
So so So
you you you
' ' '
re re re
saying say say
she she she
can can can
RUN run RUN
RIGHT right RIGHT
INTO into INTO
A a A
STORE store STORE
, , ,
BUY buy BUY
A a A
GUN gun GUN
, , ,
RUN run RUN
BACK back BACK
> > >
> > >
OUTSIDE outsid OUTSIDE
AND and AND
SHOOT shoot SHOOT
THE the THE
GUY guy GUY
IN in IN
THE the THE
BACK back BACK
AS as AS
HE he HE
RUNS run RUNS
OFF off OFF
? ? ?
This this This
doesn doesn doesn
' ' '
t t t
> > >
> > >
No no No
, , ,
he he he
' ' '
s s s
saying say say
she she she
just just just
lost lost lose
her her her
gun gun gun
and and and
she she she
wants want want
to to to
buy buy buy
another anoth another
> > >
so so so
that that that
as as a
she she she
sits sit sit
home home home
alone alon alone
tonight tonight tonight
, , ,
she she she
' ' '
s s s
not not not
a a a
sitting sit sit
duck duck duck
to to to
> > >
any ani any
bastard bastard bastard
who who who
wants want want
to to to
break break break
in in in
. . .
In in In
fact fact fact
, , ,
the the the
situation situat situation
is is be
more more more
grim grim grim
that that that
that that that
, , ,
even even even
. . .
The the The
purse purs purse
snatcher snatcher snatcher
now now now
has has have
her her her
home home home
address address address
. . .
If if If
the the the
woman woman woman
lives live live
alone alon alone
, , ,
she she she
is is be
in in in
great great great
personal person personal
danger danger danger
. . .
