From from From
: : :
hays hay hay
@ @ @
ssd ssd ssd
. . .
intel intel intel
. . .
com com com
( ( (
Kirk kirk Kirk
Hays hay Hays
) ) )
Subject subject Subject
: : :
Re re Re
: : :
" " "
Proper proper Proper
gun gun gun
control control control
? ? ?
" " "
What what What
is is be
proper proper proper
gun gun gun
control control control
? ? ?
( ( (
was was be
Re re Re
: : :
My my My
Gun gun Gun
is is be
like like like
my my my
American american American
Express express Express
Card card Card
) ) )
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
taos tao taos
Organization organ Organization
: : :
Intel intel Intel
Supercomputer supercomput Supercomputer
Systems system Systems
Division divis Division
Lines line Lines
: : :
30 30 30
In in In
article articl article
< < <
15240077 15240077 15240077
@ @ @
iftccu iftccu iftccu
. . .
ca ca ca
. . .
boeing boe boeing
. . .
com com com
> > >
, , ,
bressler bressler bressler
@ @ @
iftccu iftccu iftccu
. . .
ca ca ca
. . .
boeing boe boeing
. . .
com com com
( ( (
Rick rick Rick
Bressler bressler Bressler
) ) )
writes write write
: : :
| | |
> > >
/ / /
iftccu iftccu iftccu
: : :
talk talk talk
. . .
politics polit politics
. . .
guns gun gun
/ / /
hays hay hay
@ @ @
ssd ssd ssd
. . .
intel intel intel
. . .
com com com
( ( (
Kirk kirk Kirk
Hays hay Hays
) ) )
/ / /
3 3 3
: : :
31 31 31
pm pm pm
Apr apr Apr
13 13 13
, , ,
1993 1993 1993
/ / /
| | |
> > >
| | |
> > >
> > >
Some some Some
of of of
the the the
pro pro pro
- - -
gun gun gun
posters poster poster
in in in
this this this
group group group
own own own
no no no
guns gun gun
. . .
The the The
dread dread dread
| | |
> > >
> > >
" " "
Terminator termin Terminator
" " "
, , ,
aka aka aka
" " "
The the The
Rifleman rifleman Rifleman
" " "
, , ,
owned own own
no no no
firearms firearm firearm
for for for
several sever several
years year year
| | |
> > >
> > >
while while while
posting post post
in in in
this this this
group group group
, , ,
as as a
an an an
example exampl example
. . .
There there There
are are be
others other others
. . .
| | |
> > >
| | |
> > >
Good good Good
point point point
, , ,
Kirk kirk Kirk
. . .
| | |
> > >
| | |
> > >
He he He
' ' '
s s s
still still still
around around around
too too too
. . .
He he He
' ' '
s s s
responded respond respond
by by by
email email email
to to to
a a a
couple coupl couple
of of of
my my my
posts post post
, , ,
| | |
> > >
and and and
gosh gosh gosh
darn darn darn
, , ,
he he he
' ' '
s s s
gotten gotten get
down down down
right right right
civil civil civil
! ! !
This this This
happed hap happed
about about about
the the the
time time time
| | |
> > >
he he he
got got get
his his his
first first first
firearm firearm firearm
. . .
Wonder wonder Wonder
if if if
there there there
is is be
a a a
relationship relationship relationship
here here here
? ? ?
Turns turn Turns
| | |
> > >
out out out
that that that
MOST most MOST
people peopl people
( ( (
at at at
least least least
the the the
ones one one
who who who
are are be
not not not
criminals crimin criminal
to to to
start start start
| | |
> > >
with with with
) ) )
act act act
responsibility respons responsibility
once onc once
given given give
the the the
chance chanc chance
. . .
I i I
' ' '
d d d
like like like
to to to
point point point
out out out
that that that
I i I
was was be
in in in
error error error
- - -
" " "
Terminator termin Terminator
" " "
began began begin
posting post post
only onli only
six six six
months month month
before befor before
he he he
purchased purchas purchase
his his his
first first first
firearm firearm firearm
, , ,
according accord accord
to to to
private privat private
email email email
from from from
him him him
. . .
I i I
can can can
' ' '
t t t
produce produc produce
an an an
archived archiv archived
posting post posting
of of of
his his his
earlier earlier early
than than than
January januari January
1992 1992 1992
, , ,
and and and
he he he
purchased purchas purchase
his his his
first first first
firearm firearm firearm
in in in
March march March
1992 1992 1992
. . .
I i I
guess guess guess
it it it
only onli only
seemed seem seem
like like like
years year year
. . .
Back back Back
to to to
your your your
regularly regular regularly
scheduled schedul schedule
flame flame flame
fest fest fest
. . .
- - -
- - -
Kirk kirk Kirk
Hays hay Hays
- - -
NRA nra NRA
Life life Life
, , ,
seventh seventh seventh
generation generat generation
. . .
" " "
The the The
only onli only
thing thing thing
necessary necessari necessary
for for for
the the the
triumph triumph triumph
of of of
evil evil evil
is is be
for for for
good good good
men men men
to to to
do do do
nothing noth nothing
. . .
" " "
- - -
- - -
Edmund edmund Edmund
Burke burk Burke
( ( (
1729 1729 1729
- - -
1797 1797 1797
) ) )
