From from From
: : :
gld gld gld
@ @ @
cunixb cunixb cunixb
. . .
cc cc cc
. . .
columbia columbia columbia
. . .
edu edu edu
( ( (
Gary gari Gary
L l L
Dare dare Dare
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Aargh aargh Aargh
! ! !
Great great Great
Hockey hockey Hockey
Coverage coverag Coverage
! ! !
! ! !
( ( (
Devils devil Devils
) ) )
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
cunixb cunixb cunixb
. . .
cc cc cc
. . .
columbia columbia columbia
. . .
edu edu edu
Reply repli Reply
- - -
To to To
: : :
gld gld gld
@ @ @
cunixb cunixb cunixb
. . .
cc cc cc
. . .
columbia columbia columbia
. . .
edu edu edu
( ( (
Gary gari Gary
L l L
Dare dare Dare
) ) )
Organization organ Organization
: : :
PhDs phds PhDs
In in In
The the The
Hall hall Hall
Lines line Lines
: : :
21 21 21
Robbie robbi Robbie
Po po Po
< < <
RAP rap RAP
115 115 115
@ @ @
psuvm psuvm psuvm
. . .
psu psu psu
. . .
edu edu edu
> > >
writes write writes
: : :
> > >
gld gld gld
@ @ @
cunixb cunixb cunixb
. . .
cc cc cc
. . .
columbia columbia columbia
. . .
edu edu edu
( ( (
Gary gari Gary
L l L
Dare dare Dare
) ) )
says say say
: : :
> > >
> > >
Locked lock Locked
away away away
, , ,
waiting wait wait
for for for
the the the
tape tape tape
- - -
delay delay delay
to to to
start start start
. . .
. . .
. . .
> > >
> > >
I i I
think think think
this this this
guy guy guy
is is be
going go go
to to to
be be be
just just just
a a a
little littl little
bit bit bit
disappointed disappoint disappointed
. . .
Why whi Why
? ? ?
I i I
' ' '
m m m
calling call call
this this this
Penguins penguin Penguins
. . .
. . .
. . .
in in in
6 6 6
. . .
Only onli Only
that that that
with with with
the the the
way way way
things thing thing
stand stand stand
, , ,
the the the
only onli only
radio radio radio
game game game
at at at
that that that
hour hour hour
is is be
from from from
the the the
Devils devil Devils
on on on
WABC wabc WABC
, , ,
770 770 770
AM am AM
. . .
It it It
' ' '
d d d
be be be
nice nice nice
to to to
have have have
a a a
Sony soni Sony
Watchman watchman Watchman
, , ,
but but but
. . .
. . .
. . .
No no No
need need need
to to to
be be be
paranoid paranoid paranoid
, , ,
Robbie robbi Robbie
. . .
Don don Don
' ' '
t t t
judge judg judge
me me me
by by by
my my my
geographic geograph geographic
coordinates coordin coordinate
. . .
. . .
. . .
Jets jet Jets
over over over
Nordiques nordiqu Nordiques
in in in
the the the
final final final
. . .
. . .
. . .
7 7 7
. . .
gld gld gld
- - -
- - -
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
Je je Je
me me me
souviens souvien souviens
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
~ ~ ~
Gary gari Gary
L l L
. . .
Dare dare Dare
> > >
gld gld gld
@ @ @
columbia columbia columbia
. . .
EDU edu EDU
GO go GO
Winnipeg winnipeg Winnipeg
Jets jet Jets
GO go GO
! ! !
! ! !
! ! !
> > >
gld gld gld
@ @ @
cunixc cunixc cunixc
. . .
BITNET bitnet BITNET
Selanne selann Selanne
+ + +
Domi domi Domi
= = =
= = =
> > >
Stanley stanley Stanley
