Subject subject Subject
: : :
Re re Re
: : :
Tie tie Tie
Breaker breaker Breaker
. . .
. . .
. . .
. . .
( ( (
Isles isl Isles
and and and
Devils devil Devils
) ) )
From from From
: : :
caldwell caldwel caldwell
8102 8102 8102
@ @ @
mtroyal mtroyal mtroyal
. . .
ab ab ab
. . .
ca ca ca
Organization organ Organization
: : :
Mount mount Mount
Royal royal Royal
College colleg College
, , ,
Calgary calgari Calgary
, , ,
Alberta alberta Alberta
Lines line Lines
: : :
21 21 21
In in In
article articl article
< < <
lrw lrw lrw
509 509 509
f f f
@ @ @
rpi rpi rpi
. . .
edu edu edu
> > >
, , ,
wangr wangr wangr
@ @ @
vccsouth vccsouth vccsouth
22 22 22
. . .
its it it
. . .
rpi rpi rpi
. . .
edu edu edu
( ( (
Rex rex Rex
Wang wang Wang
) ) )
writes write write
: : :
> > >
Are are Are
people peopl people
here here here
stupid stupid stupid
or or or
what what what
? ? ?
? ? ?
? ? ?
It it It
is is be
a a a
tie tie tie
breaker breaker breaker
, , ,
of of of
cause caus cause
they they they
> > >
have have have
to to to
have have have
the the the
same same same
record record record
. . .
How how How
can can can
people peopl people
be be be
sooooo sooooo sooooo
stuppid stuppid stuppid
to to to
put put put
win win win
as as a
> > >
first first first
in in in
the the the
list list list
for for for
tie tie tie
breaker breaker breaker
? ? ?
? ? ?
? ? ?
If if If
it it it
is is be
a a a
tie tie tie
breaker breaker breaker
, , ,
how how how
can can can
there there there
be be be
> > >
different differ different
record record record
? ? ?
? ? ?
? ? ?
? ? ?
Man man Man
, , ,
I i I
thought thought think
people peopl people
in in in
this this this
net net net
are are be
good good good
with with with
hockey hockey hockey
. . .
> > >
I i I
might might might
not not not
be be be
great great great
in in in
Math math Math
, , ,
but but but
tell tell tell
me me me
how how how
can can can
two two two
teams team team
ahve ahv ahve
the the the
same same same
points point point
> > >
with with with
different differ different
record record record
? ? ?
? ? ?
? ? ?
Man man Man
. . .
. . .
. . .
retard retard retard
! ! !
! ! !
! ! !
! ! !
! ! !
! ! !
Can can Can
' ' '
t t t
believe believ believe
people peopl people
actually actual actually
put put put
> > >
win win win
as as a
first first first
in in in
a a a
tie tie tie
breaker breaker breaker
. . .
. . .
. . .
. . .
. . .
. . .
Then then Then
allow allow allow
me me me
to to to
enlighten enlighten enlighten
you you you
, , ,
Rex rex Rex
. . .
You you You
see see see
, , ,
there there there
' ' '
s s s
a a a
thing thing thing
called call call
a a a
tie tie tie
. . .
A a A
tie tie tie
is is be
worth worth worth
one one one
point point point
( ( (
I i I
know know know
, , ,
I i I
know know know
. . .
You you You
' ' '
re re re
not not not
good good good
at at at
math math math
. . .
But but But
bear bear bear
with with with
me me me
) ) )
. . .
A a A
win win win
is is be
worth worth worth
two two two
points point point
. . .
So so So
, , ,
getting get get
two two two
ties tie tie
is is be
the the the
same same same
as as a
getting get get
one one one
win win win
. . .
If if If
your your your
team team team
played play play
two two two
games game game
, , ,
won won win
one one one
and and and
lost lost lose
one one one
, , ,
you you you
' ' '
d d d
have have have
two two two
points point point
. . .
If if If
my my my
team team team
played play play
two two two
games game game
and and and
tied tie tie
them them them
both both both
, , ,
we we we
' ' '
d d d
also also also
have have have
two two two
points point point
. . .
We we We
' ' '
d d d
be be be
tied tie tie
in in in
the the the
standings stand standing
even even even
though though though
our our our
records record record
are are be
different differ different
. . .
Perhaps perhap Perhaps
you you you
should should should
learn learn learn
something someth something
about about about
hockey hockey hockey
before befor before
posting post post
again again again
. . .
( ( (
I i I
am am be
starting start start
to to to
sound sound sound
like like like
Roger roger Roger
or or or
what what what
? ? ?
) ) )
Alan alan Alan
