Subject subject Subject
: : :
NHL nhl NHL
Summary summari Summary
parse pars parse
results result result
for for for
games game game
played play play
Sat sat Sat
, , ,
April april April
3 3 3
, , ,
1993 1993 1993
From from From
: : :
c c c
5 5 5
ff ff ff
@ @ @
jupiter jupit jupiter
. . .
sun sun sun
. . .
csd csd csd
. . .
unb unb unb
. . .
ca ca ca
( ( (
COOK cook COOK
Charlie charli Charlie
) ) )
Organization organ Organization
: : :
University univers University
of of of
New new New
Brunswick brunswick Brunswick
Lines line Lines
: : :
373 373 373
Tampa tampa Tampa
Bay bay Bay
1 1 1
1 1 1
0 0 0
- - -
- - -
2 2 2
Philadelphia philadelphia Philadelphia
3 3 3
2 2 2
1 1 1
- - -
- - -
6 6 6
First first First
period period period
1 1 1
, , ,
Philadelphia philadelphia Philadelphia
, , ,
Carkner carkner Carkner
3 3 3
( ( (
unassisted unassist unassisted
) ) )
1 1 1
: : :
24 24 24
. . .
2 2 2
, , ,
Philadelphia philadelphia Philadelphia
, , ,
Hawgood hawgood Hawgood
9 9 9
( ( (
Recchi recchi Recchi
, , ,
Lindros lindro Lindros
) ) )
pp pp pp
, , ,
5 5 5
: : :
56 56 56
. . .
3 3 3
, , ,
Philadelphia philadelphia Philadelphia
, , ,
Lindros lindro Lindros
37 37 37
( ( (
Recchi recchi Recchi
, , ,
Hawgood hawgood Hawgood
) ) )
pp pp pp
, , ,
9 9 9
: : :
52 52 52
. . .
4 4 4
, , ,
Tampa tampa Tampa
Bay bay Bay
, , ,
Beers beer Beers
12 12 12
( ( (
Zamuner zamun Zamuner
, , ,
Chambers chamber Chambers
) ) )
pp pp pp
, , ,
15 15 15
: : :
06 06 06
. . .
Second second Second
period period period
5 5 5
, , ,
Tampa tampa Tampa
Bay bay Bay
, , ,
Andersson andersson Andersson
13 13 13
( ( (
Hamrlik hamrlik Hamrlik
, , ,
Lafreniere lafrenier Lafreniere
) ) )
pp pp pp
, , ,
1 1 1
: : :
58 58 58
. . .
6 6 6
, , ,
