From from From
: : :
plarsen plarsen plarsen
@ @ @
sanjuan sanjuan sanjuan
( ( (
P p P
Allen allen Allen
Larsen larsen Larsen
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Canada canada Canada
3 3 3
Sweden sweden Sweden
1 1 1
at at at
the the the
World world World
Champioships champioship Champioships
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
sanjuan sanjuan sanjuan
. . .
uvic uvic uvic
. . .
ca ca ca
Organization organ Organization
: : :
University univers University
of of of
Victoria victoria Victoria
, , ,
Victoria victoria Victoria
B b B
. . .
C c C
. . .
CANADA canada CANADA
Lines line Lines
: : :
16 16 16
In in In
article articl article
< < <
20 20 20
APR apr APR
199319243244 199319243244 199319243244
@ @ @
venus venus venus
. . .
cc cc cc
. . .
hollandc hollandc hollandc
. . .
pe pe pe
. . .
ca ca ca
> > >
white white white
@ @ @
venus venus venus
. . .
cc cc cc
. . .
hollandc hollandc hollandc
. . .
pe pe pe
. . .
ca ca ca
( ( (
Take take Take
me me me
Baby babi Baby
! ! !
) ) )
writes write write
: : :
> > >
> > >
Today today Today
at at at
the the the
World world World
Championships championship Championships
in in in
Munich munich Munich
, , ,
Canada canada Canada
scored score score
an an an
> > >
impressive impress impressive
3 3 3
- - -
1 1 1
victory victori victory
over over over
the the the
defending defend defending
World world World
Champs champ Champs
, , ,
Sweden sweden Sweden
. . .
I i I
believe believ believe
that that that
was was be
4 4 4
- - -
1 1 1
. . .
Rod rod Rod
Brind brind Brind
- - -
Amour amour Amour
scored score score
at at at
19 19 19
. . .
59 59 59
of of of
the the the
third third third
. . .
> > >
> > >
Kevin kevin Kevin
White white White
> > >
white white white
@ @ @
venus venus venus
. . .
cc cc cc
. . .
hollandc hollandc hollandc
. . .
pe pe pe
. . .
ca ca ca
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
P p P
. . .
Allen allen Allen
Larsen larsen Larsen
University univers University
of of of
Victoria victoria Victoria
plarsen plarsen plarsen
@ @ @
sanjuan sanjuan sanjuan
. . .
uvic uvic uvic
. . .
ca ca ca
