Subject subject Subject
: : :
Remarks remark Remarks
by by by
President presid President
Clinton clinton Clinton
to to to
NCAA ncaa NCAA
Division divis Division
I i I
Champion champion Champion
Hockey hockey Hockey
Team team Team
From from From
: : :
" " "
nigel nigel nigel
allen allen allen
" " "
< < <
nigel nigel nigel
. . .
allen allen allen
@ @ @
canrem canrem canrem
. . .
com com com
> > >
Reply repli Reply
- - -
To to To
: : :
" " "
nigel nigel nigel
allen allen allen
" " "
< < <
nigel nigel nigel
. . .
allen allen allen
@ @ @
canrem canrem canrem
. . .
com com com
> > >
Distribution distribut Distribution
: : :
rec rec rec
Organization organ Organization
: : :
Canada canada Canada
Remote remot Remote
Systems system Systems
Lines line Lines
: : :
158 158 158
Here here Here
is is be
a a a
press press press
release releas release
from from from
the the the
White white White
House hous House
. . .
Remarks remark Remarks
by by by
President presid President
Clinton clinton Clinton
to to to
NCAA ncaa NCAA
Division divis Division
I i I
Champion champion Champion
Hockey hockey Hockey
Team team Team
April april April
19 19 19
; ; ;
Q q Q
& & &
A a A
Following follow Following
To to To
: : :
National nation National
Desk desk Desk
Contact contact Contact
: : :
White white White
House hous House
Office offic Office
of of of
the the the
Press press Press
Secretary secretari Secretary
, , ,
202 202 202
- - -
456 456 456
- - -
2100 2100 2100
WASHINGTON washington WASHINGTON
, , ,
April april April
19 19 19
- - -
- - -
Following follow Following
is is be
a a a
transcript transcript transcript
of of of
remarks remark remark
by by by
President presid President
Clinton clinton Clinton
to to to
the the the
University univers University
of of of
Maine main Maine
" " "
Black black Black
Bears bear Bears
" " "
NCAA ncaa NCAA
Division divis Division
I i I
hockey hockey hockey
champions champion champion
: : :
The the The
Rose rose Rose
Garden garden Garden
9 9 9
: : :
58 58 58
A a A
. . .
M m M
. . .
EDT edt EDT
THE the THE
PRESIDENT presid PRESIDENT
: : :
Good good Good
morning morn morning
ladies ladi lady
and and and
gentlemen gentlemen gentleman
. . .
It it It
' ' '
s s s
an an an
honor honor honor
for for for
me me me
to to to
welcome welcom welcome
the the the
University univers University
of of of
Maine main Maine
Black black Black
Bears bear Bears
, , ,
the the the
winner winner winner
of of of
the the the
NCAA ncaa NCAA
Division divis Division
I i I
hockey hockey hockey
national nation national
championship championship championship
to to to
the the the
Rose rose Rose
Garden garden Garden
and and and
the the the
White white White
House hous House
. . .
I i I
understand understand understand
from from from
Senator senat Senator
Mitchell mitchel Mitchell
that that that
this this this
is is be
the the the
first first first
team team team
from from from
the the the
University univers University
of of of
Maine main Maine
every everi every
to to to
win win win
a a a
national nation national
championship championship championship
. . .
And and And
we we we
' ' '
re re re
glad glad glad
to to to
have have have
them them them
here here here
. . .
I i I
' ' '
m m m
inspired inspir inspire
not not not
only onli only
by by by
how how how
the the the
team team team
pulled pull pull
together togeth together
to to to
win win win
the the the
championship championship championship
, , ,
but but but
how how how
the the the
entire entir entire
state state state
pulled pull pull
together togeth together
to to to
cheer cheer cheer
them them them
onto onto onto
victory victori victory
. . .
Coming come Coming
from from from
a a a
state state state
that that that
is is be
also also also
relatively relat relatively
small small small
in in in
size size size
, , ,
but but but
also also also
filled fill fill
with with with
pride pride pride
and and and
tradition tradit tradition
and and and
community communiti community
, , ,
I i I
can can can
understand understand understand
how how how
the the the
people peopl people
of of of
Maine main Maine
must must must
feel feel feel
about about about
the the the
Black black Black
Bears bear Bears
. . .
In in In
our our our
state state state
people peopl people
are are be
still still still
talking talk talk
about about about
the the the
time time time
we we we
won won win
the the the
Orange orang Orange
Bowl bowl Bowl
over over over
the the the
number number number
one one one
ranked rank rank
football footbal football
team team team
, , ,
and and and
that that that
was was be
back back back
in in in
1978 1978 1978
. . .
I i I
' ' '
m m m
sure sure sure
that that that
15 15 15
years year year
from from from
now now now
, , ,
the the the
people peopl people
of of of
Maine main Maine
will will will
as as a
proud proud proud
of of of
this this this
team team team
as as a
they they they
are are be
today today today
. . .
You you You
know know know
, , ,
in in in
my my my
state state state
football footbal football
is is be
a a a
slightly slight slightly
more more more
popular popular popular
sport sport sport
than than than
hockey hockey hockey
. . .
We we We
don don don
' ' '
t t t
have have have
a a a
lot lot lot
of of of
ice ice ice
. . .
( ( (
Laughter laughter Laughter
. . .
) ) )
But but But
after after after
spending spend spend
three three three
months month month
getting get get
banged bang bang
around around around
in in in
this this this
town town town
, , ,
I i I
can can can
understand understand understand
a a a
little littl little
more more more
about about about
hockey hockey hockey
than than than
I i I
did did do
before befor before
I i I
came came come
here here here
. . .
Hockey hockey Hockey
is is be
a a a
tough tough tough
game game game
. . .
It it It
' ' '
s s s
a a a
hard hard hard
- - -
hitting hit hit
sport sport sport
. . .
It it It
does doe do
have have have
one one one
virtue virtu virtue
though though though
, , ,
there there there
' ' '
s s s
a a a
penalty penalti penalty
for for for
delay delay delay
of of of
game game game
. . .
I i I
wish wish wish
we we we
had had have
that that that
rule rule rule
in in in
the the the
Senate senat Senate
. . .
( ( (
Laughter laughter Laughter
. . .
) ) )
In in In
government govern government
as as a
in in in
hockey hockey hockey
, , ,
leadership leadership leadership
is is be
important import important
. . .
In in In
the the the
United unit United
States state States
Senate senat Senate
, , ,
our our our
team team team
has has have
a a a
great great great
captain captain captain
, , ,
the the the
Majority major Majority
Leader leader Leader
and and and
the the the
senior senior senior
Senator senat Senator
from from from
Maine main Maine
, , ,
George georg George
Mitchell mitchel Mitchell
; ; ;
junior junior junior
Senator senat Senator
- - -
- - -
Cohen cohen Cohen
looks look look
so so so
young young young
, , ,
I i I
can can can
' ' '
t t t
imagine imagin imagine
. . .
( ( (
Laughter laughter Laughter
. . .
) ) )
I i I
' ' '
m m m
actually actual actually
bitter bitter bitter
about about about
Senator senat Senator
Cohen cohen Cohen
because becaus because
he he he
looks look look
so so so
much much much
younger younger young
than than than
me me me
. . .
On on On
your your your
hockey hockey hockey
team team team
, , ,
the the the
captain captain captain
Jim jim Jim
Montgomery montgomeri Montgomery
has has have
done done do
a a a
great great great
job job job
. . .
He he He
scored score score
the the the
winning win winning
goal goal goal
late late late
in in in
the the the
championship championship championship
game game game
, , ,
leading lead lead
you you you
to to to
a a a
come come come
- - -
from from from
- - -
behind behind behind
victory victori victory
- - -
- - -
something someth something
else els else
I i I
know know know
a a a
little littl little
bit bit bit
about about about
. . .
Sport sport Sport
brings bring bring
out out out
the the the
best best best
in in in
individuals individu individual
and and and
in in in
teams team team
and and and
in in in
communities communiti community
. . .
I i I
share share share
the the the
pride pride pride
that that that
Senator senat Senator
Mitchell mitchel Mitchell
and and and
Senator senat Senator
Cohen cohen Cohen
and and and
Congressman congressman Congressman
Andrews andrew Andrews
and and and
all all all
the the the
people peopl people
of of of
