From from From
: : :
c c c
115110 115110 115110
@ @ @
cs cs c
. . .
UAlberta ualberta UAlberta
. . .
CA ca CA
( ( (
Keith keith Keith
Scott scott Scott
Alan alan Alan
) ) )
Subject subject Subject
: : :
Hockey hockey Hockey
coverage coverag coverage
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
assn assn assn
011 011 011
. . .
cs cs c
. . .
ualberta ualberta ualberta
. . .
ca ca ca
Organization organ Organization
: : :
University univers University
Of of Of
Alberta alberta Alberta
, , ,
Edmonton edmonton Edmonton
Canada canada Canada
Lines line Lines
: : :
15 15 15
This this This
is is be
a a a
general general general
question question question
for for for
US us US
readers reader reader
: : :
How how How
extensive extens extensive
is is be
the the the
playoff playoff playoff
coverage coverag coverage
down down down
there there there
? ? ?
In in In
Canada canada Canada
, , ,
it it it
is is be
almost almost almost
impossible imposs impossible
not not not
to to to
watch watch watch
a a a
series seri series
on on on
TV tv TV
( ( (
ie ie ie
the the the
only onli only
two two two
series seri series
I i I
have have have
not not not
had had have
an an an
opportunity opportun opportunity
to to to
watch watch watch
this this this
year year year
are are be
Wash wash Wash
- - -
NYI nyi NYI
and and and
Chi chi Chi
- - -
Stl stl Stl
, , ,
the the the
latter latter latter
because becaus because
I i I
' ' '
m m m
in in in
the the the
wrong wrong wrong
time time time
zone zone zone
! ! !
) ) )
. . .
We we We
( ( (
in in in
Canada canada Canada
) ) )
are are be
basically basic basically
swamped swamp swamp
with with with
coverage coverag coverage
, , ,
and and and
I i I
wonder wonder wonder
how how how
many mani many
series seri series
/ / /
games game game
are are be
televised televis televise
nationally nation nationally
or or or
even even even
locally local locally
in in in
the the the
US us US
and and and
how how how
much much much
precedence preced precedence
they they they
take take take
over over over
, , ,
say say say
, , ,
local local local
news news news
if if if
the the the
games game game
go go go
into into into
double doubl double
- - -
OT ot OT
. . .
Email email Email
me me me
so so so
as as a
not not not
to to to
waste wast waste
bandwidth bandwidth bandwidth
, , ,
please pleas please
. . .
My my My
news news news
feed feed feed
is is be
kind kind kind
of of of
slow slow slow
anyways anyway anyways
. . .
l l l
8 8 8
tr tr tr
