From from From
: : :
loh loh loh
@ @ @
fraser fraser fraser
. . .
sfu sfu sfu
. . .
ca ca ca
( ( (
Keith keith Keith
Meng meng Meng
- - -
Wei wei Wei
Loh loh Loh
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Hockey hockey Hockey
and and and
the the the
Hispanic hispan Hispanic
community communiti community
Organization organ Organization
: : :
Simon simon Simon
Fraser fraser Fraser
University univers University
, , ,
Burnaby burnabi Burnaby
, , ,
B b B
. . .
C c C
. . .
, , ,
Canada canada Canada
Lines line Lines
: : :
27 27 27
rickc rickc rickc
@ @ @
wrigley wrigley wrigley
. . .
corp corp corp
. . .
sgi sgi sgi
. . .
com com com
( ( (
Richard richard Richard
Casares casar Casares
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
115331 115331 115331
@ @ @
bu bu bu
. . .
edu edu edu
> > >
, , ,
icop icop icop
@ @ @
csa csa csa
. . .
bu bu bu
. . .
edu edu edu
( ( (
Antonio antonio Antonio
Pera pera Pera
) ) )
writes write write
: : :
> > >
| | |
> > >
> > >
| | |
> > >
The the The
presence presenc presence
of of of
the the the
new new new
team team team
in in in
Miami miami Miami
( ( (
I i I
can can can
' ' '
t t t
say say say
South south South
Florida florida Florida
; ; ;
> > >
| | |
> > >
it it it
' ' '
s s s
too too too
long long long
) ) )
makes make make
me me me
think think think
of of of
an an an
interesting interest interesting
question question question
. . .
Can can Can
you you you
sell sell sell
> > >
| | |
> > >
the the the
Hispanic hispan Hispanic
community communiti community
on on on
Hockey hockey Hockey
? ? ?
Miami miami Miami
is is be
60 60 60
- - -
70 70 70
% % %
Hispanic hispan Hispanic
. . .
This this This
> > >
| | |
> > >
community communiti community
> > >
| | |
> > >
has has have
no no no
experience experi experience
and and and
no no no
previous previous previous
exposure exposur exposure
to to to
Hockey hockey Hockey
that that that
I i I
know know know
of of of
. . .
> > >
| | |
> > >
The the The
> > >
| | |
> > >
teams team team
in in in
NY ny NY
and and and
LA la LA
which which which
also also also
have have have
big big big
Hispanic hispan Hispanic
groups group group
do do do
not not not
seem seem seem
to to to
> > >
| | |
> > >
try tri try
> > >
| | |
> > >
to to to
woo woo woo
this this this
group group group
. . .
What what What
will will will
Miami miami Miami
do do do
? ? ?
Could could Could
they they they
get get get
Spanish spanish Spanish
- - -
language languag language
> > >
| | |
> > >
tv tv tv
and and and
radio radio radio
coverage coverag coverage
? ? ?
> > >
| | |
> > >
> > >
You you You
' ' '
ll ll ll
have have have
a a a
hard hard hard
time time time
selling sell sell
any ani any
sport sport sport
to to to
a a a
community communiti community
that that that
> > >
can can can
' ' '
t t t
play play play
it it it
on on on
account account account
of of of
availability avail availability
or or or
financial financi financial
reasons reason reason
. . .
> > >
Hockey hockey Hockey
is is be
pretty pretti pretty
much much much
a a a
sport sport sport
for for for
the the the
white white white
and and and
well well well
off off off
. . .
Well well Well
, , ,
suffice suffic suffice
to to to
say say say
that that that
it it it
is is be
a a a
sport sport sport
for for for
those those those
able abl able
to to to
make make make
the the the
substantial substanti substantial
investment invest investment
in in in
equipment equip equipment
, , ,
etc etc etc
. . .
But but But
here here here
' ' '
s s s
something someth something
, , ,
do do do
you you you
think think think
that that that
the the the
availability avail availability
of of of
in in in
- - -
line line line
skates skate skate
and and and
road road road
hockey hockey hockey
could could could
contribute contribut contribute
to to to
a a a
rise rise rise
in in in
awareness awar awareness
of of of
ice ice ice
hockey hockey hockey
? ? ?
I i I
would would would
argue argu argue
this this this
is is be
having have have
an an an
effect effect effect
here here here
. . .
Kids kid Kids
play play play
ice ice ice
hockey hockey hockey
in in in
the the the
winter winter winter
and and and
road road road
hockey hockey hockey
in in in
the the the
summer summer summer
with with with
in in in
- - -
line line line
skates skate skate
. . .
