From from From
: : :
farenebt farenebt farenebt
@ @ @
craft craft craft
. . .
camp camp camp
. . .
clarkson clarkson clarkson
. . .
edu edu edu
( ( (
Droopy droopi Droopy
) ) )
Subject subject Subject
: : :
AHL ahl AHL
playoff playoff playoff
results result result
, , ,
4 4 4
/ / /
16 16 16
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
craft craft craft
. . .
clarkson clarkson clarkson
. . .
edu edu edu
Organization organ Organization
: : :
Clarkson clarkson Clarkson
University univers University
X x X
- - -
Newsreader newsread Newsreader
: : :
TIN tin TIN
[ [ [
version version version
1 1 1
. . .
1 1 1
PL pl PL
8 8 8
] ] ]
Lines line Lines
: : :
96 96 96
AHL ahl AHL
CALDER calder CALDER
CUP cup CUP
PLAYOFF playoff PLAYOFF
GAME game GAME
( ( (
S s S
) ) )
PLAYED play PLAYED
ON on ON
4 4 4
/ / /
16 16 16
Providence provid Providence
3 3 3
SPRINGFIELD springfield SPRINGFIELD
2 2 2
( ( (
OT ot OT
) ) )
Baltimore baltimor Baltimore
4 4 4
BINGHAMTON binghamton BINGHAMTON
3 3 3
Utica utica Utica
3 3 3
ROCHESTER rochest ROCHESTER
2 2 2
( ( (
OT ot OT
) ) )
Cape cape Cape
Breton breton Breton
5 5 5
FREDERICTON fredericton FREDERICTON
2 2 2
GAME game GAME
( ( (
S s S
) ) )
SCHEDULED schedul SCHEDULED
FOR for FOR
4 4 4
/ / /
17 17 17
Capital capit Capital
District district District
at at at
Adirondack adirondack Adirondack
Providence provid Providence
at at at
Springfield springfield Springfield
Baltimore baltimor Baltimore
at at at
Binghamton binghamton Binghamton
Utica utica Utica
at at at
Rochester rochest Rochester
Moncton moncton Moncton
vs vs v
St st St
John john John
' ' '
s s s
at at at
Halifax halifax Halifax
SERIES seri SERIES
STATI stati STATI
( ( (
plural plural plural
of of of
status status status
? ? ?
: : :
) ) )
Adirondack adirondack Adirondack
leads lead lead
CDI cdi CDI
, , ,
1 1 1
- - -
0 0 0
Springfield springfield Springfield
leads lead lead
Providence provid Providence
, , ,
2 2 2
- - -
1 1 1
Baltimore baltimor Baltimore
leads lead lead
Binghamton binghamton Binghamton
1 1 1
- - -
0 0 0
Utica utica Utica
leads lead lead
Rochester rochest Rochester
, , ,
1 1 1
- - -
0 0 0
St st St
John john John
' ' '
s s s
leads lead lead
Moncton moncton Moncton
, , ,
1 1 1
- - -
0 0 0
Cape cape Cape
Breton breton Breton
tied tie tie
w w w
/ / /
Fredericton fredericton Fredericton
, , ,
1 1 1
- - -
1 1 1
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
FULL full FULL
1993 1993 1993
CALDER calder CALDER
CUP cup CUP
PLAYOFF playoff PLAYOFF
SCHEDULE schedul SCHEDULE
AND and AND
RESULTS result RESULTS
home home home
team team team
in in in
CAPS cap CAPS
* * *
= = =
if if if
necesary necesari necesary
FIRST first FIRST
ROUND round ROUND
Springfield springfield Springfield
Indians indian Indians
vs vs vs
Providence provid Providence
Bruins bruin Bruins
Gm gm Gm
1 1 1
: : :
Springfield springfield Springfield
3 3 3
PROVIDENCE provid PROVIDENCE
2 2 2
Gm gm Gm
2 2 2
: : :
Springfield springfield Springfield
5 5 5
PROVIDENCE provid PROVIDENCE
4 4 4
Gm gm Gm
3 3 3
: : :
Providence provid Providence
3 3 3
SPRINGFIELD springfield SPRINGFIELD
2 2 2
Gm gm Gm
4 4 4
: : :
4 4 4
/ / /
17 17 17
Providence provid Providence
at at at
Springfield springfield Springfield
Gm gm Gm
5 5 5
: : :
4 4 4
/ / /
22 22 22
Springfield springfield Springfield
at at at
Providence provid Providence
Gm gm Gm
6 6 6
: : :
4 4 4
/ / /
24 24 24
Providence provid Providence
at at at
Springfield springfield Springfield
* * *
Gm gm Gm
7 7 7
: : :
4 4 4
/ / /
27 27 27
Springfield springfield Springfield
at at at
Providence provid Providence
* * *
CD cd CD
Islanders island Islanders
vs vs v
Adirondack adirondack Adirondack
Red red Red
Wings wing Wings
Gm gm Gm
1 1 1
: : :
ADIRONDACK adirondack ADIRONDACK
6 6 6
CDI cdi CDI
2 2 2
Gm gm Gm
2 2 2
: : :
4 4 4
/ / /
17 17 17
CDI cdi CDI
at at at
Adirondack adirondack Adirondack
Gm gm Gm
3 3 3
: : :
4 4 4
/ / /
18 18 18
Adirondack adirondack Adirondack
at at at
CDI cdi CDI
Gm gm Gm
4 4 4
: : :
4 4 4
/ / /
21 21 21
Adirondack adirondack Adirondack
at at at
CDI cdi CDI
Gm gm Gm
5 5 5
: : :
4 4 4
/ / /
23 23 23
CDI cdi CDI
at at at
Adirondack adirondack Adirondack
* * *
Gm gm Gm
6 6 6
: : :
4 4 4
/ / /
24 24 24
Adirondack adirondack Adirondack
at at at
CDI cdi CDI
* * *
Gm gm Gm
7 7 7
: : :
4 4 4
/ / /
26 26 26
CDI cdi CDI
at at at
Adirondack adirondack Adirondack
* * *
Baltimore baltimor Baltimore
Skipjacks skipjack Skipjacks
at at at
Binghamton binghamton Binghamton
Rangers ranger Rangers
Gm gm Gm
1 1 1
: : :
Baltimore baltimor Baltimore
4 4 4
BINGHAMTON binghamton BINGHAMTON
3 3 3
Gm gm Gm
2 2 2
: : :
4 4 4
/ / /
17 17 17
Baltimore baltimor Baltimore
at at at
Binghamton binghamton Binghamton
Gm gm Gm
3 3 3
: : :
4 4 4
/ / /
23 23 23
Binghamton binghamton Binghamton
at at at
Baltimore baltimor Baltimore
Gm gm Gm
4 4 4
: : :
4 4 4
/ / /
24 24 24
Binghamton binghamton Binghamton
at at at
Baltimore baltimor Baltimore
Gm gm Gm
5 5 5
: : :
4 4 4
/ / /
26 26 26
Baltimore baltimor Baltimore
at at at
Binghamton binghamton Binghamton
* * *
Gm gm Gm
6 6 6
: : :
4 4 4
/ / /
28 28 28
Binghmaton binghmaton Binghmaton
at at at
Baltimore baltimor Baltimore
* * *
Gm gm Gm
7 7 7
: : :
4 4 4
/ / /
30 30 30
Baltimore baltimor Baltimore
at at at
Binghamton binghamton Binghamton
* * *
Utica utica Utica
Devils devil Devils
vs vs v
Rochester rochest Rochester
Americans american Americans
Gm gm Gm
1 1 1
: : :
Utica utica Utica
3 3 3
Rochester rochest Rochester
2 2 2
( ( (
OT ot OT
) ) )
Gm gm Gm
2 2 2
: : :
4 4 4
/ / /
17 17 17
Utica utica Utica
at at at
Rochester rochest Rochester
Gm gm Gm
3 3 3
: : :
4 4 4
/ / /
20 20 20
Rochester rochest Rochester
at at at
Utica utica Utica
Gm gm Gm
4 4 4
: : :
4 4 4
/ / /
22 22 22
Rochester rochest Rochester
at at at
Utica utica Utica
Gm gm Gm
5 5 5
: : :
4 4 4
/ / /
24 24 24
Utica utica Utica
at at at
Rochester rochest Rochester
* * *
Gm gm Gm
6 6 6
: : :
4 4 4
/ / /
26 26 26
Rochester rochest Rochester
at at at
Utica utica Utica
* * *
Gm gm Gm
7 7 7
: : :
4 4 4
/ / /
28 28 28
Utica utica Utica
at at at
Rochester rochest Rochester
* * *
Moncton moncton Moncton
Hawks hawk Hawks
vs vs v
St st St
John john John
' ' '
s s s
Maple mapl Maple
Leafs leaf Leafs
Gm gm Gm
1 1 1
: : :
St st St
John john John
' ' '
s s s
4 4 4
Moncton moncton Moncton
2 2 2
Gm gm Gm
2 2 2
: : :
4 4 4
/ / /
17 17 17
Moncton moncton Moncton
vs vs v
St st St
John john John
' ' '
s s s
at at at
Halifax halifax Halifax
Gm gm Gm
3 3 3
: : :
4 4 4
/ / /
21 21 21
St st St
John john John
' ' '
s s s
at at at
Moncton moncton Moncton
Gm gm Gm
4 4 4
: : :
4 4 4
/ / /
23 23 23
St st St
John john John
' ' '
s s s
at at at
Moncton moncton Moncton
Gm gm Gm
5 5 5
: : :
4 4 4
/ / /
26 26 26
Moncton moncton Moncton
vs vs v
St st St
John john John
' ' '
s s s
at at at
Halifax halifax Halifax
* * *
Gm gm Gm
6 6 6
: : :
4 4 4
/ / /
28 28 28
St st St
John john John
' ' '
s s s
at at at
Moncton moncton Moncton
* * *
Gm gm Gm
7 7 7
: : :
4 4 4
/ / /
30 30 30
Moncton moncton Moncton
vs vs v
St st St
John john John
' ' '
s s s
at at at
Halifax halifax Halifax
* * *
Cape cape Cape
Breton breton Breton
Oilers oiler Oilers
vs vs vs
Fredericton fredericton Fredericton
Canadiens canadien Canadiens
Gm gm Gm
1 1 1
: : :
FREDERICTON fredericton FREDERICTON
4 4 4
Cape cape Cape
Breton breton Breton
3 3 3
( ( (
2 2 2
OT ot OT
) ) )
Gm gm Gm
2 2 2
: : :
Cape cape Cape
Breton breton Breton
5 5 5
FREDERICTON fredericton FREDERICTON
2 2 2
Gm gm Gm
3 3 3
: : :
4 4 4
