From from From
: : :
Karim karim Karim
Edvard edvard Edvard
Ahmed ahm Ahmed
< < <
ka ka ka
0 0 0
k k k
+ + +
@ @ @
andrew andrew andrew
. . .
cmu cmu cmu
. . .
edu edu edu
> > >
Subject subject Subject
: : :
Re re Re
: : :
Truly truli Truly
a a a
sad sad sad
day day day
for for for
hockey hockey hockey
Organization organ Organization
: : :
Senior senior Senior
, , ,
Economics econom Economics
, , ,
Carnegie carnegi Carnegie
Mellon mellon Mellon
, , ,
Pittsburgh pittsburgh Pittsburgh
, , ,
PA pa PA
Lines line Lines
: : :
17 17 17
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
po po po
5 5 5
. . .
andrew andrew andrew
. . .
cmu cmu cmu
. . .
edu edu edu
In in In
- - -
Reply repli Reply
- - -
To to To
: : :
< < <
1993 1993 1993
Apr apr Apr
16 16 16
. . .
031823 031823 031823
. . .
11861 11861 11861
@ @ @
news news news
. . .
stolaf stolaf stolaf
. . .
edu edu edu
> > >
> > >
A a A
fine fine fine
26 26 26
year year year
history histori history
came came come
to to to
a a a
close close close
tonight tonight tonight
, , ,
as as a
the the the
Minnesota minnesota Minnesota
North north North
Stars star Stars
, , ,
> > >
or or or
Norm norm Norm
' ' '
s s s
Stars star Stars
( ( (
whichever whichev whichever
you you you
prefer prefer prefer
) ) )
lost lost lose
to to to
the the the
Red red Red
Wings wing Wings
by by by
a a a
score score score
of of of
> > >
5 5 5
- - -
3 3 3
. . .
The the The
Stars star Stars
goals goal goal
were were be
scored score score
by by by
Mike mike Mike
McPhee mcphee McPhee
and and and
Ulf ulf Ulf
Dahlen dahlen Dahlen
, , ,
who who who
netted net net
> > >
two two two
including includ include
the the the
final final final
one one one
in in in
franchise franchis franchise
history histori history
, , ,
with with with
less less less
than than than
a a a
minute minut minute
to to to
> > >
play play play
. . .
Yes yes Yes
, , ,
it it it
' ' '
s s s
a a a
shame shame shame
that that that
the the the
NHL nhl NHL
lost lost lose
a a a
fine fine fine
team team team
in in in
one one one
of of of
the the the
best best best
hockey hockey hockey
markets market market
in in in
the the the
country countri country
. . .
Being be Being
a a a
North north North
Stars star Stars
fan fan fan
, , ,
it it it
is is be
sad sad sad
to to to
see see see
all all all
of of of
the the the
tradition tradit tradition
of of of
the the the
last last last
26 26 26
years year year
get get get
thrown thrown throw
into into into
oblivion oblivion oblivion
at at at
the the the
hands hand hand
of of of
a a a
truly truli truly
crappy crappi crappy
owner owner owner
. . .
Hopefully hope Hopefully
the the the
NHL nhl NHL
will will will
install instal install
an an an
expansion expans expansion
franchise franchis franchise
in in in
the the the
Twin twin Twin
Cities citi Cities
within within within
the the the
next next next
five five five
years year year
. . .
Even even Even
if if if
this this this
is is be
the the the
case case case
, , ,
a a a
lot lot lot
has has have
been been be
lost lost lose
in in in
the the the
North north North
Stars star Stars
move move move
. . .
. . .
. . .
KEA kea KEA
