From from From
: : :
klee klee klee
@ @ @
synoptics synopt synoptics
. . .
com com com
( ( (
Ken ken Ken
Lee lee Lee
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Property properti Property
problems problem problem
Reply repli Reply
- - -
To to To
: : :
klee klee klee
@ @ @
synoptics synopt synoptics
. . .
com com com
Organization organ Organization
: : :
SynOptics synopt SynOptics
Communications communic Communications
, , ,
Santa santa Santa
Clara clara Clara
CA ca CA
Lines line Lines
: : :
19 19 19
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
bugsbunny bugsbunni bugsbunny
. . .
synoptics synopt synoptics
. . .
com com com
In in In
article articl article
( ( (
) ) )
, , ,
wsmart wsmart wsmart
@ @ @
tay tay tay
. . .
mcs mcs mc
. . .
dundee dunde dundee
. . .
ac ac ac
. . .
uk uk uk
( ( (
Bill bill Bill
Smart smart Smart
) ) )
writes write write
: : :
> > >
To to To
get get get
the the the
number number number
back back back
, , ,
the the the
other other other
client client client
does doe do
: : :
> > >
> > >
AppAtom appatom AppAtom
= = =
XInternAtom xinternatom XInternAtom
( ( (
display display display
, , ,
" " "
ApplicationWindow applicationwindow ApplicationWindow
" " "
, , ,
True true True
) ) )
; ; ;
> > >
XGetWindowProperty xgetwindowproperti XGetWindowProperty
( ( (
display display display
, , ,
DefaultRootWindow defaultrootwindow DefaultRootWindow
( ( (
display display display
) ) )
, , ,
AppAtom appatom AppAtom
, , ,
0 0 0
, , ,
8192 8192 8192
, , ,
> > >
False fals False
, , ,
XA xa XA
_ _ _
WINDOW window WINDOW
, , ,
& & &
return return return
_ _ _
type type type
, , ,
& & &
return return return
_ _ _
format format format
, , ,
> > >
& & &
nitems nitem nitems
_ _ _
return return return
, , ,
& & &
bar bar bar
, , ,
& & &
return return return
_ _ _
place place place
) ) )
; ; ;
> > >
> > >
and and and
appears appear appear
to to to
get get get
back back back
something someth something
valid valid valid
( ( (
just just just
not not not
the the the
right right right
number number number
) ) )
. . .
> > >
It it It
always alway always
seems seem seem
to to to
return return return
the the the
same same same
number number number
, , ,
regardless regardless regardless
of of of
the the the
window window window
> > >
number number number
stored store store
in in in
the the the
property properti property
. . .
" " "
return return return
_ _ _
place place place
" " "
is is be
probably probabl probably
incorrect incorrect incorrect
. . .
It it It
should should should
be be be
a a a
pointer pointer pointer
, , ,
not not not
an an an
integer integ integer
. . .
XGetWindowProperty xgetwindowproperti XGetWindowProperty
( ( (
) ) )
allocates alloc allocate
memory memori memory
, , ,
copies copi copy
the the the
data data data
there there there
, , ,
and and and
returns return return
a a a
pointer pointer pointer
to to to
the the the
memory memori memory
. . .
You you You
should should should
free free free
the the the
memory memori memory
when when when
you you you
' ' '
re re re
done done do
. . .
- - -
- - -
- - -
Ken ken Ken
Lee lee Lee
, , ,
klee klee klee
@ @ @
synoptics synopt synoptics
. . .
com com com
