From from From
: : :
dla dla dla
@ @ @
se se se
05 05 05
. . .
wg wg wg
2 2 2
. . .
waii waii waii
. . .
com com com
( ( (
Doug doug Doug
Acker acker Acker
) ) )
Subject subject Subject
: : :
Re re Re
: : :
build build build
X x X
11 11 11
R r R
5 5 5
with with with
xlc xlc xlc
1 1 1
. . .
2 2 2
. . .
1 1 1
( ( (
Aix aix Aix
3 3 3
. . .
2 2 2
. . .
3 3 3
e e e
) ) )
Organization organ Organization
: : :
western western western
geophysical geophys geophysical
exploration explor exploration
products product product
Lines line Lines
: : :
50 50 50
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
se se se
05 05 05
. . .
wg wg wg
2 2 2
. . .
waii waii waii
. . .
com com com
In in In
- - -
reply repli reply
- - -
to to to
: : :
dla dla dla
@ @ @
se se se
05 05 05
. . .
wg wg wg
2 2 2
. . .
waii waii waii
. . .
com com com
' ' '
s s s
message messag message
of of of
22 22 22
Apr apr Apr
1993 1993 1993
01 01 01
: : :
02 02 02
: : :
41 41 41
GMT gmt GMT
> > >
> > >
> > >
> > >
> > >
On on On
22 22 22
Apr apr Apr
1993 1993 1993
01 01 01
: : :
02 02 02
: : :
41 41 41
GMT gmt GMT
, , ,
dla dla dla
@ @ @
se se se
05 05 05
. . .
wg wg wg
2 2 2
. . .
waii waii waii
. . .
com com com
( ( (
Doug doug Doug
Acker acker Acker
) ) )
said said say
: : :
Doug doug Doug
> > >
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
se se se
05 05 05
. . .
wg wg wg
2 2 2
. . .
waii waii waii
. . .
com com com
> > >
> > >
> > >
> > >
> > >
On on On
21 21 21
Apr apr Apr
1993 1993 1993
03 03 03
: : :
49 49 49
: : :
16 16 16
GMT gmt GMT
, , ,
dla dla dla
@ @ @
se se se
05 05 05
. . .
wg wg wg
2 2 2
. . .
waii waii waii
. . .
com com com
( ( (
Doug doug Doug
Acker acker Acker
) ) )
said said say
: : :
Doug doug Doug
> > >
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
se se se
05 05 05
. . .
wg wg wg
2 2 2
. . .
waii waii waii
. . .
com com com
Doug doug Doug
> > >
I i I
am am be
having have have
a a a
big big big
problem problem problem
trying tri try
to to to
build build build
MIT mit MIT
X x X
11 11 11
R r R
5 5 5
with with with
xlc xlc xlc
1 1 1
. . .
2 2 2
. . .
1 1 1
Doug doug Doug
> > >
( ( (
the the the
one one one
bundled bundl bundle
with with with
AIX aix AIX
3 3 3
. . .
2 2 2
. . .
3 3 3
e e e
) ) )
. . .
Its it Its
almost almost almost
the the the
linker linker linker
is is be
not not not
Doug doug Doug
> > >
working work work
properly proper properly
with with with
shared share share
libraries librari library
. . .
Doug doug Doug
> > >
I i I
' ' '
ve ve ve
built built build
X x X
11 11 11
R r R
5 5 5
with with with
no no no
problem problem problem
before befor before
. . .
. . .
but but but
now now now
its it it
all all all
headaches headach headache
. . .
Doug doug Doug
> > >
For for For
example exampl example
, , ,
the the the
xset xset xset
client client client
complains complain complain
that that that
libXmu libxmu libXmu
doesnt doesnt doesnt
have have have
a a a
bunch bunch bunch
Doug doug Doug
> > >
of of of
Xt xt Xt
routines routin routine
and and and
shr shr shr
. . .
o o o
is is be
missing miss miss
( ( (
or or or
something someth something
like like like
that that that
) ) )
. . .
The the The
Doug doug Doug
> > >
build build build
of of of
libXmu libxmu libXmu
DOES doe DOES
link link link
in in in
libXt libxt libXt
so so so
I i I
am am be
really realli really
perplexed perplex perplexed
what what what
is is be
Doug doug Doug
> > >
going go go
on on on
. . .
Doug doug Doug
> > >
. . .
. . .
. . .
. . .
following follow follow
up up up
on on on
this this this
, , ,
the the the
specific specif specific
error error error
I i I
get get get
is is be
: : :
Doug doug Doug
> > >
Could could Could
not not not
load load load
program program program
. . .
/ / /
xset xset xset
Doug doug Doug
> > >
Symbol symbol Symbol
XtVaSetValues xtvasetvalu XtVaSetValues
in in in
. . .
. . .
/ / /
. . .
. . .
/ / /
. . .
/ / /
lib lib lib
/ / /
Xmu xmu Xmu
/ / /
libXmu libxmu libXmu
. . .
a a a
is is be
undefined undefin undefined
Doug doug Doug
> > >
