From from From
: : :
dbl dbl dbl
@ @ @
visual visual visual
. . .
com com com
( ( (
David david David
B b B
. . .
Lewis lewi Lewis
) ) )
Subject subject Subject
: : :
comp comp comp
. . .
windows window window
. . .
x x x
Frequently frequent Frequently
Asked ask Asked
Questions question Questions
( ( (
FAQ faq FAQ
) ) )
5 5 5
/ / /
5 5 5
Summary summari Summary
: : :
useful use useful
information inform information
about about about
the the the
X x X
Window window Window
System system System
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
visual visual visual
. . .
C c C
52 52 52
Eqq eqq Eqq
. . .
99 99 99
A a A
Expires expir Expires
: : :
Sun sun Sun
, , ,
2 2 2
May may May
1993 1993 1993
00 00 00
: : :
00 00 00
: : :
00 00 00
GMT gmt GMT
Reply repli Reply
- - -
To to To
: : :
faq faq faq
% % %
craft craft craft
@ @ @
uunet uunet uunet
. . .
uu uu uu
. . .
net net net
( ( (
X x X
FAQ faq FAQ
maintenance mainten maintenance
address address address
) ) )
Organization organ Organization
: : :
VISUAL visual VISUAL
, , ,
Inc inc Inc
. . .
Lines line Lines
: : :
890 890 890
Archive archiv Archive
- - -
name name name
: : :
x x x
- - -
faq faq faq
/ / /
part part part
5 5 5
Last last Last
- - -
modified modifi modify
: : :
1993 1993 1993
/ / /
04 04 04
/ / /
04 04 04
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
Subject subject Subject
: : :
119 119 119
) ) )
I i I
' ' '
m m m
writing write write
a a a
widget widget widget
and and and
can can can
' ' '
t t t
use use use
a a a
float float float
as as a
a a a
resource resourc resource
value valu value
. . .
Float float Float
resources resourc resource
are are be
not not not
portable portabl portable
; ; ;
